xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[ｰ/s],MM5_yawRate[ｰ/s]
104.89,0,1.263591,0.960965,-1.171507,-0.006,-17.129
104.9,0,1.184501,0.911509,-1.102481,-1.184,-20.139
104.91,0,1.071192,0.849618,-0.976559,-2.222,-22.827
104.92,0,0.927485,0.721708,-0.818583,-2.059,-25.054
104.93,0,0.883736,0.530939,-0.64481,-0.47,-26.8
104.94,0,1.004001,0.419898,-0.588856,1.261,-28.27
104.95,0,1.143683,0.484617,-0.838075,0.972,-29.663
104.96,0,1.176475,0.625878,-1.253603,-2.385,-31.24
104.97,0,1.15097,0.716077,-1.462972,-7.093,-32.997
104.98,0,1.145466,0.78123,-1.428192,-10.306,-34.539
104.99,0,1.1579,0.892934,-1.396521,-10.529,-36.047
105,0,1.145441,0.995287,-1.421618,-8.017,-37.85
105.01,0,1.107221,0.977069,-1.40898,-4.174,-39.553
105.02,0,1.072644,0.827934,-1.373741,-0.413,-40.481
105.03,0,1.059522,0.616884,-1.344057,2.485,-40.27
105.04,0,1.065918,0.364937,-1.250062,3.585,-39.016
105.05,0,1.077001,0.034003,-1.061713,2.037,-37.081
105.06,0,1.081409,-0.374314,-0.823348,-1.429,-34.398
105.07,0,1.070733,-0.721504,-0.572345,-4.306,-30.294
105.08,0,1.064159,-0.837286,-0.365651,-4.323,-24.554
105.09,0,1.097258,-0.749838,-0.288778,-1.719,-18.088
105.1,0,1.11433,-0.53415,-0.364733,1.372,-12.199
105.11,0,1.058885,-0.278968,-0.535602,3.022,-7.543
105.12,0,0.992,-0.153402,-0.714854,2.428,-3.833
105.13,0,0.984687,-0.189711,-0.840929,0.087,-0.313
105.14,0,1.043826,-0.21644,-0.923102,-2.637,3.366
105.15,0,1.118992,-0.046233,-1.014728,-4.269,6.738
105.16,0,1.163022,0.286382,-1.155301,-4.016,8.995
105.17,0,1.15576,0.564369,-1.307952,-2.197,9.775
105.18,0,1.120037,0.654823,-1.421593,0.497,9.47
105.19,0,1.08969,0.59069,-1.50239,3.609,8.786
105.2,0,1.061994,0.444104,-1.541349,6.405,8.048
105.21,0,1.043826,0.250838,-1.523895,8.309,7.408
105.22,0,1.040565,0.010358,-1.475024,9.006,7.193
105.23,0,1.037176,-0.251373,-1.394864,8.347,7.674
105.24,0,1.026755,-0.439033,-1.272739,6.336,8.696
105.25,0,1.018958,-0.494529,-1.123222,3.248,9.748
105.26,0,1.030857,-0.445352,-0.957347,-0.274,10.671
105.27,0,1.050884,-0.327533,-0.773152,-3.474,11.522
105.28,0,1.069332,-0.156664,-0.604679,-5.875,12.118
105.29,0,1.100621,0.054336,-0.522939,-7.26,12.169
105.3,0,1.131605,0.279961,-0.53443,-7.851,11.571
105.31,0,1.118865,0.502886,-0.57288,-7.976,10.429
105.32,0,1.067497,0.726116,-0.592423,-7.501,8.748
105.33,0,1.009658,0.958366,-0.622387,-5.984,6.342
105.34,0,0.998115,1.128981,-0.711312,-5.635,3.19
105.35,0,0.936556,1.129847,-0.856294,-1.359,-0.338
105.36,0,0.909037,0.954876,-1.011543,0.942,-3.683
105.37,0,0.915891,0.716816,-1.124725,1.518,-6.512
105.38,0,0.940581,0.51132,-1.160448,1.149,-8.767
105.39,0,0.965297,0.33482,-1.13428,0.1,-10.427
105.4,0,0.977527,0.17185,-1.098659,-1.503,-11.483
105.41,0,0.973068,0.075688,-1.091423,-3.041,-12.042
105.42,0,0.961602,0.088021,-1.119604,-3.676,-12.279
105.43,0,0.95271,0.180105,-1.161213,-3.1,-12.359
105.44,0,0.949984,0.292064,-1.186973,-1.591,-12.47
105.45,0,0.942263,0.36825,-1.174743,0.165,-12.787
105.46,0,0.914923,0.393551,-1.129847,1.54,-13.276
105.47,0,0.880423,0.387971,-1.069306,2.219,-13.78
105.48,0,0.865543,0.352095,-0.996281,2.101,-14.196
105.49,0,0.8805,0.283325,-0.933065,1.093,-14.499
105.5,0,0.909496,0.226657,-0.916248,-0.465,-14.687
105.51,0,0.920783,0.225944,-0.936759,-1.879,-14.856
105.52,0,0.904222,0.269948,-0.95136,-2.734,-15.058
105.53,0,0.887838,0.31041,-0.946213,-3.092,-15.312
105.54,0,0.896985,0.332297,-0.935893,-3.109,-15.565
105.55,0,0.914694,0.359739,-0.922975,-2.756,-15.863
105.56,0,0.908579,0.404839,-0.880016,-2.11,-16.269
105.57,0,0.875455,0.434498,-0.775675,-1.51,-16.827
105.58,0,0.841694,0.404813,-0.615635,-1.139,-17.361
105.59,0,0.83833,0.346108,-0.472157,-0.859,-17.585
105.6,0,0.849312,0.31678,-0.439415,-0.249,-17.527
105.61,0,0.813538,0.295249,-0.496771,1.302,-17.281
105.62,0,0.725072,0.205713,-0.488108,3.815,-16.653
105.63,0,0.762425,0.093805,-0.38127,6.223,-15.694
105.64,0,1.040463,0.11508,-0.493611,7.306,-14.898
105.65,0,1.335114,0.266508,-1.109871,5.748,-14.602
105.66,0,1.421134,0.456538,-1.921791,0.62,-15.049
105.67,0,1.326323,0.692177,-2.332095,-6.455,-16.378
105.68,0,1.190438,0.950952,-2.182859,-12.25,-18.516
105.69,0,1.110864,1.128802,-1.788378,-14.358,-21.279
105.7,0,1.097462,1.129082,-1.489064,-12.511,-24.207
105.71,0,1.12284,0.962418,-1.405541,-8.245,-26.719
105.72,0,1.135631,0.776235,-1.44613,-3.226,-28.576
105.73,0,1.102074,0.670723,-1.449697,1.531,-29.792
105.74,0,1.038348,0.607329,-1.354631,5.365,-30.514
105.75,0,0.958672,0.54238,-1.223257,8.094,-30.92
105.76,0,0.894896,0.50681,-1.127834,10.195,-31.214
105.77,0,0.88664,0.557311,-1.055904,12.059,-31.506
105.78,0,0.870613,0.530863,-0.928249,12.057,-31.541
105.79,0,0.765483,0.309162,-0.71702,7.445,-30.799
105.8,0,0.623967,0.110621,-0.494401,-1.933,-29.191
105.81,0,0.545463,0.14372,-0.353752,-12.827,-27.323
105.82,0,0.550126,0.3789,-0.309264,-20.931,-25.681
105.83,0,0.61217,0.645549,-0.297441,-23.829,-24.361
105.84,0,0.696024,0.913853,-0.279656,-21.565,-23.67
105.85,0,0.748844,1.201573,-0.297033,-15.158,-23.988
105.86,0,0.7412,1.409159,-0.406037,-6.156,-25.335
105.87,0,0.705376,1.432269,-0.57739,3.391,-27.349
105.88,0,0.703057,1.293581,-0.731059,11.541,-29.631
105.89,0,0.75817,1.106813,-0.843248,17.496,-31.919
105.9,0,0.839783,0.92323,-0.940505,21.291,-33.999
105.91,0,0.90412,0.724231,-1.039036,22.561,-35.793
105.92,0,0.937447,0.492363,-1.141236,20.718,-37.336
105.93,0,0.948225,0.245207,-1.239691,15.72,-38.507
105.94,0,0.948455,0.082033,-1.294116,8.451,-39.241
105.95,0,0.95694,0.110367,-1.275643,0.647,-39.794
105.96,0,0.981553,0.304728,-1.22369,-6.012,-40.484
105.97,0,0.998982,0.585518,-1.190082,-10.709,-41.534
105.98,0,0.981248,0.856039,-1.186234,-13.433,-43.016
105.99,0,0.927969,1.012792,-1.192579,-14.504,-44.738
106,0,0.86274,1.066886,-1.172449,-14.219,-46.354
106.01,0,0.807448,1.086658,-1.110176,-12.71,-47.546
106.02,0,0.764031,1.082811,-1.039597,-10.192,-48.101
106.03,0,0.73348,1.054553,-0.994115,-6.918,-48.081
106.04,0,0.732996,1.014907,-0.962112,-3.067,-47.587
106.05,0,0.756183,0.959258,-0.918974,0.925,-46.674
106.06,0,0.759521,0.892475,-0.870562,4.457,-45.391
106.07,0,0.710268,0.822889,-0.832852,6.964,-43.956
106.08,0,0.62705,0.754093,-0.820775,8.192,-42.557
106.09,0,0.556598,0.706548,-0.844063,8.261,-41.296
106.1,0,0.52141,0.706038,-0.884857,7.658,-40.266
106.11,0,0.512951,0.745124,-0.917267,6.879,-39.442
106.12,0,0.519346,0.789561,-0.932173,6.016,-38.949
106.13,0,0.535297,0.826992,-0.93839,5.008,-38.957
106.14,0,0.549336,0.855962,-0.940913,3.84,-39.448
106.15,0,0.553082,0.886589,-0.945779,2.76,-40.213
106.16,0,0.549183,0.918159,-0.950264,1.79,-41.091
106.17,0,0.539068,0.951283,-0.948862,0.704,-42.146
106.18,0,0.525385,1.002319,-0.955029,-0.46,-43.437
106.19,0,0.515702,1.079651,-0.967616,-1.523,-44.981
106.2,0,0.506759,1.174386,-0.981859,-2.01,-46.768
106.21,0,0.48956,1.246316,-0.991363,-1.508,-48.699
106.22,0,0.473278,1.277758,-0.976814,-0.313,-50.738
106.23,0,0.47017,1.278778,-0.945856,1.122,-52.826
106.24,0,0.47445,1.248737,-0.92751,2.715,-54.849
106.25,0,0.477763,1.201497,-0.928886,4.596,-56.746
106.26,0,0.480871,1.154002,-0.925676,6.261,-58.464
106.27,0,0.489152,1.104163,-0.912375,6.816,-60.056
106.28,0,0.502173,1.064389,-0.909623,6.079,-61.534
106.29,0,0.510861,1.041686,-0.917344,4.48,-62.865
106.3,0,0.508058,1.025124,-0.916095,2.462,-64.041
106.31,0,0.495369,1.017251,-0.891864,0.433,-65.122
106.32,0,0.48533,1.035953,-0.848599,-1.054,-66.139
106.33,0,0.486808,1.06365,-0.809793,-1.605,-67.056
106.34,0,0.501179,1.100927,-0.789077,-1.315,-67.907
106.35,0,0.523729,1.155098,-0.786861,-0.577,-68.827
106.36,0,0.540749,1.194999,-0.811194,0.313,-69.843
106.37,0,0.548291,1.215332,-0.866638,1.075,-70.878
106.38,0,0.551961,1.213854,-0.934441,1.356,-71.889
106.39,0,0.555451,1.20328,-0.983974,1.154,-72.906
106.4,0,0.567784,1.195636,-1.008282,0.703,-73.95
106.41,0,0.591684,1.192884,-1.025073,0.181,-74.932
106.42,0,0.617521,1.208733,-1.044412,-0.193,-75.897
106.43,0,0.636631,1.248354,-1.071778,0.028,-76.974
106.44,0,0.650008,1.288231,-1.111858,1.176,-78.079
106.45,0,0.662365,1.306474,-1.13744,2.965,-79.108
106.46,0,0.664837,1.298193,-1.137618,4.781,-80.026
106.47,0,0.632528,1.246749,-1.13558,6.292,-80.833
106.48,0,0.556776,1.172093,-1.149084,7.364,-81.434
106.49,0,0.456691,1.074734,-1.169341,7.84,-81.817
106.5,0,0.362109,0.907942,-1.150511,7.462,-81.873
106.51,0,0.301161,0.685552,-1.065867,5.882,-81.354
106.52,0,0.283911,0.506198,-0.9535,3.175,-80.197
106.53,0,0.29795,0.483776,-0.862562,-0.294,-78.652
106.54,0,0.307072,0.585849,-0.832878,-3.903,-77.198
106.55,0,0.280853,0.698241,-0.873314,-6.529,-75.975
106.56,0,0.228619,0.768541,-0.921522,-7.373,-74.792
106.57,0,0.178245,0.791957,-0.916274,-6.561,-73.615
106.58,0,0.151975,0.791218,-0.85953,-4.655,-72.472
106.59,0,0.153657,0.784516,-0.791116,-2.131,-71.325
106.6,0,0.166728,0.775012,-0.747061,0.623,-70.099
106.61,0,0.179112,0.807754,-0.733174,3.024,-68.978
106.62,0,0.186373,0.875964,-0.746271,4.641,-68.224
106.63,0,0.185048,0.888806,-0.782351,5.354,-67.822
106.64,0,0.176156,0.809818,-0.827552,5.036,-67.543
106.65,0,0.168792,0.732104,-0.860778,4.09,-67.254
106.66,0,0.198961,0.801868,-0.888984,3.184,-67.083
106.67,0,0.28521,1.030755,-0.955895,2.666,-67.411
106.68,0,0.395106,1.301735,-1.075498,2.924,-68.644
106.69,0,0.4877,1.487051,-1.192579,3.874,-70.742
106.7,0,0.540367,1.542419,-1.26884,4.974,-73.355
106.71,0,0.553133,1.518544,-1.308818,5.743,-76.167
106.72,0,0.545565,1.50188,-1.315571,5.5,-79.143
106.73,0,0.532112,1.504046,-1.304487,3.881,-82.405
106.74,0,0.503294,1.48672,-1.287237,1.552,-85.77
106.75,0,0.423414,1.421465,-1.261298,-0.635,-88.905
106.76,0,0.292345,1.275134,-1.228505,-2.748,-91.512
106.77,0,0.169174,1.092926,-1.188273,-5.062,-93.386
106.78,0,0.099869,0.955997,-1.126713,-7.303,-94.446
106.79,0,0.083893,0.845286,-1.031978,-9.009,-94.661
106.8,0,0.085906,0.674927,-0.916223,-9.817,-93.842
106.81,0,0.084352,0.484719,-0.812774,-9.84,-91.787
106.82,0,0.085906,0.386646,-0.729072,-9.247,-88.741
106.83,0,0.092047,0.419592,-0.672761,-7.681,-85.287
106.84,0,0.095996,0.509129,-0.6536,-5.153,-82.021
106.85,0,0.092047,0.575402,-0.6549,-2.006,-79.264
106.86,0,0.076835,0.639917,-0.662824,1.421,-76.867
106.87,0,0.049367,0.697961,-0.666926,4.431,-74.652
106.88,0,0.020753,0.726397,-0.672404,6.366,-72.651
106.89,0,0.018766,0.717963,-0.704204,6.861,-70.828
106.9,0,0.060859,0.72497,-0.786249,5.848,-69.238
106.91,0,0.13312,0.795804,-0.911152,3.897,-68.066
106.92,0,0.219446,0.940683,-1.034042,1.639,-67.606
106.93,0,0.314309,1.156397,-1.115909,-0.276,-68.049
106.94,0,0.40382,1.360823,-1.173571,-1.268,-69.407
106.95,0,0.472947,1.501447,-1.23034,-1.145,-71.379
106.96,0,0.523754,1.605788,-1.279236,-0.359,-73.843
106.97,0,0.566866,1.688445,-1.309889,0.492,-76.843
106.98,0,0.598512,1.72455,-1.328158,1.244,-80.181
106.99,0,0.60208,1.707224,-1.340159,1.794,-83.504
107,0,0.560649,1.636491,-1.334502,1.759,-86.661
107.01,0,0.486528,1.509728,-1.307876,0.917,-89.613
107.02,0,0.407056,1.311392,-1.256151,-0.557,-92.107
107.03,0,0.337062,1.040106,-1.177902,-2.375,-93.593
107.04,0,0.281337,0.76984,-1.076696,-4.374,-93.709
107.05,0,0.243576,0.620043,-0.95508,-6.056,-92.579
107.06,0,0.220975,0.591939,-0.825183,-6.767,-90.649
107.07,0,0.199699,0.592983,-0.717861,-6.125,-88.199
107.08,0,0.160511,0.580039,-0.657015,-4.104,-85.282
107.09,0,0.09462,0.558534,-0.630159,-1.085,-82.064
107.1,0,0.019785,0.524646,-0.609265,2.175,-78.698
107.11,0,-0.038768,0.474705,-0.578893,4.778,-75.256
107.12,0,-0.068376,0.431236,-0.559605,6.113,-71.813
107.13,0,-0.060222,0.42028,-0.577925,6.001,-68.449
107.14,0,-0.004727,0.46515,-0.633751,4.68,-65.364
107.15,0,0.090085,0.561847,-0.712816,2.734,-62.768
107.16,0,0.197763,0.723925,-0.79639,0.737,-60.882
107.17,0,0.289695,0.945219,-0.877034,-0.88,-59.975
107.18,0,0.350847,1.166844,-0.967921,-1.677,-60.103
107.19,0,0.389067,1.32324,-1.06737,-1.556,-61.11
107.2,0,0.427898,1.423759,-1.155123,-0.911,-62.837
107.21,0,0.480642,1.511563,-1.223384,-0.297,-65.134
107.22,0,0.545845,1.602475,-1.288919,0.148,-67.963
107.23,0,0.610921,1.658863,-1.358453,0.498,-71.194
107.24,0,0.66183,1.65899,-1.408114,0.677,-74.639
107.25,0,0.68917,1.633102,-1.408038,0.501,-78.223
107.26,0,0.681705,1.562905,-1.363804,0.15,-81.641
107.27,0,0.644682,1.461418,-1.304079,-0.081,-84.599
107.28,0,0.596525,1.35109,-1.239385,-0.336,-87.03
107.29,0,0.544113,1.222951,-1.166767,-0.826,-88.903
107.3,0,0.488847,1.085996,-1.07881,-1.671,-90.027
107.31,0,0.437428,0.960532,-0.988382,-2.843,-90.256
107.32,0,0.399335,0.868702,-0.920197,-3.95,-89.737
107.33,0,0.374492,0.803346,-0.876474,-4.377,-88.665
107.34,0,0.352707,0.757278,-0.831578,-3.726,-87.154
107.35,0,0.328297,0.729836,-0.75738,-2.174,-85.259
107.36,0,0.293415,0.6934,-0.661346,-0.398,-83.085
107.37,0,0.241818,0.607609,-0.57474,1.104,-80.668
107.38,0,0.191342,0.508237,-0.511396,2.082,-77.983
107.39,0,0.170882,0.479699,-0.467927,2.479,-75.163
107.4,0,0.19361,0.575912,-0.46222,2.503,-72.547
107.41,0,0.252341,0.77356,-0.529436,2.403,-70.559
107.42,0,0.330565,0.99386,-0.665041,2.336,-69.494
107.43,0,0.405043,1.161952,-0.818303,2.313,-69.42
107.44,0,0.462908,1.257425,-0.941728,2.322,-70.173
107.45,0,0.511447,1.327062,-1.012461,2.257,-71.519
107.46,0,0.562458,1.40261,-1.043623,1.908,-73.398
107.47,0,0.619839,1.457392,-1.085231,1.397,-75.735
107.48,0,0.68173,1.479433,-1.174641,1.234,-78.276
107.49,0,0.746347,1.541094,-1.309659,1.424,-80.894
107.5,0,0.798505,1.643396,-1.44134,1.315,-83.728
107.51,0,0.82052,1.691808,-1.50662,0.527,-86.765
107.52,0,0.814506,1.663373,-1.484911,-0.512,-89.664
107.53,0,0.797155,1.595188,-1.412598,-1.249,-92.071
107.54,0,0.765457,1.515308,-1.354708,-1.648,-93.838
107.55,0,0.699464,1.4485,-1.342528,-1.763,-95.073
107.56,0,0.603175,1.388775,-1.347395,-1.447,-95.948
107.57,0,0.50523,1.298525,-1.316411,-0.717,-96.57
107.58,0,0.427949,1.150486,-1.229448,-0.007,-96.909
107.59,0,0.367103,0.983643,-1.119528,0.266,-96.873
107.6,0,0.310665,0.860982,-1.029099,0.052,-96.458
107.61,0,0.250838,0.79053,-0.960864,-0.258,-95.78
107.62,0,0.180284,0.70377,-0.872422,0.108,-94.739
107.63,0,0.105245,0.558815,-0.749966,1.659,-93.095
107.64,0,0.044883,0.392405,-0.644784,3.82,-90.568
107.65,0,0.009415,0.256673,-0.596117,5.47,-87.293
107.66,0,-0.007326,0.1692,-0.57953,6.138,-83.578
107.67,0,-0.016728,0.114061,-0.550279,5.926,-79.652
107.68,0,-0.018409,0.124534,-0.510734,4.934,-75.796
107.69,0,-0.006281,0.22309,-0.520161,3.181,-72.378
107.7,0,0.012549,0.379869,-0.621292,1.132,-69.711
107.71,0,0.033213,0.526455,-0.756871,-0.233,-67.766
107.72,0,0.060426,0.628961,-0.831705,-0.47,-66.241
107.73,0,0.090747,0.720689,-0.828673,-0.078,-64.93
107.74,0,0.119922,0.83275,-0.810608,0.288,-64.015
107.75,0,0.154014,0.964125,-0.828011,0.375,-63.662
107.76,0,0.20156,1.090786,-0.883302,0.26,-63.951
107.77,0,0.263756,1.225575,-0.95615,0.138,-64.839
107.78,0,0.332832,1.367499,-1.030755,0.195,-66.36
107.79,0,0.401883,1.475203,-1.119629,0.427,-68.582
107.8,0,0.475062,1.546445,-1.222518,0.668,-71.471
107.81,0,0.551171,1.589583,-1.325151,1.007,-74.875
107.82,0,0.613163,1.603061,-1.412802,1.652,-78.439
107.83,0,0.637064,1.607189,-1.442359,2.679,-81.931
107.84,0,0.607609,1.610196,-1.393565,3.928,-85.345
107.85,0,0.528239,1.576639,-1.312284,4.669,-88.609
107.86,0,0.422165,1.482286,-1.249756,4.218,-91.527
107.87,0,0.316423,1.367371,-1.20751,2.743,-93.987
107.88,0,0.233843,1.270318,-1.16371,0.866,-96.016
107.89,0,0.184488,1.196655,-1.116164,-0.876,-97.757
107.9,0,0.161734,1.122305,-1.058121,-2.231,-99.139
107.91,0,0.158779,1.017684,-0.985375,-3.237,-99.9
107.92,0,0.170245,0.905215,-0.904171,-3.881,-99.857
107.93,0,0.190094,0.845592,-0.812748,-3.839,-99.135
107.94,0,0.213306,0.851096,-0.726244,-2.772,-98.013
107.95,0,0.234148,0.89036,-0.677093,-0.815,-96.755
107.96,0,0.233384,0.929931,-0.674851,1.546,-95.596
107.97,0,0.19682,0.927001,-0.697604,3.498,-94.586
107.98,0,0.141197,0.908655,-0.716587,4.213,-93.762
107.99,0,0.092709,0.91319,-0.736308,3.472,-93.313
108,0,0.063636,0.911942,-0.766273,1.653,-93.232
108.01,0,0.059075,0.890615,-0.787421,-0.766,-93.238
108.02,0,0.082925,0.857262,-0.794861,-3.35,-92.996
108.03,0,0.126776,0.856115,-0.804162,-5.65,-92.307
108.04,0,0.179876,0.951258,-0.836827,-7.483,-91.378
108.05,0,0.223294,1.12256,-0.9044,-8.69,-90.681
108.06,0,0.245691,1.307213,-0.987057,-8.873,-90.611
108.07,0,0.261998,1.504148,-1.049534,-7.401,-91.221
108.08,0,0.278127,1.708956,-1.087728,-4.091,-92.646
108.09,0,0.296345,1.840051,-1.117667,-0.107,-94.977
108.1,0,0.319659,1.832764,-1.138765,3.121,-98.032
108.11,0,0.334336,1.693031,-1.138714,5.225,-101.19
108.12,0,0.327099,1.46101,-1.10401,6.216,-103.732
108.13,0,0.295428,1.25554,-1.051649,6.134,-105.43
108.14,0,0.251118,1.184094,-1.026296,5.235,-106.663
108.15,0,0.202222,1.226212,-1.044412,4.309,-107.947
108.16,0,0.150625,1.307774,-1.065841,4.03,-109.622
108.17,0,0.105959,1.374761,-1.034985,4.409,-111.819
108.18,0,0.072121,1.376799,-0.972967,4.866,-114.396
108.19,0,0.041647,1.288689,-0.94211,4.599,-117.065
108.2,0,0.009109,1.15683,-0.954952,3.57,-119.432
108.21,0,-0.03013,1.048693,-0.968125,2.427,-121.258
108.22,0,-0.082823,0.950697,-0.943333,1.864,-122.392
108.23,0,-0.140841,0.835731,-0.899176,2.048,-122.714
108.24,0,-0.178653,0.714931,-0.883608,2.495,-122.285
108.25,0,-0.19282,0.580829,-0.932504,2.994,-121.242
108.26,0,-0.201254,0.381219,-1.007084,3.767,-119.534
108.27,0,-0.220211,0.056273,-1.027672,4.843,-116.869
108.28,0,-0.253488,-0.395284,-0.992968,5.786,-112.895
108.29,0,-0.302919,-0.892934,-0.939639,5.941,-107.577
108.3,0,-0.381652,-1.313048,-0.876678,4.703,-101.036
108.31,0,-0.482578,-1.557223,-0.792059,1.799,-93.488
108.32,0,-0.582027,-1.546827,-0.672634,-2.342,-85.452
108.33,0,-0.671971,-1.23085,-0.513944,-6.863,-77.898
108.34,0,-0.737047,-0.680125,-0.314793,-10.235,-71.679
108.35,0,-0.726498,-0.083485,-0.182832,-9.902,-66.815
108.36,0,-0.61245,0.383538,-0.315939,-3.765,-62.907
108.37,0,-0.43358,0.616068,-0.723415,7.67,-59.888
108.38,0,-0.267629,0.557694,-1.205599,21.296,-57.46
108.39,0,-0.176003,0.232212,-1.575237,32.584,-54.803
108.4,0,-0.157428,-0.204031,-1.782695,36.702,-51.523
108.41,0,-0.162218,-0.561057,-1.93741,30.788,-48.224
108.42,0,-0.168537,-0.738652,-2.15664,15.945,-45.454
108.43,0,-0.210223,-0.724078,-2.388024,-3.525,-43.121
108.44,0,-0.311862,-0.520977,-2.447596,-22.101,-41.094
108.45,0,-0.441963,-0.202349,-2.259477,-35.071,-39.524
108.46,0,-0.54368,0.094798,-1.928467,-39.653,-38.502
108.47,0,-0.601239,0.244621,-1.572409,-35.539,-37.672
108.48,0,-0.61431,0.188641,-1.260254,-25.002,-36.322
108.49,0,-0.565822,-0.015505,-1.029226,-11.568,-33.965
108.5,0,-0.518327,-0.178398,-0.875429,1.949,-30.734
108.51,0,-0.586282,-0.147262,-0.725963,14.359,-27.179
108.52,0,-0.756718,-0.045545,-0.53257,24.87,-23.58
108.53,0,-0.925803,-0.054463,-0.329571,32.23,-19.864
108.54,0,-1.027417,-0.148638,-0.123285,35.545,-16.227
108.55,0,-1.050528,-0.238862,0.101398,35.256,-13.085
108.56,0,-1.026016,-0.561159,0.166168,30.18,-10.108
108.57,0,-0.988535,-1.284944,-0.154523,17.188,-6.271
108.58,0,-0.947461,-1.818418,-0.610335,-2.107,-1.108
108.59,0,-0.9376,-1.59394,-0.704254,-20.383,4.368
108.6,0,-0.949856,-0.956277,-0.358516,-32.538,9.169
108.61,0,-0.885443,-0.49993,0.053776,-39.142,13.755
108.62,0,-0.731263,-0.224339,0.20291,-41.187,18.666
108.63,0,-0.564038,0.136637,0.073064,-36.672,23.313
108.64,0,-0.349598,0.453812,-0.211191,-24.909,26.989
108.65,0,-0.039099,0.498733,-0.520442,-9.921,30.232
108.66,0,0.231957,0.480438,-0.772057,2.753,33.434
108.67,0,0.346847,0.666671,-0.98033,10.458,35.819
108.68,0,0.349216,0.998803,-1.181673,13.317,36.491
108.69,0,0.313824,1.238035,-1.395323,11.988,35.118
108.7,0,0.282586,1.190158,-1.575237,7.72,32.028
108.71,0,0.264036,0.83033,-1.639447,3.112,28.513
108.72,0,0.257692,0.272063,-1.60273,0.948,26.149
108.73,0,0.271986,-0.327991,-1.545706,2.839,25.927
108.74,0,0.301747,-0.863097,-1.531157,8.514,28.111
108.75,0,0.328934,-1.308717,-1.548738,15.883,32.561
108.76,0,0.322284,-1.66643,-1.545681,21.793,38.768
108.77,0,0.205993,-1.951577,-1.523793,23.55,46.007
108.78,0,-0.033417,-2.167189,-1.521041,20.427,53.61
108.79,0,-0.273311,-2.237794,-1.508352,13.773,61.152
108.8,0,-0.366874,-2.115515,-1.433594,5.007,67.959
108.81,0,-0.269209,-1.833554,-1.306372,-4.732,73.069
108.82,0,-0.106417,-1.307443,-1.130535,-12.182,75.683
108.83,0,-0.028423,-0.563477,-0.905062,-13.382,75.504
108.84,0,-0.032984,0.060528,-0.656378,-7.98,72.671
108.85,0,-0.030665,0.262584,-0.442702,0.68,68.092
108.86,0,0.008803,0.023913,-0.32259,8.382,63.279
108.87,0,0.046921,-0.38364,-0.311633,12.762,59.352
108.88,0,0.052756,-0.710319,-0.38764,13.894,56.662
108.89,0,0.037647,-0.937728,-0.490681,12.571,55.115
108.9,0,0.027429,-1.129643,-0.586231,9.115,54.534
108.91,0,0.04129,-1.280408,-0.671385,3.988,54.871
108.92,0,0.099996,-1.370276,-0.730219,-1.376,56.039
108.93,0,0.207471,-1.413592,-0.78123,-5.121,57.837
108.94,0,0.333954,-1.440244,-0.864829,-6.326,60.064
108.95,0,0.445836,-1.49602,-0.972482,-5.34,62.753
108.96,0,0.526888,-1.566523,-1.073179,-2.988,65.974
108.97,0,0.578765,-1.628363,-1.169621,0.27,69.74
108.98,0,0.602283,-1.665182,-1.27679,3.867,73.863
108.99,0,0.599634,-1.668876,-1.359931,6.875,77.956
109,0,0.589824,-1.673539,-1.37899,8.633,81.734
109.01,0,0.58776,-1.685973,-1.347624,9.13,85.071
109.02,0,0.590206,-1.683655,-1.296741,8.588,87.984
109.03,0,0.590817,-1.666787,-1.242418,6.94,90.418
109.04,0,0.581237,-1.654939,-1.198388,4.181,92.305
109.05,0,0.53522,-1.624618,-1.189088,0.845,93.624
109.06,0,0.429937,-1.557197,-1.213396,-2.168,94.481
109.07,0,0.27721,-1.444168,-1.217294,-4.026,95.015
109.08,0,0.121705,-1.297786,-1.157824,-4.313,95.334
109.09,0,0.014664,-1.158359,-1.051267,-3.041,95.378
109.1,0,-0.025289,-1.024207,-0.93597,-0.597,94.903
109.11,0,-0.017772,-0.87069,-0.843273,2.127,93.633
109.12,0,0.012523,-0.731263,-0.772872,3.951,91.229
109.13,0,0.044883,-0.664684,-0.714268,4.014,87.556
109.14,0,0.06198,-0.611456,-0.666136,2.35,82.81
109.15,0,0.055075,-0.462016,-0.62412,0.114,77.188
109.16,0,0.024958,-0.252571,-0.583811,-1.253,70.87
109.17,0,-0.005211,-0.178704,-0.558152,-1.188,64.44
109.18,0,-0.004191,-0.341674,-0.578409,-0.095,58.803
109.19,0,0.033493,-0.646338,-0.672226,1.132,54.491
109.2,0,0.083765,-0.974597,-0.83489,1.611,51.561
109.21,0,0.12619,-1.250851,-1.008791,0.918,50.054
109.22,0,0.163059,-1.450971,-1.124292,-0.634,49.958
109.23,0,0.198604,-1.581302,-1.165697,-2.331,51.011
109.24,0,0.223218,-1.638708,-1.176195,-3.842,52.889
109.25,0,0.224441,-1.691655,-1.192375,-5.211,55.311
109.26,0,0.20612,-1.771663,-1.215969,-6.544,58.311
109.27,0,0.185635,-1.776962,-1.230824,-7.538,61.799
109.28,0,0.173353,-1.651066,-1.221167,-7.36,65.355
109.29,0,0.155186,-1.456959,-1.193165,-5.75,68.429
