xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[ｰ/s],MM5_yawRate[ｰ/s]
340.77,0,0.074134,1.069332,-0.901393,-21.085,-95.37
340.78,0,0.10601,1.160168,-0.869339,-16.638,-91.943
340.79,0,0.069955,1.1685,-0.758221,-9.527,-88.108
340.8,0,0.006281,1.172016,-0.670646,-2.058,-84.281
340.81,0,-0.04338,1.237908,-0.681221,4.322,-81.068
340.82,0,-0.059254,1.355574,-0.792441,9.305,-79.003
340.83,0,-0.041392,1.457902,-0.949882,12.865,-78.336
340.84,0,0.001108,1.51434,-1.094302,14.972,-79.032
340.85,0,0.051686,1.574906,-1.185393,15.615,-80.961
340.86,0,0.108456,1.650505,-1.211587,14.981,-84.011
340.87,0,0.175213,1.700854,-1.199815,13.785,-88.125
340.88,0,0.227524,1.65713,-1.183482,12.322,-92.838
340.89,0,0.24062,1.504811,-1.166844,9.872,-97.552
340.9,0,0.198986,1.334757,-1.129949,6.191,-101.958
340.91,0,0.101423,1.221855,-1.063675,2.137,-105.925
340.92,0,-0.025391,1.150307,-0.985808,-1.5,-109.228
340.93,0,-0.150523,1.067039,-0.900552,-4.577,-111.684
340.94,0,-0.253819,0.981783,-0.796263,-7.198,-113.352
340.95,0,-0.314538,0.93969,-0.703082,-9.541,-114.435
340.96,0,-0.295963,0.898132,-0.673398,-12.012,-114.846
340.97,0,-0.218122,0.80462,-0.706013,-14.731,-114.06
340.98,0,-0.146446,0.740742,-0.737837,-17.009,-111.79
340.99,0,-0.086364,0.76798,-0.725225,-17.9,-108.455
341,0,-0.010103,0.8752,-0.702802,-16.739,-104.682
341.01,0,0.080147,1.040998,-0.742169,-13.544,-100.851
341.02,0,0.168486,1.241245,-0.873289,-9.021,-97.329
341.03,0,0.237919,1.443913,-1.050095,-3.714,-94.504
341.04,0,0.260087,1.631854,-1.174845,2.207,-92.682
341.05,0,0.231397,1.755075,-1.194821,8.083,-92.124
341.06,0,0.196234,1.798773,-1.164856,12.834,-92.929
341.07,0,0.198451,1.813985,-1.168398,16.034,-94.937
341.08,0,0.244646,1.782058,-1.217804,17.406,-97.925
341.09,0,0.298129,1.696726,-1.270853,16.497,-101.724
341.1,0,0.324653,1.608438,-1.297505,13.544,-106.007
341.11,0,0.343203,1.538572,-1.292307,9.339,-110.252
341.12,0,0.359077,1.474566,-1.258801,4.547,-114.215
341.13,0,0.351637,1.421389,-1.208606,-0.19,-118.051
341.14,0,0.317009,1.363677,-1.161722,-4.026,-121.679
341.15,0,0.254889,1.346172,-1.110151,-6.262,-124.791
341.16,0,0.171646,1.440779,-1.044285,-6.796,-127.426
341.17,0,0.088785,1.566702,-0.9787,-6.051,-130.019
341.18,0,0.023709,1.579543,-0.913573,-4.583,-132.62
341.19,0,-0.025875,1.471304,-0.8513,-3.109,-134.952
341.2,0,-0.070898,1.322017,-0.806582,-2.216,-136.805
341.21,0,-0.109475,1.172526,-0.778197,-1.933,-138.027
341.22,0,-0.139516,1.064159,-0.74673,-2.1,-138.593
341.23,0,-0.167799,1.012996,-0.709758,-2.766,-138.756
341.24,0,-0.197916,0.982598,-0.681883,-3.828,-138.743
341.25,0,-0.231244,0.923663,-0.663767,-5.039,-138.535
341.26,0,-0.264444,0.842254,-0.643994,-5.989,-138.049
341.27,0,-0.294179,0.721989,-0.630184,-6.177,-137.224
341.28,0,-0.31464,0.500593,-0.629292,-5.128,-135.677
341.29,0,-0.320042,0.182118,-0.624578,-2.705,-132.839
341.3,0,-0.3006,-0.121323,-0.59385,0.811,-128.555
341.31,0,-0.254558,-0.280828,-0.539501,4.667,-123.48
341.32,0,-0.214019,-0.290765,-0.492796,7.537,-118.544
341.33,0,-0.211038,-0.211752,-0.498019,8.276,-114.258
341.34,0,-0.218606,-0.071255,-0.599251,7.174,-110.586
341.35,0,-0.202375,0.1201,-0.755877,5.657,-107.603
341.36,0,-0.15939,0.29609,-0.878512,4.642,-105.459
341.37,0,-0.090543,0.358363,-1.004562,2.977,-103.989
341.38,0,-0.017951,0.333036,-1.211689,-1.399,-102.656
341.39,0,0.01739,0.331457,-1.406916,-8.636,-101.094
341.4,0,0.018944,0.400253,-1.457647,-16.351,-99.45
341.41,0,0.039328,0.505205,-1.401744,-21.382,-98.032
341.42,0,0.103156,0.630796,-1.373181,-22.039,-96.832
341.43,0,0.185558,0.802429,-1.433339,-18.753,-95.908
341.44,0,0.243576,0.976152,-1.522621,-13.177,-95.555
341.45,0,0.251296,1.081002,-1.54698,-6.949,-95.598
341.46,0,0.217536,1.118508,-1.486924,-0.954,-95.408
341.47,0,0.164512,1.118687,-1.39173,4.134,-94.707
341.48,0,0.098799,1.082632,-1.296155,7.426,-93.649
341.49,0,0.018919,1.009097,-1.19133,7.985,-92.405
341.5,0,-0.058286,0.931026,-1.073944,5.596,-91.054
341.51,0,-0.104226,0.885596,-0.968023,1.572,-89.704
341.52,0,-0.112838,0.856294,-0.889443,-2.105,-88.295
341.53,0,-0.111946,0.797027,-0.833948,-4.634,-86.274
341.54,0,-0.126343,0.741583,-0.782325,-6.654,-83.256
341.55,0,-0.155492,0.781739,-0.725505,-8.345,-79.758
341.56,0,-0.180309,0.900094,-0.67057,-8.59,-76.525
341.57,0,-0.187673,0.955768,-0.613877,-6.882,-73.443
341.58,0,-0.185915,0.89673,-0.548291,-4.264,-70.17
341.59,0,-0.18194,0.862103,-0.500211,-1.555,-66.985
341.6,0,-0.164588,0.963284,-0.500848,1.625,-64.451
341.61,0,-0.129069,1.121897,-0.535271,5.597,-62.847
341.62,0,-0.089524,1.176756,-0.582638,9.469,-62.017
341.63,0,-0.055814,1.125847,-0.652199,11.81,-61.768
341.64,0,-0.026436,1.056515,-0.750093,11.913,-61.964
341.65,0,-0.002459,1.00102,-0.856752,9.724,-62.412
341.66,0,0.018511,0.952379,-0.949576,5.503,-62.958
341.67,0,0.036678,0.928963,-1.018066,-0.056,-63.618
341.68,0,0.049571,0.967794,-1.059369,-5.691,-64.503
341.69,0,0.063025,1.042068,-1.077944,-10.178,-65.63
341.7,0,0.080275,1.1539,-1.103934,-13.212,-67.053
341.71,0,0.100608,1.300385,-1.149976,-15.228,-68.906
341.72,0,0.113857,1.425084,-1.152091,-16.311,-71.071
341.73,0,0.115004,1.468068,-1.069689,-16.186,-72.995
341.74,0,0.123081,1.487408,-0.988433,-14.778,-74.081
341.75,0,0.148204,1.648187,-1.003925,-11.849,-74.504
341.76,0,0.18831,1.905891,-1.089283,-7.06,-74.925
341.77,0,0.247041,2.052834,-1.156499,-1.181,-75.643
341.78,0,0.315634,2.029851,-1.181597,4.026,-76.436
341.79,0,0.380098,1.94536,-1.192426,7.589,-77.087
341.8,0,0.435925,1.857301,-1.192477,9.382,-77.67
341.81,0,0.478425,1.743737,-1.170717,9.154,-78.457
341.82,0,0.512441,1.613508,-1.124624,7.033,-79.621
341.83,0,0.560955,1.527743,-1.076925,4.095,-81.234
341.84,0,0.641064,1.530469,-1.053178,1.877,-83.243
341.85,0,0.727161,1.592946,-1.038578,1.531,-85.384
341.86,0,0.782249,1.624694,-1.015951,3.289,-87.359
341.87,0,0.809156,1.588334,-0.990089,6.289,-89.121
341.88,0,0.824418,1.529654,-0.970087,9.426,-90.797
341.89,0,0.838152,1.436193,-0.942034,11.95,-92.438
341.9,0,0.86353,1.28102,-0.898539,13.513,-93.985
341.91,0,0.900578,1.109616,-0.86116,14.065,-95.334
341.92,0,0.934211,0.967972,-0.847019,13.887,-96.443
341.93,0,0.950952,0.859326,-0.849006,13.469,-97.283
341.94,0,0.947002,0.782911,-0.848115,12.976,-97.976
341.95,0,0.933957,0.723059,-0.838075,12.259,-98.702
341.96,0,0.92458,0.645854,-0.822736,11.189,-99.522
341.97,0,0.928759,0.53229,-0.807168,9.636,-100.318
341.98,0,0.947334,0.414343,-0.792772,7.729,-100.899
341.99,0,0.962826,0.341496,-0.792288,6.059,-100.985
342,0,0.960227,0.311404,-0.780644,4.608,-100.452
342.01,0,0.942365,0.267018,-0.744768,2.257,-99.404
342.02,0,0.919484,0.20291,-0.712,-1.584,-97.975
342.03,0,0.901342,0.198655,-0.700662,-6.119,-96.143
342.04,0,0.885239,0.266712,-0.716994,-10.045,-93.96
342.05,0,0.865849,0.338489,-0.743213,-12.531,-91.55
342.06,0,0.848548,0.397577,-0.77384,-12.921,-88.876
342.07,0,0.839732,0.482273,-0.823144,-10.982,-85.858
342.08,0,0.841719,0.630362,-0.912069,-7.112,-82.756
342.09,0,0.86223,0.835349,-1.035673,-1.989,-80.075
342.1,0,0.904553,1.005377,-1.16585,2.94,-78.24
342.11,0,0.947028,1.066249,-1.278828,6.065,-77.33
342.12,0,0.964584,1.03501,-1.364976,7.045,-77.161
342.13,0,0.954774,0.974113,-1.428269,6.771,-77.491
342.14,0,0.935027,0.92593,-1.476451,5.727,-78.135
342.15,0,0.924631,0.877952,-1.504709,3.81,-78.979
342.16,0,0.920427,0.815271,-1.497269,1.33,-79.859
342.17,0,0.909368,0.758935,-1.456093,-0.977,-80.639
342.18,0,0.891991,0.726651,-1.393871,-2.353,-81.238
342.19,0,0.867097,0.694572,-1.310984,-2.429,-81.61
342.2,0,0.833769,0.655893,-1.206516,-1.402,-81.675
342.21,0,0.795575,0.628018,-1.097615,-0.003,-81.383
342.22,0,0.748029,0.591964,-0.991643,1.225,-80.706
342.23,0,0.687438,0.528442,-0.879684,2.084,-79.603
342.24,0,0.62096,0.448155,-0.772261,2.432,-78.057
342.25,0,0.553999,0.369294,-0.690954,2.224,-76.138
342.26,0,0.488439,0.296141,-0.640045,1.644,-73.964
342.27,0,0.430141,0.237002,-0.608959,0.967,-71.548
342.28,0,0.388455,0.218682,-0.600067,0.19,-68.939
342.29,0,0.362007,0.252978,-0.63184,-0.918,-66.35
342.3,0,0.337928,0.34914,-0.711338,-2.399,-64.059
342.31,0,0.301696,0.514327,-0.823552,-4.254,-62.327
342.32,0,0.241359,0.751367,-0.937346,-6.544,-61.433
342.33,0,0.161479,1.016818,-1.011161,-9.136,-61.514
342.34,0,0.083027,1.240303,-1.014193,-11.657,-62.466
342.35,0,0.029366,1.388214,-0.974342,-13.383,-63.954
342.36,0,0.013797,1.496733,-0.947767,-13.746,-65.69
342.37,0,0.032984,1.604208,-0.949066,-12.62,-67.545
342.38,0,0.072809,1.706052,-0.974215,-10.075,-69.432
342.39,0,0.12224,1.787027,-1.011645,-5.994,-71.154
342.4,0,0.167493,1.822342,-1.022067,-0.559,-72.654
342.41,0,0.186756,1.767025,-0.976126,5.02,-73.973
342.42,0,0.17399,1.587952,-0.904757,8.806,-75.158
342.43,0,0.148739,1.32854,-0.867811,9.443,-76.142
342.44,0,0.134827,1.089563,-0.892883,6.903,-76.754
342.45,0,0.136458,0.963055,-0.972992,2.534,-77.064
342.46,0,0.132509,0.965475,-1.099857,-1.648,-77.215
342.47,0,0.069013,1.077409,-1.225193,-4.08,-77.372
342.48,0,-0.068044,1.238315,-1.250444,-4.353,-77.741
342.49,0,-0.198196,1.321125,-1.152167,-2.976,-78.365
342.5,0,-0.242098,1.267999,-1.01962,-0.748,-78.832
342.51,0,-0.216465,1.156958,-0.932199,1.625,-78.739
342.52,0,-0.193992,1.074785,-0.894768,3.972,-78.211
342.53,0,-0.205866,1.002574,-0.8898,6.556,-77.554
342.54,0,-0.238506,0.874232,-0.914515,9.265,-76.692
342.55,0,-0.283707,0.685221,-0.953882,11.41,-75.526
342.56,0,-0.346719,0.479674,-0.973094,12.626,-74.116
342.57,0,-0.425325,0.275452,-0.952073,13.246,-72.549
342.58,0,-0.496363,0.046081,-0.909547,13.438,-70.674
342.59,0,-0.545922,-0.218173,-0.880423,12.924,-68.181
342.6,0,-0.57874,-0.482196,-0.869722,11.426,-64.991
342.61,0,-0.608552,-0.692712,-0.860039,9.069,-61.169
342.62,0,-0.650696,-0.810506,-0.846764,6.193,-56.868
342.63,0,-0.701324,-0.837719,-0.841006,2.924,-52.342
342.64,0,-0.748921,-0.778478,-0.851376,-0.641,-47.87
342.65,0,-0.785128,-0.62203,-0.870868,-3.973,-43.724
342.66,0,-0.801435,-0.375461,-0.892577,-6.385,-40.146
342.67,0,-0.794759,-0.084148,-0.922134,-7.517,-37.339
342.68,0,-0.768642,0.194502,-0.964507,-7.354,-35.41
342.69,0,-0.731798,0.413757,-1.009709,-6.03,-34.344
342.7,0,-0.695235,0.535297,-1.050553,-3.76,-33.885
342.71,0,-0.66764,0.558254,-1.098863,-0.954,-33.671
342.72,0,-0.652046,0.503829,-1.165111,1.797,-33.431
342.73,0,-0.640758,0.39373,-1.236328,4.04,-32.968
342.74,0,-0.626668,0.255501,-1.287211,5.509,-32.181
342.75,0,-0.626744,0.116991,-1.296155,5.97,-31.138
342.76,0,-0.6589,0.008166,-1.269095,5.56,-29.868
342.77,0,-0.705579,-0.045189,-1.228302,4.437,-28.441
342.78,0,-0.744131,-0.024397,-1.173927,2.789,-27.03
342.79,0,-0.770706,0.065624,-1.111297,1.028,-25.834
342.8,0,-0.784007,0.182934,-1.057331,-0.365,-25.001
342.81,0,-0.779293,0.304015,-1.025022,-1.153,-24.546
342.82,0,-0.761483,0.438625,-1.010651,-1.341,-24.494
342.83,0,-0.74329,0.588015,-0.992535,-1.151,-24.948
342.84,0,-0.726499,0.732308,-0.961144,-0.832,-25.976
342.85,0,-0.705758,0.837923,-0.925446,-0.541,-27.573
342.86,0,-0.692228,0.878716,-0.890208,-0.361,-29.559
342.87,0,-0.698904,0.843222,-0.861695,-0.242,-31.59
342.88,0,-0.712561,0.756259,-0.851733,-0.388,-33.407
342.89,0,-0.716434,0.695693,-0.856599,-1.102,-34.992
342.9,0,-0.705376,0.710726,-0.852905,-2.278,-36.532
342.91,0,-0.686444,0.77221,-0.830304,-3.346,-38.192
342.92,0,-0.666824,0.846127,-0.80276,-3.818,-39.974
342.93,0,-0.635713,0.929141,-0.78946,-3.705,-41.935
342.94,0,-0.587531,1.027876,-0.799142,-3.236,-44.171
342.95,0,-0.536112,1.13056,-0.82559,-2.602,-46.702
342.96,0,-0.492108,1.19077,-0.853797,-1.958,-49.548
342.97,0,-0.454219,1.205472,-0.870996,-1.282,-52.566
342.98,0,-0.415974,1.217778,-0.877569,-0.505,-55.683
342.99,0,-0.372377,1.242367,-0.881035,0.315,-58.942
343,0,-0.322641,1.252304,-0.895125,0.836,-62.308
343.01,0,-0.269846,1.25475,-0.932326,0.705,-65.705
343.02,0,-0.221791,1.273936,-0.978598,0.054,-69.181
343.03,0,-0.190731,1.295773,-1.014958,-0.551,-72.824
343.04,0,-0.180411,1.306372,-1.044005,-0.881,-76.592
343.05,0,-0.176334,1.298066,-1.072721,-1.359,-80.362
343.06,0,-0.15381,1.279389,-1.100621,-2.317,-84.079
343.07,0,-0.102188,1.271363,-1.123579,-3.546,-87.808
343.08,0,-0.036933,1.280867,-1.136395,-4.752,-91.623
343.09,0,0.028983,1.296231,-1.135351,-5.518,-95.478
343.1,0,0.081753,1.307876,-1.130586,-5.614,-99.318
343.11,0,0.09248,1.324259,-1.127554,-5.137,-103.081
343.12,0,0.053954,1.343624,-1.109208,-4.236,-106.754
343.13,0,-0.01209,1.362862,-1.056949,-2.672,-110.193
343.14,0,-0.084071,1.374327,-0.972126,0.106,-113.274
343.15,0,-0.148077,1.337203,-0.877468,4.299,-115.991
343.16,0,-0.187673,1.227155,-0.811067,8.643,-118.3
343.17,0,-0.20212,1.05542,-0.799448,10.833,-120.201
343.18,0,-0.209127,0.864243,-0.809181,9.321,-121.705
343.19,0,-0.208668,0.751724,-0.802837,4.46,-122.986
343.2,0,-0.193457,0.752514,-0.798301,-1.988,-124.411
343.21,0,-0.165505,0.794428,-0.820239,-8.285,-125.937
343.22,0,-0.116635,0.851503,-0.864702,-13.653,-127.329
343.23,0,-0.037443,0.981069,-0.911713,-17.425,-128.584
343.24,0,0.055304,1.191177,-0.949984,-18.638,-129.962
343.25,0,0.142191,1.399629,-0.976075,-16.834,-131.609
343.26,0,0.230428,1.564689,-0.984458,-12.49,-133.63
343.27,0,0.331202,1.70093,-0.986598,-6.497,-136.174
343.28,0,0.439696,1.788887,-0.99944,0.152,-139.305
343.29,0,0.553668,1.797066,-1.029481,6.348,-142.807
343.3,0,0.671564,1.741545,-1.088187,10.996,-146.608
343.31,0,0.77091,1.625076,-1.167532,13.519,-150.76
343.32,0,0.829871,1.441238,-1.227945,13.927,-155.097
343.33,0,0.848344,1.216428,-1.248584,12.201,-159.338
343.34,0,0.837107,0.993172,-1.23806,8.198,-163.156
343.35,0,0.814303,0.843452,-1.213014,2.417,-163.9
343.36,0,0.791498,0.831247,-1.174029,-3.765,-163.9
343.37,0,0.768158,0.941295,-1.111833,-8.933,-163.9
343.38,0,0.75152,1.12498,-1.044056,-12.031,-163.9
343.39,0,0.749558,1.329253,-0.987974,-12.536,-163.9
343.4,0,0.756743,1.491586,-0.943614,-10.562,-163.9
343.41,0,0.763266,1.573938,-0.910005,-6.878,-163.9
343.42,0,0.766706,1.572587,-0.893826,-2.692,-163.9
343.43,0,0.763903,1.509677,-0.881468,1.067,-163.9
343.44,0,0.744513,1.403935,-0.834661,3.967,-163.9
343.45,0,0.713682,1.253399,-0.757431,5.618,-163.9
343.46,0,0.696024,1.043291,-0.722345,5.647,-163.9
343.47,0,0.708739,0.797766,-0.771827,4.009,-163.9
343.48,0,0.75287,0.590257,-0.856497,0.995,-163.9
343.49,0,0.819602,0.460334,-0.899559,-2.848,-163.9
343.5,0,0.887583,0.390596,-0.876932,-6.545,-163.9
343.51,0,0.945576,0.384531,-0.830865,-8.97,-163.9
343.52,0,1.006855,0.435797,-0.811474,-9.555,-163.9
343.53,0,1.074836,0.492898,-0.829438,-8.363,-163.9
343.54,0,1.135274,0.506402,-0.86776,-5.635,-163.9
343.55,0,1.189929,0.478145,-0.913777,-1.662,-163.9
343.56,0,1.24308,0.437504,-0.968253,3.128,-163.9
343.57,0,1.276714,0.378697,-1.024156,8.055,-163.9
343.58,0,1.27442,0.285261,-1.067727,12.072,-163.9
343.59,0,1.241424,0.15009,-1.091933,14.198,-163.9
343.6,0,1.193725,-0.03306,-1.099118,13.856,-163.9
343.61,0,1.137262,-0.258584,-1.098991,10.909,-163.9
343.62,0,1.071217,-0.471546,-1.091627,6.087,-161.36
343.63,0,1.003492,-0.605239,-1.07058,0.755,-157.257
343.64,0,0.946544,-0.641217,-1.034985,-4,-152.43
343.65,0,0.904604,-0.589008,-0.987949,-7.552,-147.128
343.66,0,0.870231,-0.474348,-0.93704,-9.362,-141.598
343.67,0,0.838407,-0.342235,-0.890692,-9.09,-135.997
343.68,0,0.815908,-0.189125,-0.856294,-6.81,-130.523
343.69,0,0.807576,0.019709,-0.85158,-3.511,-125.471
343.7,0,0.802225,0.257463,-0.8845,-0.772,-121.236
343.71,0,0.794224,0.477151,-0.947971,0.476,-117.949
343.72,0,0.793511,0.655741,-1.024691,0.192,-115.598
343.73,0,0.800289,0.781816,-1.096468,-1.201,-114.033
343.74,0,0.802021,0.84307,-1.163786,-3.052,-113.046
343.75,0,0.783191,0.846,-1.239691,-4.579,-112.334
343.76,0,0.726397,0.824367,-1.319851,-5.033,-111.504
343.77,0,0.623891,0.794607,-1.366658,-4.211,-110.422
343.78,0,0.494809,0.772821,-1.357816,-2.351,-109.179
343.79,0,0.38313,0.754552,-1.300385,0.076,-107.737
343.8,0,0.318258,0.701732,-1.208988,2.356,-106.044
343.81,0,0.291963,0.600449,-1.105386,3.908,-104.047
343.82,0,0.284752,0.471087,-1.010065,4.377,-101.711
343.83,0,0.286968,0.350541,-0.940225,3.753,-99.094
343.84,0,0.289466,0.251475,-0.903559,2.377,-96.232
343.85,0,0.284599,0.1652,-0.891787,0.711,-93.142
343.86,0,0.265438,0.097805,-0.888806,-0.906,-89.831
343.87,0,0.227855,0.056935,-0.877722,-2.401,-86.292
343.88,0,0.179315,0.050081,-0.851809,-3.715,-82.587
343.89,0,0.131846,0.077345,-0.819399,-4.538,-78.796
343.9,0,0.095282,0.150192,-0.788695,-4.46,-75.071
343.91,0,0.06779,0.274025,-0.770757,-3.273,-71.61
343.92,0,0.044475,0.401654,-0.787854,-1.478,-68.634
343.93,0,0.025263,0.479342,-0.857695,-0.116,-66.328
343.94,0,-0.006128,0.49807,-0.97317,0.23,-64.439
343.95,0,-0.081345,0.515065,-1.093385,-0.193,-62.687
343.96,0,-0.200235,0.578995,-1.169112,-0.705,-61.12
343.97,0,-0.323838,0.668608,-1.179737,-0.629,-59.943
343.98,0,-0.418394,0.749329,-1.141542,0.455,-59.265
343.99,0,-0.478502,0.776465,-1.088518,2.531,-58.982
344,0,-0.519932,0.723721,-1.040208,4.933,-58.84
344.01,0,-0.558509,0.610233,-1.006091,6.56,-58.635
344.02,0,-0.59599,0.476693,-0.98777,6.821,-58.166
344.03,0,-0.635637,0.355866,-0.972304,5.743,-57.364
344.04,0,-0.681195,0.258762,-0.9482,3.651,-56.262
344.05,0,-0.726753,0.195597,-0.907891,0.967,-54.946
344.06,0,-0.76026,0.184615,-0.854077,-1.85,-53.555
344.07,0,-0.775751,0.246226,-0.806327,-4.151,-52.247
344.08,0,-0.775446,0.374339,-0.78416,-5.301,-51.162
344.09,0,-0.763266,0.526557,-0.784873,-5.224,-50.507
344.1,0,-0.732053,0.656836,-0.80248,-4.22,-50.327
344.11,0,-0.675335,0.750042,-0.839757,-2.585,-50.546
344.12,0,-0.603914,0.804544,-0.88687,-0.679,-51.109
344.13,0,-0.537488,0.824698,-0.926848,0.998,-51.971
344.14,0,-0.498376,0.823424,-0.960609,2.168,-53.019
344.15,0,-0.492133,0.803474,-0.990293,2.584,-54.207
344.16,0,-0.500669,0.779268,-1.005657,2.019,-55.57
344.17,0,-0.501969,0.786224,-0.998574,0.837,-57.114
344.18,0,-0.487598,0.822303,-0.980305,-0.148,-58.762
344.19,0,-0.468463,0.853924,-0.972661,-0.566,-60.427
344.2,0,-0.452639,0.855784,-0.982751,-0.705,-62.136
344.21,0,-0.440078,0.820137,-1.004664,-0.769,-63.892
344.22,0,-0.436256,0.783752,-1.024538,-0.68,-65.565
344.23,0,-0.438447,0.779369,-1.030551,-0.275,-67.135
344.24,0,-0.434396,0.777968,-1.02571,0.404,-68.689
344.25,0,-0.42293,0.741583,-1.026908,1.142,-70.152
344.26,0,-0.405986,0.665754,-1.047521,1.862,-71.356
344.27,0,-0.390162,0.585747,-1.090429,2.485,-72.237
344.28,0,-0.388226,0.540265,-1.150868,2.761,-72.904
344.29,0,-0.405425,0.523983,-1.19184,2.432,-73.486
344.3,0,-0.437683,0.519219,-1.171481,1.5,-74.072
344.31,0,-0.473329,0.516034,-1.097258,0.306,-74.638
344.32,0,-0.504338,0.514989,-1.015595,-0.756,-75.15
344.33,0,-0.529767,0.522225,-0.956277,-1.52,-75.642
344.34,0,-0.552776,0.546177,-0.9137,-1.996,-76.224
344.35,0,-0.574332,0.581976,-0.884551,-2.148,-76.893
344.36,0,-0.585925,0.612781,-0.863657,-1.917,-77.534
344.37,0,-0.582766,0.6403,-0.835196,-1.375,-78.152
344.38,0,-0.57265,0.661932,-0.807143,-0.583,-78.811
344.39,0,-0.556267,0.666799,-0.795447,0.257,-79.505
344.4,0,-0.528162,0.653753,-0.792874,1.029,-80.149
344.41,0,-0.497051,0.625674,-0.797613,1.816,-80.723
344.42,0,-0.461659,0.573924,-0.842483,2.559,-81.171
344.43,0,-0.417273,0.512084,-0.941142,2.905,-81.467
344.44,0,-0.377321,0.462679,-1.052362,2.563,-81.688
344.45,0,-0.343356,0.437988,-1.137567,1.493,-81.954
344.46,0,-0.314971,0.438294,-1.186107,-0.106,-82.29
344.47,0,-0.310741,0.462577,-1.203484,-1.841,-82.74
344.48,0,-0.334183,0.531882,-1.194057,-3.074,-83.371
344.49,0,-0.364326,0.644886,-1.156881,-3.083,-84.189
344.5,0,-0.392023,0.754476,-1.105004,-1.678,-85.1
344.51,0,-0.416076,0.812493,-1.058503,0.396,-86.113
344.52,0,-0.429809,0.812086,-1.023493,2.174,-87.192
344.53,0,-0.443594,0.76719,-0.97131,2.99,-88.282
344.54,0,-0.482553,0.706522,-0.86511,2.842,-89.34
344.55,0,-0.544775,0.658034,-0.742857,2.303,-90.234
344.56,0,-0.58274,0.599506,-0.68224,1.849,-90.749
344.57,0,-0.55405,0.483878,-0.703006,1.197,-90.647
344.58,0,-0.459825,0.293466,-0.75845,-0.245,-89.624
344.59,0,-0.323991,0.051533,-0.792976,-2.538,-87.356
344.6,0,-0.173481,-0.178755,-0.783727,-5.134,-83.538
344.61,0,-0.032423,-0.297568,-0.746577,-7.084,-78.266
344.62,0,0.074924,-0.237945,-0.735162,-7.304,-72.287
344.63,0,0.134292,-0.044654,-0.786886,-5.21,-66.57
344.64,0,0.152612,0.161148,-0.883481,-1.339,-61.729
344.65,0,0.147797,0.302944,-0.987618,3.116,-57.892
344.66,0,0.138726,0.37941,-1.072848,6.896,-54.981
344.67,0,0.134038,0.408916,-1.127987,9.171,-52.903
344.68,0,0.132305,0.401272,-1.14702,9.672,-51.468
344.69,0,0.12726,0.365498,-1.117132,8.604,-50.509
344.7,0,0.109245,0.31041,-1.035087,6.394,-49.767
344.71,0,0.076708,0.255068,-0.918847,3.526,-48.965
344.72,0,0.046081,0.208898,-0.839885,0.454,-47.892
344.73,0,0.050692,0.172258,-0.9084,-2.537,-46.389
344.74,0,0.0896,0.142268,-1.155505,-5.31,-44.222
344.75,0,0.080835,0.140076,-1.482949,-7.851,-41.388
344.76,0,-0.042768,0.248596,-1.743176,-9.546,-38.299
344.77,0,-0.249386,0.496363,-1.851644,-9.129,-35.787
344.78,0,-0.449735,0.794046,-1.819743,-5.446,-34.439
344.79,0,-0.576727,0.982369,-1.697822,0.802,-34.288
344.8,0,-0.640096,0.951512,-1.536253,7.045,-34.865
344.81,0,-0.697222,0.7279,-1.375551,11.194,-35.477
344.82,0,-0.779752,0.415311,-1.242647,12.593,-35.415
344.83,0,-0.866868,0.112787,-1.139708,11.252,-34.226
344.84,0,-0.919076,-0.104328,-1.044667,7.403,-31.996
344.85,0,-0.933804,-0.194221,-0.938008,1.983,-29.078
344.86,0,-0.934288,-0.151695,-0.813029,-3.623,-25.898
344.87,0,-0.921599,0.001618,-0.673118,-8.22,-22.959
344.88,0,-0.89087,0.220568,-0.544189,-11.194,-20.665
344.89,0,-0.852675,0.466552,-0.459672,-12.168,-19.215
344.9,0,-0.816214,0.696942,-0.432077,-10.96,-18.6
344.91,0,-0.778478,0.871785,-0.453149,-7.898,-18.702
344.92,0,-0.727314,0.986165,-0.506402,-3.611,-19.498
344.93,0,-0.651817,1.052515,-0.577619,1.106,-20.997
344.94,0,-0.557999,1.054604,-0.652199,5.104,-23.057
344.95,0,-0.457863,0.966749,-0.719313,7.409,-25.426
344.96,0,-0.354108,0.826431,-0.780567,7.695,-27.858
344.97,0,-0.263807,0.726065,-0.842152,6.438,-30.349
344.98,0,-0.223319,0.719823,-0.901826,4.934,-32.986
344.99,0,-0.243321,0.775675,-0.939129,4.479,-35.68
345,0,-0.31041,0.796772,-0.94183,5.1,-38.292
345.01,0,-0.423006,0.698241,-0.930619,5.689,-40.578
345.02,0,-0.5501,0.524111,-0.941091,5.247,-42.284
345.03,0,-0.649982,0.371791,-0.98349,3.454,-43.44
345.04,0,-0.735901,0.269336,-1.023952,0.6,-44.266
345.05,0,-0.822762,0.202604,-1.028972,-2.506,-44.744
345.06,0,-0.895303,0.18431,-0.998854,-4.774,-44.837
345.07,0,-0.947588,0.197432,-0.963972,-5.657,-44.604
345.08,0,-0.983006,0.189176,-0.956379,-5.595,-44.053
345.09,0,-0.992204,0.153377,-1.000842,-5.606,-43.114
345.1,0,-0.963437,0.134675,-1.104036,-6.18,-41.846
