xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[?/s],MM5_yawRate[?/s]
20.47,0,0.102926,0.562382,-0.962876,-1.387,-10.693
20.48,0,0.132713,0.60473,-1.063038,-0.221,-12.062
20.49,0,0.166015,0.652301,-1.156117,0.675,-13.646
20.5,0,0.182679,0.668506,-1.186769,0.847,-15.428
20.51,0,0.184029,0.63686,-1.165978,0.169,-17.135
20.52,0,0.184361,0.590817,-1.138714,-0.781,-18.514
20.53,0,0.192922,0.565516,-1.139249,-1.067,-19.579
20.54,0,0.208541,0.553031,-1.185495,-0.388,-20.478
20.55,0,0.229001,0.512976,-1.274217,0.72,-21.231
20.56,0,0.249003,0.436867,-1.367652,1.651,-21.766
20.57,0,0.261208,0.363383,-1.40977,2.34,-21.973
20.58,0,0.269082,0.33375,-1.366862,2.977,-21.92
20.59,0,0.278764,0.339457,-1.253629,3.496,-21.795
20.6,0,0.284905,0.336196,-1.122203,3.568,-21.667
20.61,0,0.279426,0.309493,-1.025481,2.981,-21.549
20.62,0,0.259323,0.285389,-0.979031,1.693,-21.454
20.63,0,0.224797,0.289032,-0.956634,-0.252,-21.471
20.64,0,0.181762,0.333622,-0.921803,-2.471,-21.733
20.65,0,0.143898,0.436587,-0.857619,-3.98,-22.311
20.66,0,0.119718,0.60501,-0.784007,-3.583,-23.174
20.67,0,0.106697,0.787625,-0.732869,-1.08,-24.283
20.68,0,0.10257,0.880907,-0.714854,2.099,-25.605
20.69,0,0.10787,0.843324,-0.73878,3.891,-27.071
20.7,0,0.123234,0.74064,-0.816978,3.166,-28.599
20.71,0,0.144637,0.650084,-0.93044,0.265,-30.103
20.72,0,0.164639,0.603252,-1.034271,-3.351,-31.535
20.73,0,0.181176,0.621623,-1.098328,-5.893,-32.893
20.74,0,0.200413,0.706344,-1.120521,-6.232,-34.172
20.75,0,0.224721,0.794836,-1.122381,-4.533,-35.351
20.76,0,0.247576,0.819653,-1.128165,-2.15,-36.408
20.77,0,0.264673,0.786759,-1.14302,-0.426,-37.356
20.78,0,0.272674,0.754297,-1.158359,0.384,-38.215
20.79,0,0.267604,0.743519,-1.165544,0.721,-38.974
20.8,0,0.249589,0.703592,-1.156346,0.605,-39.578
20.81,0,0.224033,0.59999,-1.13158,-0.213,-39.898
20.82,0,0.201381,0.485942,-1.113769,-1.472,-39.853
20.83,0,0.19068,0.440587,-1.111297,-2.565,-39.625
20.84,0,0.190654,0.477228,-1.096748,-3.001,-39.45
20.85,0,0.193763,0.549973,-1.054069,-2.508,-39.373
20.86,0,0.198808,0.60608,-0.999873,-1.337,-39.364
20.87,0,0.205178,0.618896,-0.958468,-0.24,-39.43
20.88,0,0.207573,0.601086,-0.935817,0.163,-39.554
20.89,0,0.201509,0.583454,-0.919892,-0.193,-39.718
20.9,0,0.189202,0.584651,-0.897393,-1.015,-39.898
20.91,0,0.176309,0.606207,-0.865619,-1.866,-40.129
20.92,0,0.166066,0.637624,-0.829896,-2.33,-40.505
20.93,0,0.156995,0.657091,-0.7876,-2.313,-41.045
20.94,0,0.141172,0.652785,-0.72869,-2.1,-41.672
20.95,0,0.119004,0.649574,-0.6589,-1.851,-42.173
20.96,0,0.1042,0.676201,-0.611354,-1.427,-42.377
20.97,0,0.107309,0.727951,-0.618361,-0.678,-42.348
20.98,0,0.12754,0.788109,-0.687565,0.31,-42.325
20.99,0,0.161123,0.835553,-0.804773,1.135,-42.527
21,0,0.201891,0.833642,-0.944735,1.243,-42.976
21.01,0,0.23983,0.776694,-1.083295,0.49,-43.532
21.02,0,0.270356,0.710293,-1.198414,-0.612,-44.081
21.03,0,0.291377,0.665143,-1.269936,-1.378,-44.631
21.04,0,0.300345,0.636707,-1.285479,-1.539,-45.14
21.05,0,0.298893,0.63393,-1.249883,-1.373,-45.564
21.06,0,0.291937,0.669805,-1.185215,-1.243,-45.981
21.07,0,0.285414,0.717453,-1.121846,-1.239,-46.473
21.08,0,0.283274,0.741099,-1.079269,-1.213,-47.012
21.09,0,0.281592,0.746424,-1.051521,-0.783,-47.557
21.1,0,0.27535,0.751291,-1.020512,0.241,-48.063
21.11,0,0.266967,0.751291,-0.983847,1.333,-48.465
21.12,0,0.259832,0.751698,-0.944811,1.599,-48.773
21.13,0,0.251781,0.774146,-0.900986,0.642,-49.092
21.14,0,0.244672,0.837923,-0.866689,-0.873,-49.56
21.15,0,0.246965,0.928122,-0.869034,-1.612,-50.206
21.16,0,0.25652,0.990369,-0.905954,-0.724,-51.063
21.17,0,0.269566,1.00209,-0.946416,1.096,-52.114
21.18,0,0.29181,1.001886,-0.980967,2.207,-53.283
21.19,0,0.318283,1.013047,-1.017353,1.813,-54.494
21.2,0,0.339253,1.019952,-1.05305,0.406,-55.727
21.21,0,0.356427,1.028054,-1.08248,-0.941,-56.981
21.22,0,0.369804,1.032539,-1.100061,-1.521,-58.223
21.23,0,0.37332,1.000867,-1.093742,-1.377,-59.33
21.24,0,0.364912,0.928886,-1.055369,-0.898,-60.166
21.25,0,0.345955,0.834636,-1.004332,-0.497,-60.711
21.26,0,0.321876,0.729938,-0.961934,-0.534,-60.951
21.27,0,0.301314,0.639026,-0.920172,-1,-60.803
21.28,0,0.282306,0.588626,-0.876346,-1.375,-60.255
21.29,0,0.260597,0.561694,-0.848038,-1.138,-59.381
21.3,0,0.241028,0.514964,-0.840496,-0.182,-58.229
21.31,0,0.226989,0.443976,-0.84865,1.294,-56.777
21.32,0,0.220338,0.366848,-0.876244,2.721,-55.095
21.33,0,0.2183,0.283733,-0.919408,3.58,-53.294
21.34,0,0.215879,0.19361,-0.958392,3.885,-51.369
21.35,0,0.211624,0.110061,-0.979617,4.094,-49.24
21.36,0,0.202528,0.037112,-0.988993,4.56,-46.847
21.37,0,0.191062,-0.046259,-1.004511,5.019,-44.219
21.38,0,0.182985,-0.15488,-1.027774,4.982,-41.446
21.39,0,0.173481,-0.274178,-1.03501,4.281,-38.574
21.4,0,0.156664,-0.375613,-1.000409,3.055,-35.58
21.41,0,0.133706,-0.426573,-0.929727,1.748,-32.515
21.42,0,0.114749,-0.38629,-0.875429,1.307,-29.422
21.43,0,0.114851,-0.247831,-0.878563,2.539,-26.374
21.44,0,0.130394,-0.071586,-0.912961,4.997,-23.736
21.45,0,0.14423,0.047686,-0.941881,7.152,-21.856
21.46,0,0.157683,0.061063,-0.990242,7.667,-20.712
21.47,0,0.179341,-0.010612,-1.084289,6.354,-19.931
21.48,0,0.197508,-0.130037,-1.178437,3.904,-19.09
21.49,0,0.199852,-0.258915,-1.222085,1.222,-18.033
21.5,0,0.191036,-0.367052,-1.222441,-0.961,-16.744
21.51,0,0.178577,-0.437759,-1.199484,-2.279,-15.224
21.52,0,0.164078,-0.464335,-1.153059,-2.679,-13.539
21.53,0,0.146676,-0.447645,-1.080314,-2.2,-11.804
21.54,0,0.13047,-0.40252,-0.999033,-1.048,-10.096
21.55,0,0.123056,-0.368071,-0.951742,0.139,-8.403
21.56,0,0.127336,-0.368224,-0.966163,0.64,-6.753
21.57,0,0.138165,-0.394876,-1.014677,0.237,-5.106
21.58,0,0.149733,-0.426522,-1.042501,-0.755,-3.381
21.59,0,0.15911,-0.435084,-1.033787,-1.617,-1.667
21.6,0,0.16283,-0.414267,-1.014499,-1.651,-0.065
21.61,0,0.160843,-0.390876,-1.002294,-0.754,1.404
21.62,0,0.156562,-0.400584,-0.992153,0.478,2.759
21.63,0,0.150829,-0.461557,-0.973756,1.171,4.107
21.64,0,0.146166,-0.548597,-0.939944,0.876,5.552
21.65,0,0.142803,-0.591607,-0.897826,0.212,7.107
21.66,0,0.137656,-0.541335,-0.870639,0.482,8.744
21.67,0,0.132815,-0.428026,-0.868626,2.339,10.334
21.68,0,0.136178,-0.331431,-0.884959,5.076,11.748
21.69,0,0.146854,-0.325112,-0.915254,7.094,12.892
21.7,0,0.151874,-0.423057,-0.946162,7.259,13.837
21.71,0,0.146191,-0.568421,-0.962341,5.626,14.774
21.72,0,0.139083,-0.693043,-0.970189,3.082,15.847
21.73,0,0.138191,-0.774554,-0.979031,0.529,17.136
21.74,0,0.143338,-0.821182,-0.995262,-1.468,18.665
21.75,0,0.155899,-0.833056,-1.028309,-2.579,20.338
21.76,0,0.174372,-0.811398,-1.070631,-2.73,21.986
21.77,0,0.19361,-0.780185,-1.096901,-2.163,23.563
21.78,0,0.209509,-0.764209,-1.088518,-1.323,25.133
21.79,0,0.218096,-0.76691,-1.051904,-0.531,26.755
21.8,0,0.215726,-0.788237,-1.00502,0.059,28.465
21.81,0,0.205942,-0.82317,-0.95908,0.348,30.314
21.82,0,0.200056,-0.856574,-0.925472,0.359,32.238
21.83,0,0.203471,-0.886666,-0.910566,0.25,34.177
21.84,0,0.213815,-0.924504,-0.909725,0.251,36.197
21.85,0,0.227753,-0.960787,-0.915611,0.627,38.378
21.86,0,0.241971,-0.974292,-0.924733,1.56,40.714
21.87,0,0.257717,-0.976177,-0.940123,2.879,43.104
21.88,0,0.276394,-0.992535,-0.965475,4.075,45.422
21.89,0,0.295148,-1.024232,-1.002421,4.729,47.623
21.9,0,0.315073,-1.057917,-1.040157,4.786,49.676
21.91,0,0.334998,-1.077358,-1.058605,4.519,51.526
21.92,0,0.344783,-1.076262,-1.052693,4.223,53.181
21.93,0,0.34277,-1.062784,-1.036768,3.923,54.727
21.94,0,0.339865,-1.059726,-1.023519,3.384,56.277
21.95,0,0.34198,-1.071778,-1.011263,2.504,57.811
21.96,0,0.346948,-1.068083,-1.000128,1.389,59.195
21.97,0,0.356478,-1.042731,-0.993758,0.159,60.327
21.98,0,0.371842,-1.021939,-0.988841,-0.942,61.29
21.99,0,0.389602,-1.018856,-0.986573,-1.508,62.257
22,0,0.40726,-1.029863,-0.990191,-1.308,63.318
22.01,0,0.416611,-1.027443,-0.998141,-0.53,64.447
22.02,0,0.417044,-0.999975,-1.012359,0.453,65.535
22.03,0,0.418496,-0.995746,-1.029252,1.269,66.534
22.04,0,0.423337,-1.040794,-1.031163,1.569,67.583
22.05,0,0.431695,-1.092187,-1.013378,1.291,68.832
22.06,0,0.440282,-1.104724,-0.990446,0.609,70.216
22.07,0,0.441989,-1.07588,-0.962341,-0.195,71.545
22.08,0,0.440052,-1.035443,-0.926822,-0.74,72.76
22.09,0,0.44018,-0.983974,-0.903024,-0.764,73.833
22.1,0,0.440282,-0.905827,-0.903635,-0.338,74.613
22.11,0,0.441887,-0.856701,-0.927408,0.169,75.033
22.12,0,0.446677,-0.876321,-0.975336,0.556,75.247
22.13,0,0.449633,-0.922847,-1.032564,0.732,75.492
22.14,0,0.45027,-0.945881,-1.068797,0.442,75.793
22.15,0,0.449353,-0.904145,-1.075575,-0.307,75.966
22.16,0,0.443441,-0.794861,-1.068313,-1.037,75.772
22.17,0,0.430727,-0.673424,-1.062274,-1.285,75.092
22.18,0,0.41577,-0.593366,-1.053229,-0.997,74.002
22.19,0,0.401883,-0.564548,-1.028003,-0.304,72.736
22.2,0,0.381474,-0.559171,-0.99307,0.366,71.482
22.21,0,0.354159,-0.559426,-0.971489,0.464,70.336
22.22,0,0.335686,-0.578281,-0.967488,-0.004,69.363
22.23,0,0.330208,-0.61217,-0.964533,-0.587,68.609
22.24,0,0.326208,-0.627891,-0.956379,-1.033,68.06
22.25,0,0.317952,-0.61352,-0.946162,-1.362,67.66
22.26,0,0.308856,-0.593034,-0.9336,-1.63,67.361
22.27,0,0.301925,-0.579683,-0.913216,-1.79,67.138
22.28,0,0.2953,-0.558891,-0.887889,-1.671,66.934
22.29,0,0.289695,-0.526557,-0.875837,-1.244,66.682
22.3,0,0.290001,-0.495217,-0.898055,-0.703,66.351
22.31,0,0.296014,-0.476081,-0.957602,-0.26,65.953
22.32,0,0.302664,-0.477508,-1.026806,-0.068,65.578
22.33,0,0.306588,-0.480897,-1.071065,-0.166,65.23
22.34,0,0.306155,-0.452639,-1.081537,-0.508,64.811
22.35,0,0.302435,-0.396176,-1.071345,-1.016,64.241
22.36,0,0.298231,-0.346566,-1.052133,-1.408,63.481
22.37,0,0.292217,-0.32445,-1.029328,-1.337,62.548
22.38,0,0.280165,-0.32766,-1.003466,-0.651,61.562
22.39,0,0.260495,-0.349726,-0.968278,0.388,60.6
22.4,0,0.236442,-0.383945,-0.926669,1.175,59.698
22.41,0,0.216134,-0.408941,-0.895711,1.252,58.897
22.42,0,0.203292,-0.398469,-0.875378,0.646,58.142
22.43,0,0.188845,-0.347738,-0.84442,-0.251,57.345
22.44,0,0.162753,-0.273948,-0.787243,-1.096,56.427
22.45,0,0.131591,-0.180793,-0.727671,-1.761,55.324
22.46,0,0.114036,-0.07974,-0.730677,-2.331,53.935
22.47,0,0.114036,-0.012549,-0.826992,-2.825,52.275
22.48,0,0.108736,0.005313,-0.965093,-3.131,50.534
22.49,0,0.086517,0.001108,-1.067421,-3.239,48.841
22.5,0,0.070134,0.007351,-1.110304,-3.273,47.167
22.51,0,0.082721,0.023403,-1.124547,-3.276,45.463
22.52,0,0.119081,0.037468,-1.132166,-3.12,43.785
22.53,0,0.152765,0.065522,-1.128445,-2.666,42.192
22.54,0,0.163161,0.126674,-1.110686,-2.019,40.598
22.55,0,0.154039,0.212338,-1.09499,-1.4,38.807
22.56,0,0.140051,0.283834,-1.101233,-0.987,36.779
22.57,0,0.128406,0.312474,-1.123604,-0.88,34.609
22.58,0,0.119998,0.302995,-1.141746,-1.085,32.423
22.59,0,0.116303,0.27168,-1.156601,-1.551,30.337
22.6,0,0.114826,0.244264,-1.169315,-2.108,28.403
22.61,0,0.107487,0.242812,-1.152065,-2.534,26.563
22.62,0,0.09146,0.253844,-1.094404,-2.685,24.794
22.63,0,0.069853,0.268037,-1.043801,-2.476,23.152
22.64,0,0.044221,0.321392,-1.051419,-1.844,21.578
22.65,0,0.019021,0.412126,-1.10215,-1.007,19.885
22.66,0,0.006969,0.479878,-1.136242,-0.515,17.924
22.67,0,0.018435,0.500032,-1.118814,-0.7,15.764
22.68,0,0.048603,0.500083,-1.059599,-1.487,13.563
22.69,0,0.080988,0.501688,-0.997911,-2.572,11.392
22.7,0,0.103232,0.516696,-0.973196,-3.477,9.339
22.71,0,0.114291,0.579224,-0.983592,-3.622,7.369
22.72,0,0.117832,0.703261,-0.999313,-2.698,5.241
22.73,0,0.117832,0.835935,-1.00581,-0.974,2.752
22.74,0,0.11959,0.911942,-1.009301,0.851,-0.089
22.75,0,0.125323,0.925701,-1.015493,2.172,-3.132
22.76,0,0.124177,0.885188,-1.013607,2.44,-6.158
22.77,0,0.098544,0.77463,-0.984585,0.981,-9.036
22.78,0,0.053215,0.624833,-0.915968,-2.25,-11.63
22.79,0,0.011785,0.520416,-0.819526,-6.311,-13.792
22.8,0,-0.01288,0.508058,-0.732537,-9.932,-15.564
22.81,0,-0.018129,0.587352,-0.691158,-11.935,-17.141
22.82,0,-0.002102,0.744793,-0.706064,-11.448,-18.754
22.83,0,0.025416,0.923816,-0.752998,-8.503,-20.554
22.84,0,0.045393,1.044667,-0.796721,-4.304,-22.519
22.85,0,0.052043,1.063701,-0.834304,-0.514,-24.534
22.86,0,0.056782,0.993198,-0.891099,1.685,-26.507
22.87,0,0.069599,0.879124,-0.975209,2.147,-28.317
22.88,0,0.090823,0.758782,-1.059548,1.589,-29.878
22.89,0,0.113373,0.650186,-1.115119,1.019,-31.123
22.9,0,0.129859,0.570739,-1.139631,1.101,-32.027
22.91,0,0.14,0.512849,-1.139173,1.76,-32.677
22.92,0,0.145707,0.452996,-1.117769,2.552,-33.157
22.93,0,0.140688,0.39801,-1.087958,3.235,-33.502
22.94,0,0.119743,0.35765,-1.063064,3.737,-33.662
22.95,0,0.092301,0.325902,-1.043088,3.788,-33.573
22.96,0,0.072019,0.322539,-1.019238,3.242,-33.36
22.97,0,0.068172,0.367689,-0.98963,2.198,-33.288
22.98,0,0.08611,0.446117,-0.95722,0.795,-33.558
22.99,0,0.118877,0.561363,-0.920045,-0.529,-34.294
23,0,0.147822,0.71172,-0.884525,-1.131,-35.516
23.01,0,0.16046,0.831756,-0.864447,-0.969,-37.19
23.02,0,0.156766,0.856039,-0.863963,-0.613,-39.154
23.03,0,0.142701,0.807627,-0.876168,-0.386,-41.08
23.04,0,0.125706,0.767878,-0.893979,-0.125,-42.768
23.05,0,0.116329,0.760412,-0.913139,0.299,-44.315
23.06,0,0.121399,0.749354,-0.92644,0.477,-45.84
23.07,0,0.141529,0.722753,-0.93044,-0.207,-47.287
23.08,0,0.176156,0.714676,-0.932351,-1.786,-48.619
23.09,0,0.215242,0.753507,-0.94025,-3.44,-49.864
23.1,0,0.244977,0.825769,-0.956583,-4.124,-51.097
23.11,0,0.261565,0.898871,-0.991541,-3.508,-52.375
23.12,0,0.265132,0.936454,-1.054834,-2.178,-53.678
23.13,0,0.258303,0.916503,-1.120852,-0.987,-54.887
23.14,0,0.245054,0.846102,-1.143683,-0.375,-55.891
23.15,0,0.228772,0.786249,-1.096264,-0.034,-56.732
23.16,0,0.226581,0.789026,-0.994879,0.487,-57.521
23.17,0,0.253641,0.818354,-0.895991,1.021,-58.372
23.18,0,0.291657,0.815475,-0.845694,1.307,-59.318
23.19,0,0.314283,0.750832,-0.842942,1.273,-60.232
23.2,0,0.313009,0.647918,-0.857822,0.836,-60.94
23.21,0,0.295555,0.593315,-0.876652,0.071,-61.441
23.22,0,0.281949,0.637446,-0.911076,-0.644,-61.891
23.23,0,0.276776,0.722345,-0.964558,-0.815,-62.402
23.24,0,0.269464,0.766426,-1.01692,-0.396,-62.998
23.25,0,0.262075,0.752233,-1.044769,0.153,-63.61
23.26,0,0.262966,0.715287,-1.04217,0.538,-64.144
23.27,0,0.272929,0.688992,-1.015289,1.071,-64.448
23.28,0,0.28521,0.678443,-0.980687,2.008,-64.547
23.29,0,0.298384,0.685246,-0.957551,2.837,-64.649
23.3,0,0.316118,0.704815,-0.96415,2.843,-64.939
23.31,0,0.334259,0.730779,-1.005403,1.961,-65.374
23.32,0,0.347942,0.775904,-1.052235,0.891,-65.935
23.33,0,0.360911,0.849618,-1.083244,0.384,-66.842
23.34,0,0.377321,0.934084,-1.101258,0.487,-68.243
23.35,0,0.396634,0.986394,-1.110278,0.656,-70.079
23.36,0,0.419515,1.01111,-1.11168,0.378,-72.183
23.37,0,0.443696,1.020563,-1.101411,-0.349,-74.45
23.38,0,0.460182,1.010346,-1.080416,-1.082,-76.721
23.39,0,0.46436,0.996383,-1.051012,-1.433,-78.773
23.4,0,0.460462,0.995669,-1.025557,-1.417,-80.595
23.41,0,0.457684,1.00553,-1.019034,-1.29,-82.36
23.42,0,0.461252,1.005352,-1.021914,-1.105,-84.171
23.43,0,0.46701,1.012333,-1.018423,-0.799,-86.081
23.44,0,0.465481,1.034552,-1.004383,-0.604,-88.122
23.45,0,0.450576,1.073714,-0.989758,-0.897,-90.328
23.46,0,0.42056,1.138051,-0.982878,-1.526,-92.743
23.47,0,0.379486,1.212249,-0.975591,-1.818,-95.392
23.48,0,0.346235,1.244303,-0.958698,-1.401,-98.236
23.49,0,0.327482,1.17273,-0.936479,-0.611,-101.011
23.5,0,0.309034,1.010957,-0.925727,-0.05,-103.258
23.51,0,0.281439,0.833718,-0.93867,-0.017,-104.661
23.52,0,0.250175,0.723543,-0.960965,-0.278,-105.261
23.53,0,0.22495,0.704662,-0.973018,-0.292,-105.403
23.54,0,0.208057,0.721148,-0.970954,0.233,-105.439
23.55,0,0.192259,0.697986,-0.966673,1.141,-105.431
23.56,0,0.166932,0.626209,-0.977986,1.962,-105.205
23.57,0,0.131897,0.544699,-1.001886,2.477,-104.72
23.58,0,0.096123,0.488897,-1.011314,2.902,-104.103
23.59,0,0.065165,0.465864,-0.992408,3.35,-103.509
23.6,0,0.042233,0.420713,-0.962545,3.386,-103.042
23.61,0,0.0219,0.316933,-0.940403,2.594,-102.502
23.62,0,-0.006816,0.195113,-0.931613,0.963,-101.563
23.63,0,-0.037749,0.091639,-0.940046,-1.435,-100.097
23.64,0,-0.057547,0.024575,-0.952251,-4.276,-98.081
23.65,0,-0.063917,0.024856,-0.949652,-6.761,-95.565
23.66,0,-0.063687,0.08532,-0.94369,-8.037,-92.706
23.67,0,-0.059075,0.152918,-0.960303,-7.786,-89.6
23.68,0,-0.058515,0.189941,-1.002472,-6.246,-86.262
23.69,0,-0.073242,0.185176,-1.045788,-3.746,-82.709
23.7,0,-0.097856,0.133146,-1.073714,-0.63,-78.93
23.71,0,-0.119055,0.051966,-1.084212,2.52,-74.953
23.72,0,-0.131923,-0.070516,-1.077995,5.015,-70.875
23.73,0,-0.138038,-0.282357,-1.060592,6.276,-66.55
23.74,0,-0.137044,-0.564853,-1.041839,5.98,-61.487
23.75,0,-0.128559,-0.814073,-1.030449,4.34,-55.351
23.76,0,-0.122113,-0.955105,-1.02464,2.309,-48.35
23.77,0,-0.125349,-0.977298,-1.015442,0.927,-41.027
23.78,0,-0.139822,-0.90017,-1.002116,0.628,-33.786
23.79,0,-0.167187,-0.784466,-0.990879,1.245,-26.891
23.8,0,-0.197992,-0.694827,-0.978674,2.446,-20.53
23.81,0,-0.211216,-0.635229,-0.945652,4.056,-14.756
23.82,0,-0.18222,-0.553387,-0.880933,5.978,-9.726
23.83,0,-0.108659,-0.426726,-0.811194,7.999,-5.804
23.84,0,-0.024703,-0.311608,-0.775649,9.777,-3.255
23.85,0,0.030079,-0.283631,-0.787905,11.037,-1.946
23.86,0,0.044399,-0.36825,-0.828138,11.547,-1.357
23.87,0,0.032194,-0.538762,-0.868804,11.111,-0.883
23.88,0,0.009338,-0.738652,-0.89459,9.743,-0.078
23.89,0,-0.02348,-0.911534,-0.906973,7.669,1.301
23.9,0,-0.072911,-1.033915,-0.920809,5.101,3.305
23.91,0,-0.128457,-1.101182,-0.946748,2.217,5.777
23.92,0,-0.16418,-1.102889,-0.976967,-0.595,8.478
23.93,0,-0.160995,-1.03687,-0.992051,-2.623,11.242
23.94,0,-0.115539,-0.924656,-0.988637,-3.129,13.919
23.95,0,-0.046284,-0.799804,-0.982267,-1.821,16.393
23.96,0,0.013645,-0.702904,-0.991847,0.876,18.662
23.97,0,0.042004,-0.66764,-1.032411,3.834,20.815
23.98,0,0.035761,-0.68466,-1.095322,5.867,22.874
23.99,0,0.005567,-0.717657,-1.151021,6.381,24.82
24,0,-0.028397,-0.747545,-1.182514,5.203,26.621
24.01,0,-0.047049,-0.772133,-1.19133,2.457,28.206
24.02,0,-0.048043,-0.77305,-1.174437,-1.125,29.514
24.03,0,-0.046896,-0.719492,-1.131707,-4.194,30.509
24.04,0,-0.058082,-0.615304,-1.075167,-5.645,31.209
24.05,0,-0.07686,-0.504338,-1.009938,-5.309,31.622
24.06,0,-0.087486,-0.429682,-0.941269,-3.738,31.797
24.07,0,-0.08295,-0.409782,-0.877977,-1.676,31.853
24.08,0,-0.069497,-0.44469,-0.823909,0.245,31.991
24.09,0,-0.061088,-0.5262,-0.782351,1.426,32.393
24.1,0,-0.065904,-0.632707,-0.754425,1.455,33.133
24.11,0,-0.082746,-0.721479,-0.741532,0.449,34.19
24.12,0,-0.105602,-0.742882,-0.75045,-0.767,35.476
24.13,0,-0.11852,-0.698674,-0.794708,-1.206,36.842
24.14,0,-0.105194,-0.657983,-0.880041,-0.504,38.11
24.15,0,-0.067866,-0.674214,-0.986471,1.121,39.322
24.16,0,-0.022053,-0.736996,-1.076135,3.137,40.683
24.17,0,0.020193,-0.823221,-1.120037,4.871,42.279
24.18,0,0.053037,-0.930619,-1.11703,5.625,44.032
24.19,0,0.069064,-1.027876,-1.096315,4.936,45.857
24.2,0,0.071331,-1.076849,-1.095525,2.823,47.693
24.21,0,0.075281,-1.102099,-1.12498,-0.014,49.568
24.22,0,0.080504,-1.144472,-1.162894,-2.442,51.632
24.23,0,0.069675,-1.162207,-1.180425,-3.597,53.91
24.24,0,0.036475,-1.080849,-1.156091,-3.344,56.074
24.25,0,-0.001516,-0.922669,-1.083626,-2.259,57.712
24.26,0,-0.023149,-0.764566,-0.9933,-1.133,58.698
24.27,0,-0.018231,-0.656123,-0.940505,-0.278,59.164
24.28,0,0.012039,-0.621113,-0.96466,0.581,59.322
24.29,0,0.051915,-0.660658,-1.045024,1.552,59.461
24.3,0,0.084708,-0.7412,-1.11647,2.118,59.802
24.31,0,0.10099,-0.81787,-1.14539,1.615,60.418
24.32,0,0.093397,-0.860753,-1.136421,0.023,61.289
24.33,0,0.065038,-0.860472,-1.103704,-1.872,62.371
24.34,0,0.023582,-0.817691,-1.060439,-3.198,63.54
24.35,0,-0.030181,-0.713784,-1.014066,-3.407,64.622
24.36,0,-0.091435,-0.54847,-0.972992,-2.553,65.384
24.37,0,-0.150523,-0.384124,-0.944735,-1.336,65.569
24.38,0,-0.193228,-0.318411,-0.930925,-0.523,65.133
24.39,0,-0.205662,-0.391997,-0.916503,-0.44,64.31
24.4,0,-0.188004,-0.521486,-0.877111,-0.947,63.421
24.41,0,-0.154625,-0.584218,-0.810022,-1.678,62.502
24.42,0,-0.12145,-0.564395,-0.738678,-2.232,61.451
24.43,0,-0.101015,-0.517537,-0.704815,-2.208,60.249
24.44,0,-0.104328,-0.444053,-0.749227,-1.375,58.863
24.45,0,-0.126495,-0.352223,-0.864269,-0.014,57.21
24.46,0,-0.135566,-0.34891,-0.994854,1.285,55.45
24.47,0,-0.098646,-0.515524,-1.091423,2.031,54.147
24.48,0,-0.027378,-0.784873,-1.148728,1.981,53.862
24.49,0,0.028805,-1.015212,-1.190872,1.078,54.729
24.5,0,0.041341,-1.120037,-1.234544,-0.53,56.422
24.51,0,0.026334,-1.115655,-1.278242,-2.527,58.499
24.52,0,0.011683,-1.043674,-1.297352,-4.592,60.607
24.53,0,-0.007224,-0.899762,-1.272943,-6.292,62.368
24.54,0,-0.058056,-0.657091,-1.223996,-6.769,63.434
24.55,0,-0.142981,-0.361905,-1.17143,-5.303,63.571
24.56,0,-0.223625,-0.123463,-1.101029,-2.158,62.736
24.57,0,-0.254405,0.02325,-1.006829,1.687,61.098
24.58,0,-0.2183,0.094136,-0.92137,5.311,58.863
24.59,0,-0.146523,0.085396,-0.866307,8.103,56.196
24.6,0,-0.094696,-0.03413,-0.82108,9.298,53.366
24.61,0,-0.09062,-0.273362,-0.767012,7.957,50.814
24.62,0,-0.122597,-0.519754,-0.72683,4.168,48.904
24.63,0,-0.170372,-0.612068,-0.731416,-0.375,47.648
24.64,0,-0.223778,-0.527933,-0.77463,-3.674,46.76
24.65,0,-0.265871,-0.39536,-0.817844,-4.917,45.945
24.66,0,-0.274509,-0.31943,-0.839757,-4.469,45.171
24.67,0,-0.241487,-0.31041,-0.864192,-3.234,44.614
24.68,0,-0.180946,-0.338489,-0.926618,-2.077,44.296
24.69,0,-0.122113,-0.385041,-1.020028,-1.231,44.074
24.7,0,-0.089116,-0.455391,-1.086964,-0.581,43.948
24.71,0,-0.092378,-0.526557,-1.09443,-0.135,44.106
24.72,0,-0.128789,-0.539322,-1.081511,0.272,44.548
24.73,0,-0.176309,-0.487088,-1.08941,0.954,44.997
24.74,0,-0.201993,-0.435619,-1.099271,1.752,45.17
24.75,0,-0.192667,-0.423949,-1.080747,2.168,45.138
24.76,0,-0.161148,-0.424713,-1.050349,2.165,45.053
24.77,0,-0.127591,-0.420203,-1.042323,2.25,44.922
24.78,0,-0.11052,-0.450142,-1.053713,2.457,44.734
24.79,0,-0.111284,-0.539271,-1.054885,2.025,44.617
24.8,0,-0.119106,-0.625292,-1.036565,0.566,44.703
24.81,0,-0.13233,-0.620349,-1.030424,-1.11,44.919
24.82,0,-0.159594,-0.527219,-1.05756,-1.805,44.997
24.83,0,-0.197381,-0.425045,-1.083932,-1.141,44.775
24.84,0,-0.221358,-0.354134,-1.078912,0.331,44.299
