xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[?/s],MM5_yawRate[?/s]
69.75,0,-0.692839,0.575631,-0.754119,-2.019,-44.032
69.76,0,-0.679004,0.60315,-0.739391,-2.399,-45.587
69.77,0,-0.666034,0.60078,-0.738117,-2.639,-47.191
69.78,0,-0.654033,0.610361,-0.785561,-2.611,-48.84
69.79,0,-0.62333,0.683157,-0.877926,-2.414,-50.644
69.8,0,-0.56149,0.814991,-0.977069,-2.236,-52.759
69.81,0,-0.478604,0.941193,-1.055751,-2.162,-55.294
69.82,0,-0.401323,0.991567,-1.108036,-2.141,-58.15
69.83,0,-0.358363,0.960532,-1.13079,-2.027,-61.061
69.84,0,-0.348834,0.898106,-1.126789,-1.661,-63.742
69.85,0,-0.343636,0.846356,-1.111425,-1.129,-66.077
69.86,0,-0.32552,0.812595,-1.10452,-0.638,-68.182
69.87,0,-0.304575,0.778682,-1.11354,-0.199,-70.149
69.88,0,-0.294969,0.740818,-1.129821,0.119,-72.007
69.89,0,-0.295887,0.719772,-1.13851,0.23,-73.809
69.9,0,-0.296804,0.729709,-1.125872,0.366,-75.581
69.91,0,-0.286918,0.766731,-1.097793,0.594,-77.335
69.92,0,-0.270356,0.80755,-1.074708,0.564,-79.169
69.93,0,-0.258635,0.832291,-1.064007,0.153,-81.143
69.94,0,-0.250099,0.844751,-1.052006,-0.401,-83.164
69.95,0,-0.235652,0.861441,-1.024003,-0.826,-85.236
69.96,0,-0.210783,0.881417,-0.993223,-1.188,-87.448
69.97,0,-0.183163,0.874537,-0.976508,-1.724,-89.788
69.98,0,-0.162703,0.844675,-0.953755,-2.376,-92.123
69.99,0,-0.15804,0.823807,-0.900196,-2.874,-94.365
70,0,-0.171697,0.827425,-0.821055,-2.814,-96.535
70.01,0,-0.189355,0.852701,-0.749354,-2.124,-98.673
70.02,0,-0.194476,0.876066,-0.714956,-1.28,-100.782
70.03,0,-0.179723,0.880041,-0.713504,-0.708,-102.814
70.04,0,-0.147848,0.877722,-0.734397,-0.549,-104.792
70.05,0,-0.111335,0.874639,-0.773789,-0.867,-106.789
70.06,0,-0.077676,0.848369,-0.824647,-1.897,-108.762
70.07,0,-0.04682,0.812468,-0.87492,-3.795,-110.665
70.08,0,-0.02506,0.841948,-0.913063,-6.063,-112.639
70.09,0,-0.01846,0.983541,-0.939741,-7.521,-114.874
70.1,0,-0.017645,1.180476,-0.952047,-7.105,-117.389
70.11,0,-0.007275,1.324667,-0.929803,-4.797,-120.124
70.12,0,0.016498,1.361001,-0.872219,-1.598,-122.921
70.13,0,0.054948,1.30492,-0.828699,1.15,-125.619
70.14,0,0.116049,1.196503,-0.85586,2.417,-128.127
70.15,0,0.196387,1.084594,-0.94555,1.804,-130.322
70.16,0,0.27749,1.012053,-1.022576,-0.496,-132.154
70.17,0,0.354567,0.96387,-1.027443,-3.784,-133.562
70.18,0,0.440995,0.865721,-0.978572,-7.441,-134.125
70.19,0,0.53415,0.736716,-0.927154,-10.714,-133.362
70.2,0,0.617775,0.697884,-0.889825,-12.38,-131.359
70.21,0,0.685195,0.791651,-0.855504,-11.566,-128.765
70.22,0,0.731645,0.971005,-0.826304,-8.149,-126.284
70.23,0,0.759062,1.162844,-0.826023,-2.664,-124.408
70.24,0,0.780057,1.283568,-0.876295,3.593,-123.354
70.25,0,0.809436,1.288205,-0.981553,8.902,-123.136
70.26,0,0.853949,1.219231,-1.11703,12.086,-123.507
70.27,0,0.905929,1.161519,-1.243793,12.979,-124.196
70.28,0,0.957602,1.15655,-1.334655,12.145,-125.206
70.29,0,1.007263,1.172679,-1.377614,10.328,-126.627
70.3,0,1.049942,1.163965,-1.380876,8.08,-128.357
70.31,0,1.071115,1.108316,-1.364314,5.493,-130.108
70.32,0,1.055751,1.006651,-1.335292,2.448,-131.42
70.33,0,1.002065,0.882742,-1.283364,-0.956,-131.831
70.34,0,0.92137,0.764769,-1.20193,-4.283,-131.102
70.35,0,0.831858,0.685119,-1.10638,-6.864,-129.261
70.36,0,0.742806,0.654747,-1.026118,-8.192,-126.534
70.37,0,0.650517,0.652657,-0.967998,-8.149,-123.205
70.38,0,0.556267,0.65118,-0.904859,-7.117,-119.452
70.39,0,0.475138,0.640478,-0.819679,-5.646,-115.391
70.4,0,0.425529,0.629955,-0.742016,-4.045,-111.121
70.41,0,0.412814,0.647995,-0.725811,-2.372,-106.733
70.42,0,0.420739,0.721555,-0.802149,-0.496,-102.472
70.43,0,0.415642,0.882232,-0.937091,1.8,-98.812
70.44,0,0.37332,1.130356,-1.044362,4.69,-96.472
70.45,0,0.305263,1.354402,-1.076466,8.089,-95.986
70.46,0,0.247475,1.401082,-1.067981,11.33,-97.058
70.47,0,0.21593,1.241194,-1.066758,13.335,-98.782
70.48,0,0.191342,1.012868,-1.069714,13.631,-100.44
70.49,0,0.161021,0.84391,-1.045788,12.644,-101.951
70.5,0,0.133528,0.731645,-0.983515,10.881,-103.484
70.51,0,0.105398,0.619482,-0.901419,8.296,-105.076
70.52,0,0.052017,0.505256,-0.822482,4.827,-106.584
70.53,0,-0.039099,0.412305,-0.752335,0.629,-107.757
70.54,0,-0.156129,0.317137,-0.67694,-4.203,-108.383
70.55,0,-0.268725,0.238964,-0.57846,-9.214,-108.265
70.56,0,-0.33352,0.277286,-0.489127,-13.525,-107.371
70.57,0,-0.319099,0.413094,-0.470272,-16.452,-105.956
70.58,0,-0.232747,0.471953,-0.510836,-18.009,-104.013
70.59,0,-0.123846,0.400227,-0.561363,-18.36,-101.068
70.6,0,-0.019225,0.369091,-0.632503,-16.696,-96.819
70.61,0,0.105627,0.520875,-0.748131,-11.777,-91.548
70.62,0,0.256189,0.793205,-0.872754,-3.86,-86.097
70.63,0,0.394316,1.040845,-0.952684,4.78,-81.435
70.64,0,0.480616,1.164296,-0.991745,11.298,-78.186
70.65,0,0.512084,1.161468,-1.042043,14.197,-76.411
70.66,0,0.521206,1.133873,-1.142689,14.054,-75.781
70.67,0,0.542558,1.164882,-1.294499,12.418,-75.988
70.68,0,0.58111,1.228276,-1.457265,10.529,-76.829
70.69,0,0.619686,1.238621,-1.580231,8.865,-78.035
70.7,0,0.640784,1.138434,-1.653639,7.204,-79.2
70.71,0,0.635076,0.960634,-1.696191,5.343,-79.933
70.72,0,0.603073,0.798046,-1.734411,3.542,-80.009
70.73,0,0.534685,0.747392,-1.779893,2.254,-79.523
70.74,0,0.411642,0.85316,-1.794238,1.835,-79.018
70.75,0,0.24006,1.025099,-1.730844,2.479,-79.139
70.76,0,0.063381,1.097589,-1.596462,4.073,-80.003
70.77,0,-0.074414,1.01325,-1.448806,6.003,-81.253
70.78,0,-0.172385,0.844496,-1.321584,7.48,-82.532
70.79,0,-0.26024,0.66527,-1.188145,8.127,-83.744
70.8,0,-0.35472,0.473151,-1.018244,7.807,-84.757
70.81,0,-0.444002,0.244672,-0.808034,5.82,-85.232
70.82,0,-0.516951,-0.008294,-0.584142,1.249,-84.983
70.83,0,-0.573415,-0.240569,-0.394723,-5.863,-84.042
70.84,0,-0.596627,-0.419541,-0.25838,-14.286,-82.177
70.85,0,-0.569058,-0.531118,-0.141809,-21.915,-78.846
70.86,0,-0.497153,-0.509766,-0.049495,-26.599,-74.024
70.87,0,-0.372658,-0.261667,-0.042717,-27.239,-68.547
70.88,0,-0.204821,0.178729,-0.13921,-24.103,-63.472
70.89,0,-0.070975,0.63579,-0.279758,-18.038,-59.455
70.9,0,-0.034487,0.981732,-0.388073,-9.578,-56.668
70.91,0,-0.068376,1.152295,-0.426497,0.641,-55.096
70.92,0,-0.090161,1.115502,-0.394341,11.276,-54.408
70.93,0,-0.026512,0.964584,-0.355968,20.233,-54.141
70.94,0,0.12726,0.852268,-0.444766,25.039,-54.291
70.95,0,0.304142,0.837642,-0.708229,24.104,-55.173
70.96,0,0.44125,0.891711,-1.034322,17.941,-56.859
70.97,0,0.522786,0.974368,-1.301302,8.9,-59.2
70.98,0,0.569134,1.07611,-1.483509,-0.024,-62.093
70.99,0,0.60608,1.198261,-1.603597,-6.152,-65.408
71,0,0.647052,1.309099,-1.672214,-8.159,-68.905
71.01,0,0.691565,1.347726,-1.698535,-6.435,-72.295
71.02,0,0.723313,1.277605,-1.688521,-2.158,-75.259
71.03,0,0.721708,1.109743,-1.650938,3.462,-77.396
71.04,0,0.682877,0.870359,-1.61096,9.117,-78.411
71.05,0,0.615839,0.56735,-1.577301,13.368,-78.196
71.06,0,0.52643,0.204006,-1.5255,15.059,-76.743
71.07,0,0.421503,-0.169353,-1.431377,13.822,-74.018
71.08,0,0.315532,-0.456971,-1.300996,10.184,-70.128
71.09,0,0.22709,-0.58539,-1.15655,5.352,-65.493
71.1,0,0.164945,-0.541131,-1.02278,0.659,-60.762
71.11,0,0.12698,-0.349012,-0.91049,-2.843,-56.533
71.12,0,0.106264,-0.062846,-0.804162,-4.475,-53.251
71.13,0,0.080402,0.238862,-0.704866,-4.114,-51.158
71.14,0,0.0033,0.495497,-0.674927,-2.586,-50.325
71.15,0,-0.169174,0.708076,-0.73957,-1.081,-50.717
71.16,0,-0.399386,0.874104,-0.789765,-0.126,-52.232
71.17,0,-0.55805,0.922312,-0.725148,0.385,-54.645
71.18,0,-0.528978,0.830431,-0.585645,0.493,-57.355
71.19,0,-0.336094,0.647434,-0.487904,-0.18,-59.596
71.2,0,-0.133732,0.428102,-0.486936,-1.936,-60.856
71.21,0,-0.028805,0.26526,-0.550763,-4.533,-61.021
71.22,0,0.010689,0.251755,-0.630541,-7.286,-60.42
71.23,0,0.067458,0.414572,-0.698521,-9.326,-59.685
71.24,0,0.165378,0.678316,-0.759444,-10.054,-59.424
71.25,0,0.26103,0.908298,-0.830967,-9.228,-59.925
71.26,0,0.306563,1.016104,-0.922007,-6.894,-61.044
71.27,0,0.291427,0.98642,-1.019366,-3.6,-62.293
71.28,0,0.234709,0.859657,-1.099093,-0.29,-63.159
71.29,0,0.169327,0.699795,-1.154333,2.212,-63.451
71.3,0,0.130317,0.56177,-1.182718,3.577,-63.298
71.31,0,0.132101,0.470603,-1.17436,3.818,-62.868
71.32,0,0.15595,0.421172,-1.13372,3.17,-62.267
71.33,0,0.172385,0.399692,-1.08355,2.127,-61.51
71.34,0,0.167671,0.402546,-1.049126,1.331,-60.601
71.35,0,0.147669,0.426242,-1.037482,1.212,-59.567
71.36,0,0.12382,0.456461,-1.035138,1.743,-58.481
71.37,0,0.10257,0.486197,-1.02785,2.651,-57.442
71.38,0,0.088683,0.509536,-1.02064,3.574,-56.56
71.39,0,0.088479,0.507472,-1.039852,3.905,-55.931
71.4,0,0.104557,0.466144,-1.095653,3.112,-55.497
71.41,0,0.128712,0.402928,-1.155658,1.198,-55.144
71.42,0,0.146599,0.355637,-1.175736,-1.29,-54.866
71.43,0,0.151186,0.351739,-1.141033,-3.548,-54.722
71.44,0,0.145274,0.39057,-1.075931,-4.924,-54.738
71.45,0,0.131974,0.438218,-1.01139,-5.216,-54.881
71.46,0,0.106748,0.456105,-0.957093,-4.623,-55.054
71.47,0,0.074873,0.439441,-0.922516,-3.482,-55.129
71.48,0,0.05747,0.420407,-0.92672,-2.003,-54.967
71.49,0,0.062719,0.425733,-0.970571,-0.393,-54.579
71.5,0,0.079689,0.438676,-1.02385,0.951,-54.185
71.51,0,0.096888,0.43516,-1.057356,1.601,-53.91
71.52,0,0.104557,0.409527,-1.065204,1.455,-53.679
71.53,0,0.093117,0.36802,-1.053789,0.831,-53.348
71.54,0,0.065802,0.338591,-1.029532,0.142,-52.854
71.55,0,0.039303,0.341088,-0.995185,-0.306,-52.27
71.56,0,0.026461,0.361599,-0.95773,-0.397,-51.745
71.57,0,0.027837,0.372072,-0.925141,-0.342,-51.369
71.58,0,0.033137,0.361294,-0.89408,-0.362,-51.104
71.59,0,0.035583,0.339992,-0.876397,-0.171,-50.842
71.6,0,0.046004,0.340171,-0.920987,0.815,-50.394
71.61,0,0.075612,0.396634,-1.048515,2.677,-49.732
71.62,0,0.110621,0.494681,-1.190922,4.718,-49.23
71.63,0,0.124304,0.559859,-1.258648,6.037,-49.192
71.64,0,0.107003,0.528086,-1.230773,6.062,-49.446
71.65,0,0.072682,0.413808,-1.150588,4.772,-49.528
71.66,0,0.036245,0.271859,-1.06765,2.482,-49.137
71.67,0,0.002331,0.141987,-1.000026,-0.349,-48.316
71.68,0,-0.025748,0.054005,-0.946901,-3.005,-47.183
71.69,0,-0.045749,0.015148,-0.918618,-4.873,-45.77
71.7,0,-0.059305,0.000217,-0.929931,-5.978,-44.155
71.71,0,-0.070236,-0.012371,-0.96945,-6.713,-42.477
71.72,0,-0.08746,-0.005007,-1.001428,-6.993,-40.872
71.73,0,-0.12196,0.046998,-1.000561,-6.192,-39.404
71.74,0,-0.17106,0.129196,-0.969348,-3.979,-38.009
71.75,0,-0.212261,0.196846,-0.922542,-0.933,-36.672
71.76,0,-0.219829,0.208133,-0.871123,1.672,-35.43
71.77,0,-0.189864,0.159543,-0.826635,2.742,-34.269
71.78,0,-0.145682,0.083434,-0.806404,2.075,-33.203
71.79,0,-0.116151,0.004956,-0.820647,0.276,-32.216
71.8,0,-0.116609,-0.064528,-0.871021,-1.854,-31.233
71.81,0,-0.140917,-0.116023,-0.950009,-3.634,-30.157
71.82,0,-0.1692,-0.154829,-1.037125,-4.796,-28.907
71.83,0,-0.18222,-0.183316,-1.091805,-5.394,-27.502
71.84,0,-0.174041,-0.16655,-1.074224,-5.064,-26.014
71.85,0,-0.157377,-0.054642,-0.996281,-2.952,-24.495
71.86,0,-0.147593,0.116049,-0.909572,0.976,-23.069
71.87,0,-0.150676,0.229817,-0.855274,5.329,-21.871
71.88,0,-0.166474,0.227141,-0.846993,8.398,-20.898
71.89,0,-0.189711,0.133018,-0.883557,9.287,-20.027
71.9,0,-0.207879,-0.001261,-0.948837,7.963,-19.184
71.91,0,-0.21035,-0.116584,-1.012002,5.106,-18.37
71.92,0,-0.19468,-0.162346,-1.051955,1.941,-17.606
71.93,0,-0.166677,-0.134573,-1.069969,-0.542,-16.932
71.94,0,-0.137274,-0.063917,-1.080721,-1.95,-16.437
71.95,0,-0.115666,0.015097,-1.096621,-2.231,-16.164
71.96,0,-0.108124,0.07658,-1.114381,-1.652,-16.084
71.97,0,-0.118113,0.111692,-1.120215,-0.74,-16.113
71.98,0,-0.141019,0.127132,-1.106507,0.084,-16.159
71.99,0,-0.164741,0.129451,-1.073281,0.617,-16.151
72,0,-0.178424,0.119387,-1.027621,0.622,-16.075
72.01,0,-0.182806,0.096735,-0.987337,-0.059,-15.942
72.02,0,-0.193457,0.068477,-0.971616,-1.309,-15.763
72.03,0,-0.223014,0.039736,-0.980432,-2.749,-15.502
72.04,0,-0.266432,0.011479,-0.986318,-4.006,-15.095
72.05,0,-0.301543,0.004752,-0.966495,-4.628,-14.584
72.06,0,-0.307327,0.047074,-0.92988,-4.083,-14.025
72.07,0,-0.284497,0.129349,-0.896144,-2.397,-13.519
72.08,0,-0.253972,0.202553,-0.880551,-0.362,-13.227
72.09,0,-0.235219,0.226071,-0.894921,1.025,-13.188
72.1,0,-0.232212,0.206554,-0.937167,1.331,-13.294
72.11,0,-0.249462,0.173837,-0.990726,0.831,-13.434
72.12,0,-0.297441,0.138802,-1.04375,-0.044,-13.556
72.13,0,-0.369422,0.107691,-1.092468,-0.976,-13.567
72.14,0,-0.430599,0.105729,-1.127936,-1.634,-13.419
72.15,0,-0.44362,0.150625,-1.137848,-1.755,-13.269
72.16,0,-0.402393,0.223294,-1.114432,-1.285,-13.3
72.17,0,-0.336502,0.280165,-1.064236,-0.426,-13.542
72.18,0,-0.286714,0.296447,-1.017862,0.44,-13.889
72.19,0,-0.275528,0.28014,-1.014193,0.901,-14.203
72.2,0,-0.298333,0.248468,-1.061076,0.728,-14.408
72.21,0,-0.341292,0.217535,-1.126458,-0.014,-14.512
72.22,0,-0.396558,0.211599,-1.16664,-0.942,-14.582
72.23,0,-0.459035,0.27168,-1.155938,-1.511,-14.829
72.24,0,-0.525793,0.398596,-1.10108,-1.252,-15.569
72.25,0,-0.596525,0.504466,-1.034042,-0.183,-16.88
72.26,0,-0.664684,0.498402,-0.987006,0.925,-18.471
72.27,0,-0.716357,0.391946,-0.96359,1.239,-19.932
72.28,0,-0.735289,0.255628,-0.934899,0.724,-20.95
72.29,0,-0.708739,0.129477,-0.880041,-0.094,-21.294
72.3,0,-0.649447,0.02241,-0.823501,-1.111,-20.923
72.31,0,-0.599048,-0.06063,-0.80648,-2.639,-19.945
72.32,0,-0.59227,-0.08374,-0.838534,-4.42,-18.556
72.33,0,-0.625292,0.002433,-0.889035,-5.541,-17.146
72.34,0,-0.673551,0.186679,-0.918032,-5.245,-16.19
72.35,0,-0.721912,0.387844,-0.923459,-3.512,-16.018
72.36,0,-0.760336,0.516339,-0.938492,-1.068,-16.57
72.37,0,-0.773764,0.536188,-0.977808,1.019,-17.469
72.38,0,-0.75659,0.473686,-1.014805,2.094,-18.35
72.39,0,-0.723798,0.368938,-1.018729,2.205,-18.983
72.4,0,-0.696075,0.250736,-0.996332,1.611,-19.233
72.41,0,-0.682265,0.141197,-0.980356,0.438,-19.049
72.42,0,-0.680482,0.069497,-0.9827,-0.951,-18.485
72.43,0,-0.68545,0.063789,-0.989401,-1.766,-17.692
72.44,0,-0.690368,0.10522,-0.987669,-1.604,-16.846
72.45,0,-0.688865,0.151619,-0.986573,-0.834,-16.099
72.46,0,-0.677781,0.199063,-1.005581,0.058,-15.531
72.47,0,-0.660098,0.252621,-1.041915,0.881,-15.134
72.48,0,-0.644861,0.276573,-1.069128,1.327,-14.901
72.49,0,-0.642389,0.235142,-1.071116,0.896,-14.775
72.5,0,-0.651485,0.154727,-1.049814,-0.482,-14.618
72.51,0,-0.655817,0.106468,-0.998396,-2.112,-14.363
72.52,0,-0.622464,0.115437,-0.894412,-3.091,-14.068
72.53,0,-0.494554,0.136407,-0.746679,-3.175,-13.725
72.54,0,-0.267374,0.128916,-0.623661,-2.838,-13.281
72.55,0,-0.045061,0.115743,-0.588754,-2.521,-12.722
72.56,0,0.071408,0.136866,-0.643841,-2.097,-12.12
72.57,0,0.082339,0.179417,-0.750526,-1.273,-11.577
72.58,0,0.047737,0.197151,-0.871785,-0.166,-11.126
72.59,0,0.019632,0.170168,-0.986165,0.819,-10.741
72.6,0,0.01181,0.120533,-1.082429,1.576,-10.352
72.61,0,-0.000497,0.071841,-1.160219,2.279,-9.896
72.62,0,-0.039558,0.023938,-1.220581,2.868,-9.355
72.63,0,-0.080606,-0.025085,-1.252457,3.01,-8.723
72.64,0,-0.072962,-0.051457,-1.251437,2.475,-8.008
72.65,0,-0.00888,-0.024346,-1.226467,1.38,-7.335
72.66,0,0.062846,0.050106,-1.187508,0.165,-6.908
72.67,0,0.101015,0.128559,-1.154945,-0.689,-6.805
72.68,0,0.106774,0.167773,-1.146052,-0.963,-6.959
72.69,0,0.10443,0.161097,-1.141873,-0.765,-7.19
72.7,0,0.120992,0.13419,-1.096392,-0.316,-7.328
72.71,0,0.170984,0.103869,-1.00502,0.118,-7.312
72.72,0,0.238888,0.066312,-0.929956,0.12,-7.187
72.73,0,0.277974,0.031608,-0.927689,-0.535,-7.008
72.74,0,0.246251,0.035048,-0.98879,-1.526,-6.861
72.75,0,0.157912,0.089091,-1.051904,-2.3,-6.851
72.76,0,0.073115,0.161938,-1.061713,-2.624,-7.049
72.77,0,0.029519,0.214962,-1.009938,-2.665,-7.45
72.78,0,0.02083,0.242914,-0.923484,-2.721,-7.976
72.79,0,0.023505,0.258635,-0.82745,-2.975,-8.578
72.8,0,0.01767,0.260113,-0.735315,-3.334,-9.208
72.81,0,0.003376,0.25201,-0.674902,-3.48,-9.721
72.82,0,-0.003988,0.262839,-0.676226,-3.036,-10.045
72.83,0,0.001542,0.308117,-0.718039,-1.789,-10.331
72.84,0,0.008803,0.361243,-0.733684,0.204,-10.74
72.85,0,0.001796,0.380098,-0.668608,2.469,-11.206
72.86,0,-0.025136,0.350465,-0.525767,4.314,-11.585
72.87,0,-0.040118,0.300014,-0.454449,5.396,-11.739
72.88,0,0.020779,0.278254,-0.716052,5.43,-11.815
72.89,0,0.170168,0.304754,-1.324998,3.756,-12.164
72.9,0,0.326539,0.354694,-1.906732,0.123,-12.883
72.91,0,0.401832,0.41205,-2.110037,-4.404,-13.897
72.92,0,0.391386,0.485687,-1.942837,-8.011,-15.116
72.93,0,0.358083,0.562051,-1.644951,-9.38,-16.428
72.94,0,0.350261,0.608832,-1.402687,-8.274,-17.782
72.95,0,0.368708,0.592015,-1.258954,-5.545,-19.035
72.96,0,0.395564,0.492516,-1.193751,-2.757,-19.943
72.97,0,0.408992,0.352885,-1.185546,-1.217,-20.367
72.98,0,0.391793,0.254915,-1.206975,-1.165,-20.431
72.99,0,0.349853,0.243907,-1.213625,-1.803,-20.382
73,0,0.304754,0.296345,-1.172016,-2.137,-20.366
73.01,0,0.268699,0.368657,-1.086582,-1.787,-20.439
73.02,0,0.243627,0.437453,-0.985324,-0.932,-20.611
73.03,0,0.233843,0.496567,-0.892373,0.058,-20.956
73.04,0,0.245665,0.584855,-0.804136,1.551,-21.607
73.05,0,0.269744,0.765101,-0.690291,4.928,-22.696
73.06,0,0.26396,0.940811,-0.547705,10.005,-24.125
73.07,0,0.192743,0.923255,-0.42186,13.358,-25.584
73.08,0,0.084326,0.717071,-0.360835,11.501,-26.846
73.09,0,0.006128,0.510173,-0.37625,4.292,-27.907
73.1,0,-0.009466,0.453735,-0.441632,-5.437,-28.851
73.11,0,0.02032,0.559324,-0.521002,-14.238,-29.836
73.12,0,0.071178,0.795906,-0.603608,-19.623,-31.207
73.13,0,0.137885,1.113769,-0.709223,-20.559,-33.27
73.14,0,0.219396,1.423071,-0.847809,-17.57,-36.092
73.15,0,0.306155,1.650709,-0.996051,-12.127,-39.557
73.16,0,0.39085,1.761088,-1.122126,-5.801,-43.459
73.17,0,0.47073,1.774695,-1.211128,0.282,-47.652
73.18,0,0.543501,1.730028,-1.263439,5.374,-52.016
73.19,0,0.599379,1.625382,-1.291314,8.704,-56.282
73.2,0,0.629012,1.455176,-1.312284,9.715,-60.155
73.21,0,0.634083,1.24866,-1.326502,8.609,-63.431
73.22,0,0.620604,1.054554,-1.311647,6.221,-66.045
73.23,0,0.595557,0.911178,-1.254368,3.505,-68.05
73.24,0,0.563172,0.822252,-1.163735,1.207,-69.414
73.25,0,0.529436,0.769687,-1.06444,-0.376,-70.036
73.26,0,0.503217,0.74036,-0.989095,-1.469,-69.926
73.27,0,0.490375,0.730626,-0.947716,-2.485,-69.239
73.28,0,0.487776,0.752896,-0.92244,-3.418,-68.165
73.29,0,0.484209,0.812009,-0.890946,-3.97,-66.887
73.3,0,0.470374,0.888628,-0.845108,-3.957,-65.599
73.31,0,0.441683,0.94955,-0.794887,-3.285,-64.399
73.32,0,0.404227,0.971591,-0.756438,-1.939,-63.239
73.33,0,0.376174,0.965628,-0.735926,-0.212,-62.052
73.34,0,0.365039,0.976738,-0.736461,1.5,-60.958
73.35,0,0.367434,1.029965,-0.761635,2.913,-60.121
73.36,0,0.378849,1.077817,-0.805767,3.913,-59.643
73.37,0,0.393042,1.084059,-0.850357,4.596,-59.446
73.38,0,0.405043,1.058044,-0.885723,4.98,-59.367
73.39,0,0.41814,1.050145,-0.918159,5.074,-59.345
73.4,0,0.439415,1.099831,-0.956354,4.959,-59.522
73.41,0,0.467087,1.190872,-1.004281,4.669,-60.111
73.42,0,0.495064,1.292995,-1.055777,4.078,-61.205
73.43,0,0.520798,1.369155,-1.102354,3.144,-62.766
73.44,0,0.53894,1.394304,-1.127579,2.258,-64.651
73.45,0,0.544903,1.385844,-1.121311,1.866,-66.672
73.46,0,0.538864,1.365053,-1.093946,1.936,-68.672
73.47,0,0.522939,1.329024,-1.057789,1.978,-70.483
73.48,0,0.502835,1.279516,-1.021277,1.446,-72.023
73.49,0,0.480795,1.226238,-0.988586,0.354,-73.291
73.5,0,0.451773,1.15841,-0.950595,-0.678,-74.277
73.51,0,0.417401,1.095321,-0.893087,-0.922,-74.967
73.52,0,0.393959,1.097691,-0.828138,-0.07,-75.414
73.53,0,0.392405,1.164067,-0.79295,1.617,-75.83
73.54,0,0.405068,1.227716,-0.808162,3.571,-76.412
73.55,0,0.420305,1.234391,-0.853644,5.219,-77.142
73.56,0,0.433631,1.196171,-0.895151,6.233,-77.885
73.57,0,0.441173,1.135096,-0.926032,6.498,-78.478
73.58,0,0.444206,1.076849,-0.952634,6.069,-78.83
73.59,0,0.448894,1.042476,-0.975362,5.099,-79.023
73.6,0,0.451136,1.016563,-0.995644,3.837,-79.16
73.61,0,0.449327,0.989758,-1.017964,2.618,-79.261
73.62,0,0.451467,0.975897,-1.040616,1.764,-79.295
73.63,0,0.453531,0.968992,-1.04826,1.458,-79.229
73.64,0,0.442396,0.931026,-1.019646,1.598,-79.041
73.65,0,0.413604,0.8513,-0.954111,1.827,-78.609
73.66,0,0.372963,0.749507,-0.886972,1.731,-77.749
73.67,0,0.329928,0.637879,-0.843197,1.102,-76.41
73.68,0,0.291249,0.528442,-0.819169,0.139,-74.648
73.69,0,0.261336,0.429376,-0.828724,-0.812,-72.545
73.7,0,0.243627,0.326819,-0.889876,-1.548,-70.137
73.71,0,0.230963,0.213102,-0.97847,-1.842,-67.397
73.72,0,0.213357,0.102697,-1.043674,-1.315,-64.214
73.73,0,0.188463,0.007937,-1.05463,0.219,-60.508
73.74,0,0.156307,-0.072936,-1.015314,2.609,-56.363
73.75,0,0.121298,-0.152281,-0.953347,5.338,-51.936
73.76,0,0.09411,-0.238837,-0.908579,7.565,-47.343
73.77,0,0.081855,-0.324169,-0.90598,8.456,-42.755
73.78,0,0.083995,-0.383563,-0.937193,7.602,-38.376
73.79,0,0.091919,-0.39108,-0.980636,5.266,-34.387
73.8,0,0.094085,-0.326284,-1.013301,2.402,-30.909
73.81,0,0.087282,-0.187698,-1.016283,0.101,-28.078
73.82,0,0.080428,0.003351,-1.008154,-0.935,-26.019
73.83,0,0.087409,0.22016,-1.036488,-0.578,-24.788
73.84,0,0.113501,0.444995,-1.115833,0.872,-24.43
73.85,0,0.150115,0.642414,-1.206058,2.782,-24.958
73.86,0,0.183214,0.762451,-1.254877,4.377,-26.249
73.87,0,0.2037,0.790402,-1.246341,5.125,-27.958
73.88,0,0.211879,0.757813,-1.202185,4.827,-29.79
73.89,0,0.214987,0.721352,-1.15525,3.656,-31.67
73.9,0,0.217918,0.710421,-1.114508,1.861,-33.63
73.91,0,0.212924,0.713555,-1.056566,-0.517,-35.648
73.92,0,0.191393,0.718676,-0.975005,-3.419,-37.594
73.93,0,0.162397,0.735518,-0.898794,-6.467,-39.373
73.94,0,0.142675,0.783574,-0.850714,-8.968,-41.03
73.95,0,0.13949,0.865161,-0.827603,-10.325,-42.652
73.96,0,0.149682,0.957067,-0.817029,-10.403,-44.266
73.97,0,0.161378,1.042476,-0.81364,-9.497,-45.876
73.98,0,0.163238,1.115018,-0.818507,-7.931,-47.477
73.99,0,0.153453,1.14646,-0.826737,-5.997,-49.036
74,0,0.141503,1.117005,-0.832088,-4.171,-50.532
74.01,0,0.14851,1.053152,-0.834585,-3,-51.951
74.02,0,0.182144,1.02864,-0.843171,-2.34,-53.327
74.03,0,0.228466,1.075625,-0.875786,-1.568,-54.7
74.04,0,0.274942,1.137109,-0.93653,-0.603,-56.081
74.05,0,0.313035,1.155276,-1.004918,0.131,-57.448
74.06,0,0.337648,1.138765,-1.056235,0.322,-58.713
74.07,0,0.356198,1.149492,-1.086633,-0.096,-59.966
74.08,0,0.37913,1.209039,-1.114686,-0.972,-61.461
74.09,0,0.410929,1.275898,-1.157518,-1.893,-63.291
