xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[?/s],MM5_yawRate[?/s]
57.31,0,-0.012549,0.169378,-1.446767,-2.29,-5.824
57.32,0,0.102391,0.192489,-1.470209,3.833,-4.863
57.33,0,0.208439,0.073421,-1.510467,10.195,-3.754
57.34,0,0.270687,-0.184641,-1.585761,14.909,-2.407
57.35,0,0.296116,-0.554075,-1.639269,16.812,-0.514
57.36,0,0.293823,-0.990115,-1.62291,15.426,2.358
57.37,0,0.274101,-1.39596,-1.533552,11.231,6.366
57.38,0,0.256163,-1.662022,-1.383781,5.961,11.366
57.39,0,0.24829,-1.733927,-1.210746,1.92,17.077
57.4,0,0.241665,-1.647983,-1.053509,0.137,23.04
57.41,0,0.220568,-1.495587,-0.925192,-0.28,28.628
57.42,0,0.177404,-1.354759,-0.82717,-0.456,33.343
57.43,0,0.126929,-1.250214,-0.757635,-0.255,37.165
57.44,0,0.088097,-1.160219,-0.713657,1.018,40.335
57.45,0,0.061369,-1.076696,-0.690979,3.276,42.958
57.46,0,0.03966,-1.031239,-0.70163,5.551,45.045
57.47,0,0.009924,-1.053713,-0.768005,6.769,46.704
57.48,0,-0.041774,-1.14781,-0.876474,6.119,48.183
57.49,0,-0.108277,-1.263821,-0.960379,3.484,49.761
57.5,0,-0.14135,-1.318119,-0.963157,0.141,51.586
57.51,0,-0.080708,-1.311621,-0.911101,-1.974,53.608
57.52,0,0.064069,-1.311978,-0.873416,-1.735,55.775
57.53,0,0.210172,-1.335547,-0.886589,0.494,58.051
57.54,0,0.292294,-1.329126,-0.947385,3.251,60.292
57.55,0,0.313162,-1.265783,-1.030271,5.072,62.295
57.56,0,0.313493,-1.223537,-1.097819,5.48,63.96
57.57,0,0.317545,-1.262776,-1.113514,4.874,65.434
57.58,0,0.325698,-1.332209,-1.086251,3.694,66.943
57.59,0,0.336451,-1.346503,-1.06788,2.244,68.489
57.6,0,0.346515,-1.280688,-1.072848,0.878,70.002
57.61,0,0.353471,-1.194362,-1.076415,-0.11,71.38
57.62,0,0.354771,-1.153824,-1.080823,-0.613,72.506
57.63,0,0.339126,-1.167328,-1.111297,-0.669,73.447
57.64,0,0.299709,-1.197598,-1.146001,-0.466,74.492
57.65,0,0.252418,-1.180552,-1.125159,-0.294,75.688
57.66,0,0.22044,-1.07453,-1.043393,-0.241,76.633
57.67,0,0.20156,-0.932734,-0.964023,0.017,76.902
57.68,0,0.173965,-0.835859,-0.940734,0.614,76.376
57.69,0,0.113169,-0.792109,-0.955717,1.119,75.209
57.7,0,0.026792,-0.804697,-0.949423,1.349,73.749
57.71,0,-0.037978,-0.883379,-0.905445,1.816,72.416
57.72,0,-0.051202,-0.976967,-0.86302,2.81,71.366
57.73,0,-0.024193,-1.009913,-0.850433,4.004,70.438
57.74,0,0.009746,-0.965297,-0.855733,4.975,69.371
57.75,0,0.030461,-0.914566,-0.855173,5.38,67.975
57.76,0,0.043303,-0.93225,-0.852701,4.869,66.338
57.77,0,0.056349,-1.018703,-0.879124,3.253,64.805
57.78,0,0.073089,-1.125898,-0.943868,0.847,63.749
57.79,0,0.08853,-1.195432,-1.015212,-1.615,63.365
57.8,0,0.088021,-1.207535,-1.061611,-3.521,63.553
57.81,0,0.069548,-1.196655,-1.077256,-4.636,64.032
57.82,0,0.040857,-1.152881,-1.071243,-5.016,64.61
57.83,0,0.005516,-1.036055,-1.056363,-5.078,65.111
57.84,0,-0.021467,-0.913955,-1.034017,-4.988,65.42
57.85,0,-0.026002,-0.882589,-1.00023,-4.29,65.669
57.86,0,-0.015046,-0.920172,-0.966928,-2.745,66.009
57.87,0,0.001771,-0.938543,-0.944811,-0.771,66.309
57.88,0,0.01767,-0.883455,-0.921471,0.969,66.363
57.89,0,0.023149,-0.766604,-0.903432,1.87,66.023
57.9,0,0.015734,-0.653244,-0.921522,1.541,65.134
57.91,0,0.000038,-0.623916,-0.962392,0.028,63.726
57.92,0,-0.020193,-0.696738,-0.990599,-2.103,62.265
57.93,0,-0.045367,-0.786478,-1.019391,-4.01,61.313
57.94,0,-0.080759,-0.786835,-1.064389,-5.151,60.877
57.95,0,-0.126139,-0.679768,-1.091066,-5.651,60.363
57.96,0,-0.172079,-0.510708,-1.060567,-6,59.213
57.97,0,-0.208872,-0.311149,-0.982522,-6.345,57.248
57.98,0,-0.225511,-0.118851,-0.896501,-6.13,54.485
57.99,0,-0.215115,0.015173,-0.837056,-4.784,51.062
58,0,-0.188565,0.047915,-0.832368,-2.561,47.26
58.01,0,-0.16418,-0.035838,-0.886207,-0.375,43.492
58.02,0,-0.154116,-0.195903,-0.97396,1.004,40.19
58.03,0,-0.161887,-0.367842,-1.057866,1.297,37.626
58.04,0,-0.182297,-0.517741,-1.095678,0.446,35.833
58.05,0,-0.197202,-0.638898,-1.084696,-1.322,34.797
58.06,0,-0.184361,-0.731977,-1.065102,-3.224,34.616
58.07,0,-0.150217,-0.783344,-1.055089,-4.57,35.176
58.08,0,-0.127158,-0.796365,-1.041763,-5.233,36.106
58.09,0,-0.133655,-0.806378,-1.031774,-5.287,37.206
58.1,0,-0.16046,-0.807398,-1.046808,-4.771,38.432
58.11,0,-0.187189,-0.778758,-1.066147,-3.851,39.621
58.12,0,-0.196362,-0.744997,-1.0517,-2.562,40.621
58.13,0,-0.182806,-0.738219,-1.017709,-0.69,41.522
58.14,0,-0.157326,-0.775369,-1.003084,1.565,42.525
58.15,0,-0.133553,-0.850459,-1.017404,3.359,43.696
58.16,0,-0.116711,-0.924886,-1.048158,4.019,44.952
58.17,0,-0.109246,-0.956659,-1.084161,3.529,46.207
58.18,0,-0.113552,-0.929472,-1.112801,2.301,47.335
58.19,0,-0.124228,-0.879659,-1.109157,0.801,48.217
58.2,0,-0.132764,-0.861211,-1.055751,-0.679,48.969
58.21,0,-0.146599,-0.857415,-0.972075,-1.942,49.802
58.22,0,-0.176411,-0.810837,-0.896527,-2.646,50.733
58.23,0,-0.224695,-0.647332,-0.835451,-2.414,51.508
58.24,0,-0.291682,-0.347254,-0.775369,-0.95,51.593
58.25,0,-0.344273,-0.099869,-0.756514,1.731,50.587
58.26,0,-0.336451,-0.129298,-0.823221,4.656,48.894
58.27,0,-0.278917,-0.370798,-0.910744,6.34,47.446
58.28,0,-0.225256,-0.542176,-0.92458,6.081,46.634
58.29,0,-0.207471,-0.503752,-0.882487,4.044,45.858
58.3,0,-0.220721,-0.373346,-0.87227,0.585,44.356
58.31,0,-0.249386,-0.311582,-0.930237,-3.876,42.115
58.32,0,-0.280955,-0.325418,-1.030042,-8.49,39.766
58.33,0,-0.312601,-0.297721,-1.12735,-11.844,37.735
58.34,0,-0.349904,-0.143389,-1.17673,-12.637,35.776
58.35,0,-0.381881,0.090594,-1.173367,-10.543,33.317
58.36,0,-0.378569,0.294128,-1.171812,-6.225,30.133
58.37,0,-0.323685,0.412687,-1.205854,-0.857,26.513
58.38,0,-0.236263,0.442397,-1.252508,4.171,22.79
58.39,0,-0.163059,0.391742,-1.289377,7.865,19.218
58.4,0,-0.143542,0.288548,-1.318399,10.168,16.153
58.41,0,-0.18831,0.152612,-1.324387,11.106,13.961
58.42,0,-0.289007,-0.026563,-1.275669,9.924,12.723
58.43,0,-0.409425,-0.21565,-1.174462,6.313,12.141
58.44,0,-0.488464,-0.316347,-1.048133,1.852,11.883
58.45,0,-0.492796,-0.296625,-0.916783,-1.632,11.8
58.46,0,-0.447798,-0.255679,-0.806633,-4.166,11.739
58.47,0,-0.402902,-0.294893,-0.750501,-7.028,11.519
58.48,0,-0.387971,-0.391386,-0.753788,-10.762,11.203
58.49,0,-0.410496,-0.426548,-0.78416,-14.253,11.018
58.5,0,-0.458831,-0.335533,-0.794428,-15.816,10.944
58.51,0,-0.509434,-0.170041,-0.756004,-14.509,10.794
58.52,0,-0.542992,0.012192,-0.675666,-10.162,10.578
58.53,0,-0.550432,0.1878,-0.59441,-3.308,10.454
58.54,0,-0.535985,0.294179,-0.563987,4.238,10.373
58.55,0,-0.509638,0.252367,-0.609877,9.895,10.191
58.56,0,-0.478553,0.081421,-0.719746,12.171,10.02
58.57,0,-0.451264,-0.116431,-0.854026,11.364,10.129
58.58,0,-0.431618,-0.269285,-0.971922,8.585,10.547
58.59,0,-0.413095,-0.357064,-1.056286,5.021,11.082
58.6,0,-0.385398,-0.375027,-1.096672,1.724,11.552
58.61,0,-0.341776,-0.322793,-1.085308,-0.735,11.855
58.62,0,-0.28358,-0.216262,-1.047648,-2.396,11.867
58.63,0,-0.216109,-0.083485,-1.030093,-3.367,11.506
58.64,0,-0.147313,0.05454,-1.043546,-3.603,10.754
58.65,0,-0.086721,0.172156,-1.057993,-3.332,9.61
58.66,0,-0.040857,0.245105,-1.064822,-3.002,8.142
58.67,0,-0.011173,0.280395,-1.073969,-2.716,6.526
58.68,0,0.011988,0.297823,-1.068185,-2.279,4.94
58.69,0,0.043533,0.295377,-1.013072,-1.84,3.42
58.7,0,0.101754,0.258482,-0.894004,-1.765,1.941
58.71,0,0.21435,0.19891,-0.751061,-2.034,0.572
58.72,0,0.374034,0.149631,-0.664735,-2.288,-0.595
58.73,0,0.52034,0.11931,-0.674851,-2.318,-1.529
58.74,0,0.603812,0.106111,-0.753788,-2.113,-2.252
58.75,0,0.631636,0.117068,-0.850077,-1.635,-2.819
58.76,0,0.652275,0.142905,-0.921599,-1.008,-3.319
58.77,0,0.698878,0.153224,-0.958265,-0.651,-3.851
58.78,0,0.744691,0.125196,-0.972686,-1.029,-4.444
58.79,0,0.735824,0.080122,-0.987567,-2.459,-5.059
58.8,0,0.663792,0.060553,-1.019009,-4.994,-5.692
58.81,0,0.588703,0.09964,-1.068287,-8.211,-6.427
58.82,0,0.583173,0.224364,-1.147326,-10.984,-7.402
58.83,0,0.661219,0.437861,-1.270216,-11.945,-8.713
58.84,0,0.769636,0.675182,-1.412471,-10.413,-10.444
58.85,0,0.844802,0.80727,-1.511537,-6.85,-12.545
58.86,0,0.86539,0.743494,-1.532227,-2.463,-14.635
58.87,0,0.848853,0.511702,-1.482847,1.456,-16.107
58.88,0,0.809436,0.216822,-1.378888,3.971,-16.444
58.89,0,0.751418,-0.041698,-1.252839,4.78,-15.572
58.9,0,0.68917,-0.203776,-1.152142,4.353,-13.867
58.91,0,0.638592,-0.264393,-1.095016,3.546,-11.783
58.92,0,0.605953,-0.266686,-1.067931,2.902,-9.613
58.93,0,0.586358,-0.25336,-1.053356,2.363,-7.47
58.94,0,0.570433,-0.226963,-1.034348,1.59,-5.471
58.95,0,0.559401,-0.165811,-0.999338,0.407,-3.79
58.96,0,0.553464,-0.064732,-0.944862,-1.194,-2.625
58.97,0,0.536061,0.060324,-0.874333,-3.082,-2.096
58.98,0,0.49277,0.179315,-0.797409,-5.07,-2.2
58.99,0,0.429835,0.27219,-0.719976,-6.869,-2.793
59,0,0.360631,0.36723,-0.636452,-7.595,-3.659
59.01,0,0.294026,0.527347,-0.542074,-6.156,-4.74
59.02,0,0.234531,0.780363,-0.454525,-2.2,-6.191
59.03,0,0.184692,1.061178,-0.396762,3.296,-8.222
59.04,0,0.146803,1.252941,-0.37225,8.226,-10.928
59.05,0,0.118036,1.273783,-0.368504,10.64,-14.193
59.06,0,0.107436,1.143708,-0.39694,10.116,-17.69
59.07,0,0.155033,1.050986,-0.52806,7.438,-21.122
59.08,0,0.28995,1.186413,-0.807652,3.051,-24.669
59.09,0,0.473813,1.479509,-1.150053,-2.626,-28.946
59.1,0,0.622718,1.714282,-1.402254,-8.015,-34.153
59.11,0,0.683819,1.824636,-1.502568,-11.293,-39.759
59.12,0,0.674214,1.922275,-1.495714,-11.613,-45.306
59.13,0,0.650645,2.065982,-1.464603,-9.205,-50.863
59.14,0,0.657269,2.194554,-1.471304,-5.1,-56.615
59.15,0,0.696024,2.184719,-1.516506,-0.843,-62.396
59.16,0,0.738321,2.012347,-1.554828,2.26,-67.744
59.17,0,0.756641,1.786798,-1.542113,3.937,-72.291
59.18,0,0.744972,1.61119,-1.475126,4.773,-76.023
59.19,0,0.714701,1.522213,-1.382583,5.319,-79.114
59.2,0,0.679845,1.471024,-1.285122,5.725,-81.745
59.21,0,0.642975,1.396928,-1.189394,5.94,-83.953
59.22,0,0.589875,1.283899,-1.113795,5.816,-85.638
59.23,0,0.50179,1.155174,-1.04905,5.379,-86.808
59.24,0,0.383792,1.061331,-0.938543,5.192,-87.695
59.25,0,0.276369,0.983388,-0.770222,5.972,-88.394
59.26,0,0.204311,0.823628,-0.59627,7.824,-88.364
59.27,0,0.137528,0.619839,-0.467877,9.911,-87.055
59.28,0,0.031633,0.486349,-0.418241,10.78,-84.793
59.29,0,-0.109628,0.407081,-0.431797,9.288,-82.258
59.3,0,-0.237716,0.282713,-0.440842,5.254,-79.578
59.31,0,-0.29846,0.0869,-0.397246,-0.812,-76.448
59.32,0,-0.25838,-0.091027,-0.339355,-8.035,-72.472
59.33,0,-0.14079,-0.14028,-0.340094,-15.092,-67.54
59.34,0,-0.013313,0.022894,-0.411438,-20.199,-62.144
59.35,0,0.078058,0.409935,-0.522429,-21.613,-57.233
59.36,0,0.12968,0.910158,-0.650594,-18.545,-53.678
59.37,0,0.166372,1.375092,-0.786555,-11.734,-51.941
59.38,0,0.222275,1.730181,-0.92909,-2.986,-52.101
59.39,0,0.311124,1.947908,-1.078632,5.895,-54.01
59.4,0,0.409731,1.995173,-1.221167,13.52,-57.179
59.41,0,0.479903,1.886934,-1.327342,18.639,-60.948
59.42,0,0.504746,1.696726,-1.383551,20.214,-64.793
59.43,0,0.486069,1.477598,-1.400623,18.105,-68.436
59.44,0,0.440231,1.281861,-1.388443,13.059,-71.8
59.45,0,0.402418,1.183584,-1.371983,5.886,-74.903
59.46,0,0.397195,1.164423,-1.361919,-2.635,-77.767
59.47,0,0.420229,1.133618,-1.330808,-10.873,-80.234
59.48,0,0.454449,1.092187,-1.277707,-16.454,-82.013
59.49,0,0.492082,1.143784,-1.245246,-18.175,-83.024
59.5,0,0.518709,1.293734,-1.268535,-16.647,-83.628
59.51,0,0.49621,1.405566,-1.297989,-12.538,-84.167
59.52,0,0.411234,1.432779,-1.252457,-6.648,-84.637
59.53,0,0.284624,1.435581,-1.131758,-0.471,-85.135
59.54,0,0.147491,1.408241,-0.987439,4.872,-85.766
59.55,0,0.029085,1.306704,-0.87441,8.753,-86.358
59.56,0,-0.062031,1.162589,-0.810353,10.665,-86.72
59.57,0,-0.123616,0.98242,-0.762833,10.554,-86.727
59.58,0,-0.149937,0.744207,-0.694929,8.976,-86.113
59.59,0,-0.144306,0.475928,-0.609469,6.531,-84.434
59.6,0,-0.118418,0.250889,-0.559401,3.657,-81.505
59.61,0,-0.079918,0.166448,-0.560216,0.989,-77.693
59.62,0,-0.032092,0.211701,-0.565949,-0.709,-73.68
59.63,0,0.015632,0.315863,-0.568981,-0.909,-69.915
59.64,0,0.050947,0.446932,-0.601774,0.484,-66.503
59.65,0,0.069318,0.641217,-0.681526,3.189,-63.758
59.66,0,0.065624,0.882105,-0.802454,6.459,-62.206
59.67,0,0.036067,1.047139,-0.945856,8.995,-61.852
59.68,0,0.002637,1.058477,-1.10559,9.285,-62.123
59.69,0,-0.00065,0.965781,-1.259158,6.527,-62.51
59.7,0,0.036551,0.895711,-1.351778,1.483,-62.864
59.71,0,0.098467,0.906897,-1.355396,-4.264,-63.174
59.72,0,0.170627,0.999084,-1.307493,-9.633,-63.518
59.73,0,0.241869,1.166309,-1.287543,-14.06,-64.114
59.74,0,0.291096,1.367015,-1.322374,-16.49,-65.106
59.75,0,0.305951,1.54568,-1.362021,-15.556,-66.41
59.76,0,0.292982,1.673692,-1.364772,-10.999,-67.927
59.77,0,0.260469,1.710154,-1.336184,-4.053,-69.639
59.78,0,0.209739,1.598322,-1.313481,3.402,-71.312
59.79,0,0.140204,1.340031,-1.321788,9.607,-72.514
59.8,0,0.052043,1.002957,-1.336108,13.621,-72.932
59.81,0,-0.050157,0.662442,-1.306041,15.628,-72.54
59.82,0,-0.151211,0.355,-1.215052,16.384,-71.462
59.83,0,-0.237308,0.061649,-1.092595,16.414,-69.688
59.84,0,-0.312933,-0.261055,-0.968508,15.499,-67.045
59.85,0,-0.404533,-0.62119,-0.853618,12.887,-63.285
59.86,0,-0.53387,-0.962902,-0.736206,7.789,-58.237
59.87,0,-0.676099,-1.217498,-0.587709,-0.05,-52.093
59.88,0,-0.776261,-1.32138,-0.400329,-9.536,-45.339
59.89,0,-0.804416,-1.226034,-0.194272,-18.274,-38.453
59.9,0,-0.74994,-0.948812,-0.013492,-23.972,-31.769
59.91,0,-0.613979,-0.579938,0.07895,-25.757,-25.509
59.92,0,-0.43093,-0.230148,0.037468,-24.122,-19.98
59.93,0,-0.251271,0.065675,-0.1533,-19.674,-15.492
59.94,0,-0.119004,0.312627,-0.467418,-12.895,-12.185
59.95,0,-0.05668,0.464768,-0.825208,-5.093,-10.083
59.96,0,-0.057623,0.478756,-1.129184,1.684,-9.03
59.97,0,-0.092097,0.380225,-1.312997,5.767,-8.751
59.98,0,-0.120559,0.222122,-1.384061,6.744,-8.949
59.99,0,-0.111539,0.04952,-1.407732,5.129,-9.217
60,0,-0.055687,-0.072911,-1.46203,1.817,-9.299
60.01,0,0.027353,-0.074797,-1.585837,-1.821,-9.193
60.02,0,0.091155,0.066159,-1.711937,-4.149,-9.116
60.03,0,0.099155,0.302053,-1.741622,-4.069,-9.38
60.04,0,0.072886,0.530022,-1.712906,-1.793,-10.112
60.05,0,0.054616,0.641268,-1.729824,1.086,-11.179
60.06,0,0.047151,0.580065,-1.755101,2.779,-12.224
60.07,0,0.0312,0.406648,-1.668672,2.652,-12.862
60.08,0,-0.001083,0.25071,-1.465266,1.32,-12.961
60.09,0,-0.036806,0.173047,-1.25159,-0.27,-12.69
60.1,0,-0.058362,0.15037,-1.107628,-1.571,-12.33
60.11,0,-0.063152,0.146828,-1.022067,-2.544,-12.055
60.12,0,-0.063738,0.142675,-0.934492,-3.394,-11.872
60.13,0,-0.07579,0.121196,-0.819042,-4.36,-11.726
60.14,0,-0.107691,0.07314,-0.706853,-5.494,-11.577
60.15,0,-0.156919,0.013186,-0.616196,-6.33,-11.332
60.16,0,-0.213943,-0.021645,-0.531194,-5.94,-10.799
60.17,0,-0.262508,-0.004497,-0.447696,-3.507,-9.871
60.18,0,-0.280242,0.0378,-0.381041,1.102,-8.553
60.19,0,-0.259221,0.05561,-0.35686,7.03,-6.915
60.2,0,-0.199547,0.033162,-0.396099,12.836,-5.141
60.21,0,-0.100735,-0.000013,-0.483827,17.434,-3.426
60.22,0,-0.003147,-0.063254,-0.573058,20.053,-1.905
60.23,0,0.048221,-0.24141,-0.643383,19.646,-0.528
60.24,0,0.07151,-0.512467,-0.732563,15.905,0.907
60.25,0,0.108226,-0.737404,-0.860167,10.304,2.531
60.26,0,0.164715,-0.837999,-0.988611,4.97,4.373
60.27,0,0.222657,-0.843961,-1.079804,1.123,6.369
60.28,0,0.274789,-0.800671,-1.13507,-0.9,8.394
60.29,0,0.335839,-0.744105,-1.18682,-1.083,10.376
60.3,0,0.405884,-0.702828,-1.249195,0.251,12.3
60.31,0,0.443543,-0.68996,-1.302041,2.348,14.137
60.32,0,0.417936,-0.722371,-1.336643,4.09,15.902
60.33,0,0.358109,-0.798811,-1.362097,4.581,17.71
60.34,0,0.310308,-0.881468,-1.362734,3.788,19.698
60.35,0,0.282408,-0.931816,-1.31315,2.36,21.874
60.36,0,0.261285,-0.936072,-1.222008,1.086,24.081
60.37,0,0.243602,-0.902387,-1.115247,0.398,26.113
60.38,0,0.231473,-0.862358,-1.012537,0.17,27.806
60.39,0,0.224695,-0.852319,-0.930568,0.13,29.143
60.4,0,0.2236,-0.885749,-0.876729,0.088,30.306
60.41,0,0.224772,-0.935256,-0.847223,-0.225,31.465
60.42,0,0.220058,-0.974699,-0.832291,-0.775,32.655
60.43,0,0.208082,-1.026194,-0.819042,-1.075,33.867
60.44,0,0.195572,-1.118967,-0.807092,-0.755,35.294
60.45,0,0.191801,-1.228531,-0.811856,-0.179,37.189
60.46,0,0.203929,-1.309863,-0.837209,0.045,39.493
60.47,0,0.230632,-1.368059,-0.86855,-0.09,42.037
60.48,0,0.265744,-1.424727,-0.902183,-0.222,44.771
60.49,0,0.306486,-1.474031,-0.946034,-0.274,47.791
60.5,0,0.350414,-1.476808,-0.990752,-0.332,51.08
60.51,0,0.389194,-1.411961,-1.022704,-0.099,54.377
60.52,0,0.420356,-1.323087,-1.056668,0.837,57.436
60.53,0,0.449556,-1.269834,-1.114177,2.161,60.215
60.54,0,0.474909,-1.260789,-1.185979,2.882,62.695
60.55,0,0.486146,-1.228353,-1.233372,2.352,64.793
60.56,0,0.475852,-1.148626,-1.211383,0.888,66.363
60.57,0,0.447442,-1.106584,-1.112266,-0.571,67.438
60.58,0,0.40889,-1.132624,-0.988841,-1.346,68.295
60.59,0,0.367868,-1.145925,-0.905674,-1.268,69.045
60.6,0,0.330922,-1.078887,-0.881137,-0.404,69.577
60.61,0,0.298511,-0.948175,-0.887303,1.101,69.688
60.62,0,0.270177,-0.836394,-0.889086,2.911,69.23
60.63,0,0.246583,-0.819169,-0.869034,4.3,68.302
60.64,0,0.227677,-0.893545,-0.833795,4.445,67.249
60.65,0,0.216261,-0.987618,-0.809793,3.064,66.433
60.66,0,0.218708,-1.031978,-0.821972,0.809,66.006
60.67,0,0.232543,-0.98405,-0.863708,-1.137,65.75
60.68,0,0.240315,-0.799397,-0.910566,-1.953,65.146
60.69,0,0.232798,-0.559579,-0.96945,-1.561,63.76
60.7,0,0.216032,-0.476259,-1.045636,-0.118,61.818
60.71,0,0.187928,-0.614616,-1.10187,2.021,60.09
60.72,0,0.142268,-0.827527,-1.098889,3.987,59.046
60.73,0,0.097805,-0.965297,-1.034959,5.011,58.567
60.74,0,0.088174,-1.015646,-0.947155,4.974,58.376
60.75,0,0.121935,-1.039418,-0.889621,4.08,58.33
60.76,0,0.175188,-1.065306,-0.900884,2.619,58.432
60.77,0,0.218886,-1.075141,-0.977502,0.966,58.719
60.78,0,0.243296,-1.053178,-1.076339,-0.516,59.15
60.79,0,0.254838,-1.010499,-1.153441,-1.546,59.616
60.8,0,0.256214,-0.966495,-1.194643,-1.963,60.028
60.81,0,0.240926,-0.924453,-1.21174,-1.749,60.387
60.82,0,0.205636,-0.87734,-1.219868,-1.01,60.678
60.83,0,0.161072,-0.826482,-1.215205,-0.22,60.873
60.84,0,0.12568,-0.779166,-1.18124,0.027,60.968
60.85,0,0.116966,-0.762655,-1.11168,-0.079,61.032
60.86,0,0.135923,-0.800951,-1.028487,0.309,61.237
60.87,0,0.152383,-0.869441,-0.956863,1.58,61.64
60.88,0,0.135184,-0.913241,-0.904782,3.445,62.106
60.89,0,0.087613,-0.8938,-0.869034,5.356,62.407
60.9,0,0.039736,-0.843936,-0.834024,6.735,62.326
60.91,0,0.024168,-0.859784,-0.797027,7.15,61.884
60.92,0,0.049113,-0.992459,-0.777204,6.402,61.435
60.93,0,0.095435,-1.166003,-0.789612,4.665,61.384
60.94,0,0.135184,-1.24336,-0.832215,2.368,61.87
60.95,0,0.156791,-1.203662,-0.898922,-0.047,62.63
60.96,0,0.166244,-1.122254,-0.970164,-2.061,63.301
60.97,0,0.158345,-1.019926,-0.997325,-3.503,63.661
60.98,0,0.13047,-0.928453,-0.951512,-4.694,63.637
60.99,0,0.112227,-0.946595,-0.876397,-5.412,63.538
61,0,0.132458,-1.063166,-0.848166,-4.881,63.841
61.01,0,0.183851,-1.139682,-0.887405,-3.116,64.607
61.02,0,0.245462,-1.144192,-0.948124,-0.966,65.554
61.03,0,0.303785,-1.169698,-0.99837,1.075,66.588
61.04,0,0.349573,-1.253884,-1.04961,3.005,67.893
61.05,0,0.374492,-1.331674,-1.101004,4.623,69.498
61.06,0,0.378314,-1.351268,-1.124241,5.405,71.203
61.07,0,0.376327,-1.361995,-1.114253,5.098,72.86
61.08,0,0.382518,-1.407553,-1.103908,3.996,74.566
61.09,0,0.398163,-1.450258,-1.109845,2.521,76.38
61.1,0,0.415719,-1.418918,-1.115298,0.911,78.086
61.11,0,0.413069,-1.24708,-1.093691,-0.912,79.225
61.12,0,0.37834,-0.969807,-1.02757,-2.788,79.369
61.13,0,0.334642,-0.741099,-0.935256,-3.688,78.498
61.14,0,0.308244,-0.685144,-0.859351,-2.744,77.103
61.15,0,0.301008,-0.773738,-0.829489,-0.276,75.8
61.16,0,0.303276,-0.888551,-0.843554,2.487,74.91
61.17,0,0.314691,-0.977502,-0.874512,4.214,74.471
61.18,0,0.344732,-1.070096,-0.894208,4.3,74.449
61.19,0,0.386162,-1.178437,-0.891252,3.424,74.79
61.2,0,0.415515,-1.257884,-0.891227,2.79,75.433
61.21,0,0.425656,-1.277453,-0.928478,2.749,76.338
61.22,0,0.42637,-1.281784,-0.999415,2.926,77.454
61.23,0,0.430778,-1.299085,-1.079091,3.066,78.743
61.24,0,0.44232,-1.305557,-1.131376,3.026,80.152
61.25,0,0.448104,-1.278293,-1.130229,2.643,81.51
61.26,0,0.435262,-1.187687,-1.089181,1.861,82.516
61.27,0,0.411082,-1.058732,-1.031672,0.924,82.933
61.28,0,0.385296,-0.969374,-0.970622,0.373,82.827
61.29,0,0.353064,-0.939715,-0.9296,0.717,82.454
61.3,0,0.313595,-0.927383,-0.935919,1.931,81.953
61.31,0,0.272419,-0.897444,-0.964201,3.207,81.306
61.32,0,0.244009,-0.86646,-0.982725,3.673,80.483
61.33,0,0.26024,-0.918032,-1.032921,3.097,79.546
61.34,0,0.329367,-1.091092,-1.136166,1.604,78.776
61.35,0,0.407412,-1.280892,-1.234799,-0.867,78.502
61.36,0,0.447289,-1.366225,-1.25661,-4.107,78.715
61.37,0,0.434243,-1.306882,-1.196222,-6.989,79.075
61.38,0,0.382952,-1.132955,-1.115425,-8.42,79.098
61.39,0,0.325825,-0.90998,-1.050833,-8.308,78.39
61.4,0,0.284854,-0.713784,-0.995338,-7.065,76.998
61.41,0,0.262941,-0.576319,-0.946314,-5.089,75.249
61.42,0,0.256647,-0.493662,-0.906846,-2.678,73.258
61.43,0,0.262661,-0.493968,-0.873136,0.053,70.983
61.44,0,0.276241,-0.58804,-0.85502,2.653,68.675
61.45,0,0.290536,-0.752743,-0.87706,4.198,66.767
61.46,0,0.297645,-0.920809,-0.930186,4.025,65.45
61.47,0,0.294077,-1.010014,-0.957882,2.128,64.6
61.48,0,0.276318,-0.984127,-0.911662,-0.828,63.933
61.49,0,0.241971,-0.864167,-0.798148,-3.74,63.213
61.5,0,0.208363,-0.716459,-0.698751,-5.384,62.344
61.51,0,0.21165,-0.63528,-0.706981,-4.77,61.508
61.52,0,0.265285,-0.686801,-0.828928,-2.127,61.131
61.53,0,0.338438,-0.868932,-0.989605,0.638,61.49
61.54,0,0.390519,-1.118508,-1.104443,1.507,62.489
61.55,0,0.412126,-1.323877,-1.135758,0.329,63.992
61.56,0,0.416942,-1.393081,-1.098328,-1.39,66.011
61.57,0,0.40331,-1.301913,-1.026194,-2.577,68.342
61.58,0,0.368683,-1.127834,-0.949245,-3.235,70.374
61.59,0,0.337444,-1.017327,-0.89301,-3.201,71.819
61.6,0,0.331609,-1.056898,-0.895762,-2.283,73.061
61.61,0,0.345572,-1.18705,-0.979413,-1.043,74.504
61.62,0,0.369804,-1.305659,-1.102201,-0.387,76.207
61.63,0,0.400278,-1.351625,-1.189292,-0.812,78.056
61.64,0,0.422165,-1.290779,-1.195432,-2.034,79.869
61.65,0,0.425758,-1.153008,-1.140625,-3.24,81.313
61.66,0,0.428153,-1.084696,-1.086225,-3.72,82.324
61.67,0,0.445938,-1.157849,-1.073842,-3.274,83.327
61.68,0,0.465125,-1.218976,-1.077638,-2.26,84.536
