xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[?/s],MM5_yawRate[?/s]
181.45,0,-0.655435,0.196514,-1.034297,3.676,-12.245
181.46,0,-0.70135,0.123361,-0.969425,1.747,-12.053
181.47,0,-0.76212,0.140484,-0.936861,-0.926,-11.646
181.48,0,-0.790428,0.254966,-0.976636,-3.249,-11.301
181.49,0,-0.758731,0.311174,-1.00553,-4.457,-11.153
181.5,0,-0.678061,0.279911,-0.952888,-4.566,-11.026
181.51,0,-0.593315,0.229154,-0.851962,-4.064,-10.681
181.52,0,-0.524799,0.224084,-0.780287,-3.206,-10.06
181.53,0,-0.470628,0.272088,-0.792313,-1.985,-9.332
181.54,0,-0.436842,0.334922,-0.898692,-0.682,-8.806
181.55,0,-0.437453,0.359077,-1.052056,0.099,-8.65
181.56,0,-0.481483,0.336451,-1.148091,0.183,-8.557
181.57,0,-0.546788,0.289185,-1.117209,0.274,-8.411
181.58,0,-0.583454,0.225154,-1.001733,1.028,-8.178
181.59,0,-0.561031,0.171697,-0.888832,2.147,-7.808
181.6,0,-0.505307,0.173251,-0.835527,2.983,-7.34
181.61,0,-0.47496,0.234811,-0.853389,3.352,-6.903
181.62,0,-0.497153,0.302664,-0.910082,3.34,-6.763
181.63,0,-0.56386,0.339559,-0.951563,3.034,-6.994
181.64,0,-0.647205,0.348936,-0.955946,2.912,-7.35
181.65,0,-0.704891,0.34914,-0.945907,3.561,-7.49
181.66,0,-0.716765,0.272623,-0.928784,4.899,-7.616
181.67,0,-0.696126,0.151058,-0.903202,6.028,-7.49
181.68,0,-0.657601,0.049673,-0.906897,5.806,-6.939
181.69,0,-0.616323,-0.00651,-0.967972,3.711,-6.143
181.7,0,-0.589161,0.010918,-1.052897,0.501,-5.192
181.71,0,-0.580906,0.117858,-1.098252,-1.985,-4.244
181.72,0,-0.585772,0.280216,-1.075473,-2.002,-3.679
181.73,0,-0.586537,0.428306,-1.059471,0.904,-3.695
181.74,0,-0.562,0.490808,-1.169417,5.493,-4.038
181.75,0,-0.516441,0.497688,-1.385666,9.272,-4.2
181.76,0,-0.488974,0.249335,-1.542546,9.99,-4.755
181.77,0,-0.505434,-0.046259,-1.535361,7.378,-5.134
181.78,0,-0.544367,-0.178347,-1.413567,3.216,-4.852
181.79,0,-0.564701,-0.17957,-1.197038,-0.379,-4.276
181.8,0,-0.551502,-0.117858,-0.875607,-2.142,-3.642
181.81,0,-0.528697,-0.036271,-0.587734,-2.14,-3.072
181.82,0,-0.541972,0.111207,-0.449607,-1.741,-2.791
181.83,0,-0.601927,0.28572,-0.41814,-1.692,-3.048
181.84,0,-0.666595,0.363944,-0.440154,-1.184,-3.661
181.85,0,-0.692788,0.37169,-0.508976,0.488,-3.935
181.86,0,-0.670493,0.266355,-0.599226,3.049,-4.346
181.87,0,-0.625852,0.178245,-0.666187,5.675,-4.644
181.88,0,-0.584065,0.169531,-0.714421,7.473,-4.669
181.89,0,-0.54554,0.172054,-0.794887,7.804,-4.843
181.9,0,-0.490758,0.170856,-0.938645,6.335,-5.375
181.91,0,-0.408151,0.186705,-1.103959,3.339,-6.15
181.92,0,-0.332629,0.237435,-1.182794,0.18,-6.825
181.93,0,-0.320959,0.317978,-1.102609,-1.467,-7.316
181.94,0,-0.381932,0.404406,-0.926032,-1.164,-7.91
181.95,0,-0.461328,0.437937,-0.788466,-0.03,-8.19
181.96,0,-0.487216,0.410725,-0.734448,0.318,-9.876
181.97,0,-0.426777,0.301314,-0.698292,-0.526,-11.429
181.98,0,-0.325571,0.156919,-0.621725,-1.141,-11.37
181.99,0,-0.236544,0.050234,-0.53415,-0.189,-10.408
182,0,-0.123718,-0.027709,-0.512059,1.962,-9.233
182.01,0,0.097907,-0.063815,-0.573568,3.789,-8.136
182.02,0,0.46008,0.026818,-0.676558,3.884,-7.299
182.03,0,0.871811,0.219676,-0.791753,2.103,-7.109
182.04,0,1.174284,0.355026,-0.902209,-0.63,-7.612
182.05,0,1.275057,0.387742,-0.988535,-3.405,-7.91
182.06,0,1.209752,0.425733,-1.053764,-5.297,-9.419
182.07,0,1.138943,0.531169,-1.13372,-5.248,-11.358
182.08,0,1.187534,0.601545,-1.270267,-3.086,-12.952
182.09,0,1.278497,0.448435,-1.432142,-0.704,-14.341
182.1,0,1.284969,0.170499,-1.494771,-0.788,-14.976
182.11,0,1.229117,0.08932,-1.412777,-3.522,-14.794
182.12,0,1.220352,0.3112,-1.292766,-6.207,-14.55
182.13,0,1.28344,0.624043,-1.240965,-6.223,-14.981
182.14,0,1.347242,0.782325,-1.263846,-3.41,-16.117
182.15,0,1.371015,0.808417,-1.324412,0.299,-16.665
182.16,0,1.372518,0.653473,-1.375907,2.773,-18.402
182.17,0,1.347268,0.440715,-1.356797,2.716,-20.367
182.18,0,1.268789,0.268368,-1.240914,0.223,-21.499
182.19,0,1.127783,0.066974,-1.027876,-3.188,-21.997
182.2,0,0.97154,-0.163314,-0.789587,-5.695,-21.174
182.21,0,0.967335,-0.243245,-0.776388,-6.118,-19.02
182.22,0,1.150409,-0.04129,-1.14009,-4.574,-16.771
182.23,0,1.301659,0.220644,-1.560204,-2.127,-15.614
182.24,0,1.300257,0.24699,-1.599902,-0.038,-15.479
182.25,0,1.213574,0.205305,-1.283874,1.089,-15.545
182.26,0,1.125388,-0.182246,-0.943079,1.735,-13.985
182.27,0,1.066376,-0.582715,-0.765432,2.278,-11.232
182.28,0,1.008486,-0.739442,-0.754399,2.447,-8.293
182.29,0,0.964533,-0.849873,-0.816749,1.987,-5.409
182.3,0,1.042272,-0.959844,-0.798454,1.05,-2.278
182.31,0,1.194668,-0.991592,-0.653447,0.092,1.553
182.32,0,1.210848,-0.938033,-0.463672,-0.587,5.924
182.33,0,1.10666,-0.830865,-0.356554,-0.823,10.334
182.34,0,1.098532,-0.682163,-0.436434,-0.349,14.242
182.35,0,1.237271,-0.616935,-0.65016,0.581,15.69
182.36,0,1.370607,-0.695056,-0.846892,0.757,19.05
182.37,0,1.385768,-0.915152,-0.929396,-0.655,23.681
182.38,0,1.322832,-1.129669,-0.909904,-2.593,28.446
182.39,0,1.267031,-1.151377,-0.862587,-2.662,33.842
182.4,0,1.257578,-0.952124,-0.866078,0.567,38.709
182.41,0,1.280102,-0.648147,-0.972814,5.926,42.301
182.42,0,1.276968,-0.363001,-1.143734,10.627,44.417
182.43,0,1.231155,-0.113093,-1.294575,12.523,44.959
182.44,0,1.181164,0.134292,-1.40419,11.124,43.874
182.45,0,1.136752,0.234735,-1.486567,7.245,43.18
182.46,0,1.083754,0.52299,-1.518239,2.345,39.436
182.47,0,1.026627,0.830049,-1.449264,-2.183,34.507
182.48,0,0.964201,0.897316,-1.295824,-5.679,30.308
182.49,0,0.897699,0.726448,-1.148447,-7.918,26.409
182.5,0,0.849159,0.348375,-1.049024,-8.489,23.77
182.51,0,0.833081,-0.115998,-0.94555,-6.879,23.082
182.52,0,0.825463,-0.489101,-0.775497,-2.918,24.215
182.53,0,0.790606,-0.627228,-0.549667,3.036,26.233
182.54,0,0.738143,-0.510887,-0.33696,9.903,27.888
182.55,0,0.708968,-0.426089,-0.177252,15.795,28.41
182.56,0,0.730652,-0.14372,-0.106494,18.686,26.184
182.57,0,0.785077,-0.018919,-0.184259,17.569,22.366
182.58,0,0.789791,-0.232059,-0.39187,13.08,18.806
182.59,0,0.711567,-0.469635,-0.622107,7.011,16.075
182.6,0,0.640554,-0.595277,-0.790351,1.108,14.182
182.61,0,0.662289,-0.751112,-0.91156,-3.161,13.102
182.62,0,0.736359,-1.158843,-1.069281,-4.113,13.389
182.63,0,0.740767,-1.76091,-1.297378,-1.376,15.614
182.64,0,0.661219,-2.2806,-1.555159,2.829,19.81
182.65,0,0.605418,-2.455189,-1.794136,5.87,21.79
182.66,0,0.646058,-2.262102,-1.955577,6.577,28.471
182.67,0,0.75473,-1.804073,-1.986969,4.607,34.983
182.68,0,0.826584,-1.232073,-1.834445,0.078,37.126
182.69,0,0.791014,-0.668098,-1.488937,-5.453,37.295
182.7,0,0.690928,-0.212414,-1.078046,-9.397,35.901
182.71,0,0.601621,0.052553,-0.775267,-10.098,33.463
182.72,0,0.544724,0.119565,-0.651766,-7.754,30.591
182.73,0,0.511447,0.084632,-0.643536,-3.729,27.744
182.74,0,0.486885,0.021263,-0.651715,0.79,25.052
182.75,0,0.451773,-0.006816,-0.62812,5.029,24
182.76,0,0.414419,-0.281694,-0.581262,7.853,21.525
182.77,0,0.398036,-0.57265,-0.567809,8.329,19.095
182.78,0,0.39294,-0.708662,-0.616782,6.485,18.029
182.79,0,0.382162,-0.800161,-0.691871,2.894,17.353
182.8,0,0.375562,-0.839349,-0.768617,-1.567,17.097
182.81,0,0.384098,-0.812799,-0.853542,-5.423,17.29
182.82,0,0.404763,-0.762833,-0.948812,-7.349,17.893
182.83,0,0.426879,-0.71014,-1.038679,-7.193,18.741
182.84,0,0.438269,-0.630082,-1.105131,-5.397,19.669
182.85,0,0.436613,-0.591455,-1.143937,-2.255,20.045
182.86,0,0.427542,-0.545361,-1.156805,1.422,20.933
182.87,0,0.420789,-0.53015,-1.153594,4.394,21.861
182.88,0,0.425936,-0.509995,-1.138281,5.96,22.262
182.89,0,0.439211,-0.418496,-1.094048,6.232,22.221
182.9,0,0.443314,-0.313799,-1.021939,5.497,21.542
182.91,0,0.432434,-0.230301,-0.950697,3.72,20.221
182.92,0,0.419159,-0.139923,-0.901215,1.033,18.446
182.93,0,0.412942,-0.025748,-0.874843,-1.836,16.369
182.94,0,0.41075,0.104124,-0.867352,-4.141,13.908
182.95,0,0.404304,0.157785,-0.874639,-5.487,12.85
182.96,0,0.393449,0.336502,-0.882844,-5.528,9.157
182.97,0,0.38578,0.498988,-0.881391,-4.263,4.733
182.98,0,0.385703,0.514505,-0.884424,-2.371,1.442
182.99,0,0.395233,0.462933,-0.927332,-0.729,-1.71
183,0,0.440715,0.395131,-1.023239,0.489,-4.472
183.01,0,0.467367,0.333036,-1.134077,0.925,-6.76
183.02,0,0.477916,0.25173,-1.199535,0.775,-8.632
183.03,0,0.485865,0.144128,-1.191254,-0.048,-10.118
183.04,0,0.481126,0.036831,-1.134433,-1.745,-11.079
183.05,0,0.467163,-0.003886,-1.05784,-3.89,-11.365
183.06,0,0.444104,-0.027888,-0.964966,-5.914,-11.557
183.07,0,0.412101,-0.004676,-0.865237,-7.156,-11.703
183.08,0,0.387997,0.087129,-0.80806,-7.102,-11.655
183.09,0,0.396583,0.225689,-0.858434,-5.566,-11.597
183.1,0,0.440129,0.383665,-1.007925,-2.544,-11.846
183.11,0,0.497178,0.470552,-1.162512,1.585,-12.491
183.12,0,0.542304,0.392023,-1.239131,5.793,-13.207
183.13,0,0.541794,0.164486,-1.240634,7.858,-13.508
183.14,0,0.531704,-0.07393,-1.208325,8.16,-13.11
183.15,0,0.50281,-0.159696,-1.129465,6.615,-12.83
183.16,0,0.453582,-0.19654,-0.990344,4.049,-11.405
183.17,0,0.411744,-0.224237,-0.861721,1.648,-9.759
183.18,0,0.380658,-0.247576,-0.814608,-0.722,-8.596
183.19,0,0.358567,-0.294918,-0.823526,-3.25,-7.383
183.2,0,0.354847,-0.368632,-0.844624,-5.877,-6.096
183.21,0,0.371511,-0.439186,-0.885494,-8.471,-4.664
183.22,0,0.398112,-0.424535,-0.936479,-10.485,-3.046
183.23,0,0.431313,-0.313773,-0.972024,-8.358,-1.32
183.24,0,0.445836,-0.192718,-0.996867,-6.5,0.388
183.25,0,0.44232,-0.149759,-1.016792,-3.008,1.06
183.26,0,0.432638,-0.167646,-1.033431,3.037,2.989
183.27,0,0.427058,-0.267935,-1.058095,8.461,5.292
183.28,0,0.430192,-0.446473,-1.087576,11.937,7.095
183.29,0,0.432892,-0.638822,-1.101972,13.02,9.153
183.3,0,0.429886,-0.810124,-1.10508,12.173,11.495
183.31,0,0.430268,-0.980075,-1.111247,10.18,14.137
183.32,0,0.443339,-1.163888,-1.116266,7.597,17.099
183.33,0,0.468896,-1.306372,-1.119145,3.237,20.384
183.34,0,0.480871,-1.382201,-1.119349,1.065,23.907
183.35,0,0.486834,-1.402992,-1.096468,0.303,25.345
183.36,0,0.492643,-1.511996,-1.037737,-0.316,30.154
183.37,0,0.494707,-1.585888,-0.958367,0.132,35.997
183.38,0,0.490222,-1.499409,-0.87125,1.605,40.254
183.39,0,0.478068,-1.348567,-0.78123,3.411,43.945
183.4,0,0.475036,-1.309965,-0.735085,4.25,46.906
183.41,0,0.496261,-1.386176,-0.786198,3.425,49.615
183.42,0,0.529716,-1.398788,-0.899329,1.348,52.493
183.43,0,0.573236,-1.301378,-0.988815,0.184,55.416
183.44,0,0.593111,-1.211077,-1.01906,0.06,58.088
183.45,0,0.601978,-1.185903,-1.028589,2.451,59.1
183.46,0,0.613469,-1.249883,-1.064924,6.664,61.533
183.47,0,0.619482,-1.338401,-1.10559,9.679,64.298
183.48,0,0.623381,-1.416293,-1.098456,10.231,66.218
183.49,0,0.619381,-1.482465,-1.040973,9.069,68.106
183.5,0,0.597621,-1.496453,-0.956889,7.243,69.807
183.51,0,0.564497,-1.442767,-0.869951,5.246,71.261
183.52,0,0.536443,-1.35537,-0.813691,3.549,72.51
183.53,0,0.541641,-1.288766,-0.824673,2.1,73.592
183.54,0,0.551324,-1.300053,-0.90863,1.53,74.645
183.55,0,0.586104,-1.320692,-1.023035,1.404,75.075
183.56,0,0.637115,-1.496275,-1.121005,1.236,76.797
183.57,0,0.654212,-1.613483,-1.175685,0.583,78.767
183.58,0,0.640019,-1.538597,-1.177112,-0.997,79.927
183.59,0,0.621725,-1.406203,-1.138077,-3.18,80.731
183.6,0,0.607074,-1.285759,-1.075829,-5.361,81.103
183.61,0,0.594945,-1.158614,-0.998829,-6.984,80.923
183.62,0,0.586053,-0.989529,-0.926032,-7.291,80.167
183.63,0,0.549107,-0.819118,-0.877901,-2.738,78.86
183.64,0,0.52648,-0.739188,-0.858918,0.2,77.125
183.65,0,0.509511,-0.728027,-0.879047,2.918,76.375
183.66,0,0.501943,-0.927918,-0.948735,6.512,74.176
183.67,0,0.524238,-1.1685,-1.052362,8.078,71.999
183.68,0,0.551884,-1.291721,-1.137567,7.112,71.096
183.69,0,0.560292,-1.28688,-1.143657,3.615,70.498
183.7,0,0.546253,-1.149696,-1.049585,-1.676,69.789
183.71,0,0.518327,-0.952939,-0.88478,-7.016,68.666
183.72,0,0.487776,-0.78021,-0.708,-10.403,67.015
183.73,0,0.440587,-0.659308,-0.574791,-9.816,64.855
183.74,0,0.417044,-0.604653,-0.520034,-8.81,62.445
183.75,0,0.404508,-0.595022,-0.549183,-6.872,61.465
183.76,0,0.389347,-0.717173,-0.637803,-3.471,59.107
183.77,0,0.381448,-0.886972,-0.751291,-0.313,56.854
183.78,0,0.381958,-1.043572,-0.858179,1.755,56.133
183.79,0,0.389296,-1.201344,-0.93811,2.154,56.063
183.8,0,0.391972,-1.30385,-0.985503,0.844,56.495
183.81,0,0.381678,-1.317176,-1.010116,-1.746,57.197
183.82,0,0.365702,-1.284026,-1.018041,-4.861,58.009
183.83,0,0.367664,-1.262572,-1.002065,-7.395,58.9
183.84,0,0.373218,-1.24415,-0.975667,-8.235,59.849
183.85,0,0.379716,-1.234315,-0.970419,-6.951,60.235
183.86,0,0.386646,-1.166818,-0.99014,-3.896,60.856
183.87,0,0.385627,-1.113795,-1.009148,-0.189,61.252
183.88,0,0.374237,-1.130076,-1.013938,2.589,61.132
183.89,0,0.35472,-1.198082,-1.01139,3.286,61.027
183.9,0,0.338234,-1.303901,-1.007212,1.995,61.239
183.91,0,0.33454,-1.390303,-1.00339,-0.037,61.956
183.92,0,0.340476,-1.396954,-0.99251,-1.459,63.104
183.93,0,0.33989,-1.332387,-0.96917,-1.294,64.433
183.94,0,0.337292,-1.263056,-0.951665,-0.92,65.755
183.95,0,0.334616,-1.239666,-0.949296,-0.272,66.275
183.96,0,0.336196,-1.238901,-0.946187,0.907,67.946
183.97,0,0.339967,-1.231971,-0.93309,2.059,69.783
183.98,0,0.336094,-1.242978,-0.918083,2.696,70.91
183.99,0,0.326794,-1.300945,-0.917446,2.326,72.03
184,0,0.326284,-1.399374,-0.938696,-0.905,73.285
184.01,0,0.328628,-1.454921,-0.963259,-2.835,74.631
184.02,0,0.336425,-1.395476,-0.964049,-4.515,75.889
184.03,0,0.33482,-1.240889,-0.930339,-7.597,76.833
184.04,0,0.330284,-1.04533,-0.882946,-8.905,77.331
184.05,0,0.311174,-0.963845,-0.864626,-7.99,77.455
184.06,0,0.277796,-0.810506,-0.907789,-5.064,76.927
184.07,0,0.253029,-0.788772,-1.008715,-0.448,76.389
184.08,0,0.262737,-1.049203,-1.143657,5.116,76.676
184.09,0,0.327303,-1.395425,-1.289352,11.228,77.958
184.1,0,0.417579,-1.641358,-1.404063,16.755,79.965
184.11,0,0.480107,-1.754132,-1.438792,19.494,82.238
184.12,0,0.501026,-1.768452,-1.380519,17.706,84.42
184.13,0,0.464742,-1.659219,-1.256177,7.445,86.226
184.14,0,0.438957,-1.415809,-1.098099,1.615,87.356
184.15,0,0.403947,-1.298142,-0.960379,-0.929,87.68
184.16,0,0.363103,-1.133338,-0.934619,-3.222,87.143
184.17,0,0.369549,-1.110686,-1.05542,-3.176,86.518
184.18,0,0.407311,-1.24573,-1.229066,-2.433,86.346
184.19,0,0.425885,-1.284995,-1.31845,-2.186,86.401
184.2,0,0.40545,-1.19849,-1.280434,-2.505,86.267
184.21,0,0.351433,-1.051063,-1.169264,-3.073,85.669
184.22,0,0.266763,-0.908324,-1.043954,-3.82,84.673
184.23,0,0.094594,-0.812392,-0.9296,-5.434,83.58
184.24,0,0.005669,-0.76375,-0.821412,-6.29,82.586
184.25,0,-0.042411,-0.75045,-0.71702,-6.779,82.21
184.26,0,-0.114443,-0.710854,-0.626617,-7.372,80.791
184.27,0,-0.175035,-0.674519,-0.554203,-7.568,79.008
184.28,0,-0.214172,-0.614387,-0.498656,-7.319,77.736
184.29,0,-0.232059,-0.42293,-0.46357,-6.491,76.312
184.3,0,-0.244519,-0.110927,-0.454372,-4.51,74.051
184.31,0,-0.248086,0.183622,-0.456512,-0.09,70.631
184.32,0,-0.238404,0.26768,-0.447875,7.225,66.381
184.33,0,-0.170703,-0.003656,-0.460309,13.247,61.816
184.34,0,-0.129375,-0.501459,-0.5408,15.015,57.216
184.35,0,-0.084122,-0.7186,-0.628528,8.88,55.38
184.36,0,-0.057929,-0.691158,-0.638771,-1.858,50.454
184.37,0,-0.103462,-0.592983,-0.616348,-9.296,45.43
184.38,0,-0.157963,-0.500364,-0.665296,-10.544,43.055
184.39,0,-0.161097,-0.4346,-0.826609,-7.691,41.339
184.4,0,-0.107717,-0.375002,-1.056082,-4.16,39.97
184.41,0,-0.015734,-0.29818,-1.276994,-2.154,38.737
184.42,0,0.089804,-0.167416,-1.447175,-2.176,37.433
184.43,0,0.208821,0.009287,-1.551031,-5.548,35.844
184.44,0,0.259832,0.195699,-1.588895,-7.58,33.815
184.45,0,0.268776,0.269387,-1.585608,-9.401,32.925
184.46,0,0.271145,0.407438,-1.55786,-11.647,29.511
184.47,0,0.256443,0.470577,-1.507664,-11.738,25.546
184.48,0,0.223702,0.340018,-1.439378,-9.132,23.001
184.49,0,0.173251,0.08588,-1.368416,-4.639,21.116
184.5,0,0.119641,-0.25071,-1.305098,0.504,20.229
184.51,0,0.071612,-0.618642,-1.233576,5.596,20.685
184.52,0,0.028245,-0.999033,-1.133185,10.237,22.575
184.53,0,-0.009415,-1.359447,-1.00395,13.294,25.601
184.54,0,-0.023378,-1.598399,-0.869339,14.16,29.29
184.55,0,-0.0272,-1.666074,-0.747137,12.39,30.84
184.56,0,-0.038921,-1.538954,-0.636631,8.735,35.358
184.57,0,-0.062082,-1.305532,-0.538227,4.751,40.2
184.58,0,-0.094696,-1.075396,-0.460385,1.491,42.812
184.59,0,-0.11559,-0.934237,-0.424892,-0.419,44.79
184.6,0,-0.094849,-0.917853,-0.462679,-0.656,46.378
184.61,0,-0.023607,-1.017837,-0.578715,0.343,47.936
184.62,0,0.085829,-1.250648,-0.759495,1.791,49.915
184.63,0,0.318742,-1.605762,-1.015493,5.308,52.785
184.64,0,0.441505,-1.938557,-1.324642,7.25,56.649
184.65,0,0.501128,-2.054389,-1.562625,8.585,58.345
184.66,0,0.547527,-2.120662,-1.613865,9.424,64.078
184.67,0,0.533691,-2.151773,-1.50825,7.704,70.762
184.68,0,0.508058,-2.092456,-1.368263,3.742,75.28
184.69,0,0.490681,-1.937639,-1.268993,-1.237,79.204
184.7,0,0.465048,-1.699911,-1.206746,-5.638,82.412
184.71,0,0.412254,-1.454819,-1.143784,-8.073,85.059
184.72,0,0.334973,-1.260075,-1.056847,-8.016,87.311
184.73,0,0.233639,-1.115756,-0.961806,-4.224,89.196
184.74,0,0.188743,-0.988433,-0.882105,-1.98,90.679
184.75,0,0.173608,-0.937728,-0.827629,-0.06,91.205
184.76,0,0.138828,-0.871378,-0.783599,2.69,92.153
184.77,0,0.082084,-0.784415,-0.714497,4.132,93.046
184.78,0,0.015708,-0.668404,-0.602513,3.927,93.01
184.79,0,-0.03701,-0.536214,-0.482655,2.754,92.057
184.8,0,-0.082568,-0.472922,-0.40596,1.486,90.222
184.81,0,-0.150982,-0.478069,-0.375664,0.332,87.824
184.82,0,-0.248978,-0.501739,-0.354491,-1.095,85.204
184.83,0,-0.420917,-0.467418,-0.313366,-3.953,82.613
184.84,0,-0.506734,-0.331533,-0.280267,-5.425,79.909
184.85,0,-0.520798,-0.260342,-0.330234,-4.048,78.785
184.86,0,-0.49914,-0.330437,-0.489331,0.755,74.645
184.87,0,-0.41447,-0.561082,-0.709121,7.173,69.965
184.88,0,-0.284905,-0.790555,-0.889392,10.934,66.864
184.89,0,-0.152663,-0.88794,-0.95243,10.717,64.03
184.9,0,-0.072096,-0.926695,-0.946365,8.205,61.705
184.91,0,-0.044832,-0.97898,-0.994115,4.912,60.113
184.92,0,-0.026155,-1.055038,-1.187253,1.34,59.302
184.93,0,0.03306,-1.130331,-1.500861,-4.125,59.286
184.94,0,0.066184,-1.150893,-1.799079,-6.795,59.947
184.95,0,0.076351,-1.146154,-1.967757,-8.844,60.305
184.96,0,0.088709,-0.837948,-1.99846,-12.097,61.43
184.97,0,0.08983,-0.33268,-1.947271,-14.312,62.129
184.98,0,0.068605,0.177991,-1.849122,-14.488,61.012
184.99,0,0.019836,0.591964,-1.706001,-12.425,58.166
185,0,-0.118444,0.792874,-1.529552,-5.423,54.116
185.01,0,-0.194731,0.816647,-1.337076,-1.535,49.63
185.02,0,-0.262151,0.759215,-1.138841,1.891,44.849
185.03,0,-0.420152,0.646644,-0.961832,9.62,39.491
185.04,0,-0.542839,0.478425,-0.821055,14.333,33.761
185.05,0,-0.574383,0.402902,-0.672761,15.055,31.445
185.06,0,-0.602819,0.21249,-0.492057,14.602,24.545
185.07,0,-0.620706,-0.05189,-0.356452,11.792,16.387
185.08,0,-0.595378,-0.254201,-0.343254,4.966,10.781
185.09,0,-0.554126,-0.266304,-0.387309,-5.445,5.841
185.1,0,-0.543527,-0.015734,-0.369957,-16.215,1.372
185.11,0,-0.593365,0.32845,-0.3152,-23.559,-3.004
185.12,0,-0.679208,0.59385,-0.352299,-26.23,-7.244
185.13,0,-0.716052,0.742933,-0.513919,-23.959,-10.982
185.14,0,-0.716052,0.844445,-0.696891,-22.225,-14.116
185.15,0,-0.652071,0.884092,-0.806939,-20.713,-15.28
185.16,0,-0.527627,1.042094,-0.860039,-17.833,-18.469
185.17,0,-0.390239,1.236098,-0.951589,-14.287,-22.023
185.18,0,-0.246022,1.448321,-1.167863,-10.286,-24.628
185.19,0,-0.094059,1.732092,-1.483662,-6.105,-28.073
185.2,0,0.013568,1.965132,-1.742106,-1.637,-32.647
185.21,0,0.011428,2.055714,-1.808456,3.017,-38.081
185.22,0,-0.092327,1.988395,-1.690636,7.219,-44.031
185.23,0,-0.287223,1.72399,-1.486898,11.082,-50.042
185.24,0,-0.380735,1.261094,-1.339573,12.62,-55.318
185.25,0,-0.40489,1.046909,-1.371244,11.228,-57.25
185.26,0,-0.410139,0.706216,-1.5255,6.574,-60.061
185.27,0,-0.370874,0.529462,-1.604896,-0.62,-62.892
185.28,0,-0.360988,0.56916,-1.503078,-7.789,-64.427
185.29,0,-0.454474,0.561694,-1.27972,-13.739,-65.562
185.3,0,-0.611609,0.546202,-1.027698,-19.131,-66.097
185.31,0,-0.712765,0.403106,-0.740334,-24.104,-65.636
185.32,0,-0.654696,0.222963,-0.397628,-26.869,-63.075
185.33,0,-0.209254,0.37941,-0.13363,-17.444,-58.109
185.34,0,0.051661,0.826533,-0.101372,-10.77,-52.39
185.35,0,0.146981,1.028946,-0.240646,-2.502,-50.14
185.36,0,0.199139,0.912222,-0.367358,8.065,-45.97
185.37,0,0.13154,0.753762,-0.436664,11.846,-41.813
185.38,0,0.039711,0.793409,-0.559706,9.936,-40.115
185.39,0,-0.021289,1.0172,-0.761814,6.593,-39.727
185.4,0,-0.041749,1.161646,-0.940811,5.434,-40.604
185.41,0,-0.038589,1.103908,-1.029863,6.709,-42.105
185.42,0,-0.007478,1.020869,-1.063803,7.332,-43.862
185.43,0,0.164129,1.076441,-1.130076,2.644,-45.944
185.44,0,0.266202,1.235793,-1.254317,-0.4,-48.31
185.45,0,0.329571,1.308971,-1.375882,-1.753,-49.29
185.46,0,0.404457,1.366836,-1.434206,-3.165,-52.773
185.47,0,0.438371,1.369181,-1.406279,-3.877,-56.949
185.48,0,0.446932,1.295187,-1.294855,-4.326,-59.661
185.49,0,0.422777,1.193547,-1.122279,-4.208,-61.443
185.5,0,0.361141,1.056974,-0.939282,-3.677,-62.134
185.51,0,0.291249,0.938161,-0.810761,-3.981,-61.964
185.52,0,0.24592,0.91956,-0.772312,-6.091,-61.267
185.53,0,0.242659,1.034908,-0.816698,-9.733,-60.364
185.54,0,0.248876,1.228811,-0.910693,-11.385,-59.546
185.55,0,0.256138,1.312793,-1.010295,-9.597,-59.25
185.56,0,0.271298,1.41163,-1.092544,-5.432,-58.956
185.57,0,0.298434,1.487764,-1.165315,-1.194,-59.054
185.58,0,0.332883,1.486108,-1.229678,0.991,-59.886
185.59,0,0.355026,1.44827,-1.247386,1.184,-61.093
185.6,0,0.351076,1.381029,-1.182361,0.833,-62.353
185.61,0,0.32715,1.32375,-1.074581,0.934,-63.457
185.62,0,0.306894,1.319214,-1.013633,1.491,-64.477
185.63,0,0.32952,1.341229,-1.037456,2.455,-65.566
185.64,0,0.348375,1.32003,-1.09471,2.915,-66.749
185.65,0,0.364886,1.300053,-1.111221,3.023,-67.235
185.66,0,0.386977,1.251208,-1.074861,2.843,-68.822
185.67,0,0.402852,1.235691,-1.023442,2.483,-70.744
185.68,0,0.414318,1.227868,-0.971056,2.616,-72.058
185.69,0,0.41605,1.164092,-0.90863,3.375,-73.048
185.7,0,0.406138,1.062605,-0.834024,4.068,-73.605
185.71,0,0.389551,0.92221,-0.753125,3.835,-73.704
185.72,0,0.361472,0.78867,-0.672863,2.429,-73.202
185.73,0,0.270712,0.710166,-0.607099,-1.237,-71.99
185.74,0,0.219447,0.667894,-0.589365,-3.185,-70.082
185.75,0,0.154472,0.653881,-0.634388,-4.622,-69.21
185.76,0,0.052756,0.784746,-0.716128,-6.603,-66.516
185.77,0,-0.001542,0.975871,-0.802633,-7.225,-63.772
185.78,0,0.02269,1.128598,-0.852293,-5.91,-62.501
185.79,0,0.111717,1.262674,-0.848573,-3.575,-61.874
185.8,0,0.22867,1.39912,-0.846942,-1.895,-62.034
185.81,0,0.340961,1.539998,-0.906438,-1.537,-62.917
185.82,0,0.425682,1.666991,-1.017174,-1.848,-64.434
