xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[ｰ/s],MM5_yawRate[ｰ/s]
1.48,0,-0.014753,-0.024716,-0.996587,0.03,0.077
1.49,0,-0.012638,-0.024104,-1.00051,0.033,0.048
1.5,0,-0.011071,-0.023773,-1.004957,0.062,0.025
1.51,0,-0.010421,-0.023977,-1.005441,0.069,0.025
1.52,0,-0.010969,-0.024856,-1.001784,0.021,0.028
1.53,0,-0.013084,-0.02562,-0.993554,0.033,0.053
1.54,0,-0.015823,-0.026385,-0.982738,0.063,0.081
1.55,0,-0.017811,-0.027174,-0.976292,0.09,0.092
1.56,0,-0.01804,-0.028092,-0.977922,0.091,0.065
1.57,0,-0.01683,-0.028041,-0.98642,0.096,0.063
1.58,0,-0.015046,-0.027493,-0.996599,0.052,0.053
1.59,0,-0.013402,-0.026588,-1.003734,-0.027,0.087
1.6,0,-0.013148,-0.02576,-1.00432,-0.038,0.153
1.61,0,-0.014358,-0.026716,-0.996752,-0.024,0.177
1.62,0,-0.018562,-0.028053,-0.982101,-0.011,0.146
1.63,0,-0.023633,-0.027391,-0.971591,-0.029,0.104
1.64,0,-0.025569,-0.024308,-0.979286,-0.065,0.046
1.65,0,-0.021645,-0.022461,-1.001135,-0.062,0.01
1.66,0,-0.014626,-0.023747,-1.0212,-0.028,0.015
1.67,0,-0.009033,-0.027353,-1.028742,0.083,0.07
1.68,0,-0.007402,-0.029863,-1.020398,0.164,0.125
1.69,0,-0.009657,-0.029468,-1.000995,0.197,0.166
1.7,0,-0.013836,-0.026588,-0.980789,0.163,0.177
1.71,0,-0.017632,-0.023161,-0.96782,0.096,0.146
1.72,0,-0.019747,-0.021161,-0.965386,0.059,0.108
1.73,0,-0.018855,-0.020894,-0.973769,0.05,0.095
1.74,0,-0.015607,-0.022919,-0.987503,0.094,0.095
1.75,0,-0.011886,-0.026015,-0.9993,0.133,0.096
1.76,0,-0.009313,-0.029353,-1.005505,0.162,0.112
1.77,0,-0.009007,-0.03157,-1.006485,0.184,0.133
1.78,0,-0.010651,-0.031812,-1.004613,0.166,0.118
1.79,0,-0.013288,-0.030538,-1.000727,0.121,0.095
1.8,0,-0.015441,-0.026869,-0.996395,0.044,0.099
1.81,0,-0.016218,-0.022346,-0.993427,0.039,0.136
1.82,0,-0.015925,-0.018664,-0.992561,0.122,0.146
1.83,0,-0.015301,-0.017658,-0.993147,0.187,0.108
1.84,0,-0.014753,-0.019186,-0.994255,0.193,0.095
1.85,0,-0.013912,-0.021913,-0.993707,0.126,0.095
1.86,0,-0.01353,-0.02506,-0.991771,0.087,0.093
1.87,0,-0.013109,-0.027697,-0.990981,0.059,0.078
1.88,0,-0.012422,-0.02869,-0.992319,0.05,0.068
1.89,0,-0.012498,-0.028181,-0.994255,0.091,0.097
1.9,0,-0.013211,-0.026512,-0.996446,0.094,0.119
1.91,0,-0.013377,-0.02483,-0.998663,0.043,0.111
1.92,0,-0.01274,-0.024206,-0.998854,0.021,0.122
1.93,0,-0.012154,-0.024868,-0.997338,0.033,0.135
1.94,0,-0.012052,-0.025837,-0.995975,0.062,0.133
1.95,0,-0.012371,-0.02748,-0.994816,0.076,0.119
1.96,0,-0.014422,-0.028856,-0.992408,0.093,0.108
1.97,0,-0.016371,-0.028729,-0.990293,0.115,0.091
1.98,0,-0.016256,-0.027493,-0.990025,0.117,0.048
1.99,0,-0.015084,-0.026779,-0.992013,0.13,0.025
2,0,-0.013721,-0.027659,-0.994484,0.128,0.029
2.01,0,-0.012778,-0.028168,-0.995019,0.11,0.068
2.02,0,-0.012651,-0.026244,-0.994637,0.057,0.092
2.03,0,-0.01367,-0.023314,-0.994293,0.034,0.063
2.04,0,-0.014613,-0.022957,-0.994344,0.077,0.052
2.05,0,-0.014753,-0.025187,-0.994969,0.106,0.07
2.06,0,-0.013899,-0.027875,-0.996574,0.162,0.123
2.07,0,-0.013402,-0.029302,-0.997529,0.185,0.153
2.08,0,-0.013071,-0.028512,-0.996701,0.174,0.176
2.09,0,-0.013288,-0.026397,-0.99544,0.062,0.128
2.1,0,-0.014282,-0.024932,-0.995338,-0.048,0.065
2.11,0,-0.014995,-0.025174,-0.994268,-0.015,0.068
2.12,0,-0.015224,-0.025238,-0.992892,0.077,0.096
2.13,0,-0.015263,-0.024741,-0.992956,0.093,0.108
2.14,0,-0.015645,-0.02441,-0.993567,0.028,0.095
2.15,0,-0.015874,-0.024563,-0.994204,0.01,0.096
2.16,0,-0.01474,-0.024907,-0.997223,0.064,0.11
2.17,0,-0.013759,-0.024907,-1.000676,0.099,0.11
2.18,0,-0.013186,-0.024945,-1.000383,0.084,0.107
2.19,0,-0.013186,-0.025429,-0.99637,0.032,0.08
2.2,0,-0.013224,-0.026894,-0.993249,0.051,0.08
2.21,0,-0.013568,-0.028843,-0.993121,0.103,0.081
2.22,0,-0.013517,-0.029837,-0.994217,0.128,0.093
2.23,0,-0.012931,-0.029353,-0.995962,0.113,0.074
2.24,0,-0.011785,-0.027875,-0.997173,0.09,0.022
2.25,0,-0.011912,-0.025786,-0.996408,0.09,-0.005
2.26,0,-0.013135,-0.024525,-0.993325,0.091,-0.003
2.27,0,-0.013823,-0.024588,-0.990102,0.096,0.011
2.28,0,-0.013861,-0.025212,-0.988,0.052,0.028
2.29,0,-0.014282,-0.025722,-0.988993,-0.029,0.053
2.3,0,-0.014931,-0.026117,-0.992077,-0.058,0.083
2.31,0,-0.014511,-0.025404,-0.995198,0.012,0.11
2.32,0,-0.013836,-0.024002,-0.996357,0.082,0.108
2.33,0,-0.014052,-0.022677,-0.995325,0.147,0.089
2.34,0,-0.015071,-0.022168,-0.994217,0.16,0.033
2.35,0,-0.016065,-0.022919,-0.993427,0.154,-0.03
2.36,0,-0.016715,-0.024779,-0.992446,0.093,-0.023
2.37,0,-0.016193,-0.027238,-0.991949,0.033,0.049
2.38,0,-0.014511,-0.028741,-0.992701,0.063,0.133
2.39,0,-0.013874,-0.028741,-0.993198,0.089,0.118
2.4,0,-0.014434,-0.027557,-0.99237,0.072,0.093
2.41,0,-0.015352,-0.026015,-0.99107,0.052,0.085
2.42,0,-0.015339,-0.024423,-0.990866,0.124,0.135
2.43,0,-0.015097,-0.023544,-0.992357,0.197,0.128
2.44,0,-0.013861,-0.023951,-0.994599,0.165,0.061
2.45,0,-0.013173,-0.024525,-0.996064,0.113,0.024
2.46,0,-0.014383,-0.024486,-0.994433,0.087,0.01
2.47,0,-0.016065,-0.024142,-0.990866,0.059,0.01
2.48,0,-0.016702,-0.024181,-0.988726,0.043,0.01
2.49,0,-0.016078,-0.024563,-0.98935,0.019,0.013
2.5,0,-0.014524,-0.024907,-0.992089,0.007,0.044
2.51,0,-0.014039,-0.024945,-0.994204,0.032,0.08
2.52,0,-0.014919,-0.025391,-0.995911,0.043,0.08
2.53,0,-0.015645,-0.026346,-0.998013,0.02,0.08
2.54,0,-0.015925,-0.02669,-0.999351,0.02,0.078
2.55,0,-0.015275,-0.026678,-0.998867,0.021,0.061
2.56,0,-0.014549,-0.026525,-0.997517,0.034,0.022
2.57,0,-0.014218,-0.026092,-0.996612,0.079,-0.002
2.58,0,-0.014358,-0.025289,-0.995491,0.115,0.029
2.59,0,-0.014587,-0.025327,-0.993503,0.108,0.065
2.6,0,-0.014626,-0.025671,-0.992064,0.044,0.065
2.61,0,-0.015046,-0.025633,-0.991452,0.032,0.063
2.62,0,-0.015785,-0.025251,-0.991083,0.041,0.053
2.63,0,-0.016154,-0.024945,-0.990917,-0.001,0.08
2.64,0,-0.015313,-0.025353,-0.991643,-0.053,0.077
2.65,0,-0.015046,-0.026002,-0.993249,-0.078,0.05
2.66,0,-0.015798,-0.026716,-0.995453,-0.061,0.049
2.67,0,-0.016294,-0.026907,-0.99679,-0.021,0.04
2.68,0,-0.015479,-0.026537,-0.99758,0.019,0.04
2.69,0,-0.014243,-0.026346,-0.998472,0.007,0.045
2.7,0,-0.013415,-0.026678,-0.998039,0.032,0.097
2.71,0,-0.013186,-0.026461,-0.996013,0.048,0.122
2.72,0,-0.013224,-0.025404,-0.994166,0.08,0.135
2.73,0,-0.013606,-0.024066,-0.99293,0.127,0.135
2.74,0,-0.013976,-0.023454,-0.992,0.093,0.131
2.75,0,-0.014243,-0.024282,-0.990981,0.03,0.089
2.76,0,-0.014587,-0.025697,-0.992357,0.036,0.038
2.77,0,-0.014511,-0.027123,-0.994548,0.093,0.028
2.78,0,-0.013696,-0.027442,-0.995809,0.114,0.055
2.79,0,-0.012434,-0.026092,-0.996829,0.094,0.097
2.8,0,-0.011428,-0.025378,-0.99651,0.04,0.119
2.81,0,-0.01181,-0.02627,-0.99451,-0.008,0.107
2.82,0,-0.013352,-0.027098,-0.992866,0.01,0.077
2.83,0,-0.014893,-0.027302,-0.99135,0.062,0.05
2.84,0,-0.015339,-0.026983,-0.990127,0.072,0.05
2.85,0,-0.015135,-0.026117,-0.990637,0.043,0.05
2.86,0,-0.014256,-0.025607,-0.992306,0.019,0.05
2.87,0,-0.013568,-0.02627,-0.993911,0.009,0.05
2.88,0,-0.013645,-0.02706,-0.993847,0.048,0.05
2.89,0,-0.0146,-0.026779,-0.993389,0.073,0.05
2.9,0,-0.017224,-0.025174,-0.994688,0.056,0.049
2.91,0,-0.019135,-0.024219,-0.997134,0.02,0.04
2.92,0,-0.018588,-0.025047,-0.9973,0.023,0.042
2.93,0,-0.016638,-0.026372,-0.995516,0.048,0.066
2.94,0,-0.015543,-0.026881,-0.993771,0.079,0.081
2.95,0,-0.014817,-0.026295,-0.992446,0.12,0.097
2.96,0,-0.013352,-0.02627,-0.991949,0.16,0.118
2.97,0,-0.0126,-0.027162,-0.992637,0.158,0.092
2.98,0,-0.013033,-0.027964,-0.992382,0.14,0.063
2.99,0,-0.012778,-0.027837,-0.989834,0.084,0.049
3,0,-0.012549,-0.026576,-0.987618,0.026,0.038
3.01,0,-0.012511,-0.025518,-0.988764,-0.013,0.031
3.02,0,-0.012205,-0.025327,-0.993452,-0.041,0.083
3.03,0,-0.012613,-0.025722,-0.998587,-0.045,0.112
3.04,0,-0.013301,-0.02613,-0.999033,0.009,0.135
3.05,0,-0.014536,-0.025697,-0.995453,0.048,0.133
3.06,0,-0.016626,-0.025964,-0.99214,0.079,0.116
3.07,0,-0.019085,-0.026295,-0.992612,0.118,0.076
3.08,0,-0.020575,-0.026155,-0.995911,0.144,0.04
3.09,0,-0.020435,-0.0259,-0.996485,0.127,0.045
3.1,0,-0.019097,-0.025722,-0.994242,0.096,0.099
3.11,0,-0.018524,-0.026181,-0.992726,0.053,0.136
3.12,0,-0.019671,-0.026155,-0.993707,-0.017,0.147
3.13,0,-0.020664,-0.025964,-0.995312,-0.077,0.116
3.14,0,-0.020206,-0.02641,-0.995185,-0.043,0.076
3.15,0,-0.019008,-0.027366,-0.993962,0.026,0.041
3.16,0,-0.017326,-0.027671,-0.9933,0.075,0.053
3.17,0,-0.015403,-0.027302,-0.99358,0.07,0.083
3.18,0,-0.013492,-0.027098,-0.99414,0.03,0.114
3.19,0,-0.012829,-0.027353,-0.995096,0.036,0.149
3.2,0,-0.012957,-0.027442,-0.995478,0.097,0.135
3.21,0,-0.011874,-0.026002,-0.995784,0.167,0.135
3.22,0,-0.010332,-0.024231,-0.99544,0.235,0.135
3.23,0,-0.009912,-0.022741,-0.995338,0.279,0.132
3.24,0,-0.010345,-0.022907,-0.994051,0.223,0.107
3.25,0,-0.011249,-0.024486,-0.990484,0.154,0.074
3.26,0,-0.012167,-0.025378,-0.98856,0.104,0.022
3.27,0,-0.012154,-0.026257,-0.99135,0.147,-0.005
3.28,0,-0.011937,-0.027022,-0.996344,0.155,-0.002
3.29,0,-0.010905,-0.027773,-1.001262,0.114,0.029
3.3,0,-0.009848,-0.028359,-1.002816,0.099,0.065
3.31,0,-0.009619,-0.028296,-0.998587,0.09,0.066
3.32,0,-0.009644,-0.026474,-0.992026,0.093,0.084
3.33,0,-0.009924,-0.024346,-0.987528,0.114,0.123
3.34,0,-0.01046,-0.022601,-0.986445,0.093,0.146
3.35,0,-0.011339,-0.021276,-0.988458,0.026,0.101
3.36,0,-0.013275,-0.020792,-0.992484,-0.008,0.022
3.37,0,-0.015301,-0.021811,-0.995873,0.007,-0.002
3.38,0,-0.015912,-0.024079,-0.997376,0.033,0.028
3.39,0,-0.015122,-0.027162,-0.996204,0.062,0.052
3.4,0,-0.014103,-0.029149,-0.993822,0.076,0.066
3.41,0,-0.013109,-0.029378,-0.993261,0.09,0.08
3.42,0,-0.012396,-0.028181,-0.995618,0.09,0.083
3.43,0,-0.01223,-0.02655,-0.997211,0.09,0.114
3.44,0,-0.012918,-0.025111,-0.996918,0.087,0.149
3.45,0,-0.014052,-0.023352,-0.99507,0.059,0.131
3.46,0,-0.015097,-0.021977,-0.992497,0.047,0.093
3.47,0,-0.016333,-0.021989,-0.988624,0.064,0.08
3.48,0,-0.017263,-0.022168,-0.985834,0.107,0.077
3.49,0,-0.018486,-0.022983,-0.986879,0.175,0.045
3.5,0,-0.019097,-0.025531,-0.990548,0.211,-0.009
3.51,0,-0.018231,-0.029162,-0.995058,0.162,-0.044
3.52,0,-0.01646,-0.031914,-0.998727,0.084,-0.023
3.53,0,-0.014868,-0.031595,-1.00102,0.029,0.048
3.54,0,-0.013938,-0.028347,-1.00302,0.024,0.122
3.55,0,-0.013836,-0.024677,-1.002167,0.069,0.129
3.56,0,-0.013989,-0.022486,-0.999351,0.151,0.076
3.57,0,-0.014358,-0.021403,-0.996472,0.2,0.04
3.58,0,-0.014587,-0.022219,-0.994293,0.2,0.042
3.59,0,-0.014587,-0.024588,-0.994472,0.196,0.068
3.6,0,-0.014689,-0.026295,-0.995899,0.154,0.095
3.61,0,-0.015721,-0.026155,-0.993733,0.097,0.093
3.62,0,-0.016817,-0.02599,-0.988395,0.077,0.08
3.63,0,-0.017403,-0.026614,-0.985872,0.099,0.078
3.64,0,-0.017479,-0.027174,-0.987299,0.084,0.063
3.65,0,-0.017059,-0.028092,-0.991414,0.032,0.05
3.66,0,-0.016231,-0.028015,-0.99688,0.047,0.05
3.67,0,-0.014855,-0.027251,-1.000854,0.062,0.053
3.68,0,-0.013746,-0.026601,-1.00246,0.079,0.084
3.69,0,-0.012957,-0.027123,-1.001084,0.117,0.12
3.7,0,-0.012001,-0.028831,-0.997669,0.13,0.118
3.71,0,-0.011772,-0.029659,-0.99451,0.128,0.093
3.72,0,-0.012867,-0.028678,-0.991491,0.117,0.084
3.73,0,-0.013415,-0.026805,-0.987962,0.133,0.122
3.74,0,-0.013186,-0.024117,-0.98763,0.161,0.129
3.75,0,-0.013148,-0.021556,-0.992395,0.175,0.078
3.76,0,-0.012727,-0.021301,-0.997185,0.217,0.068
3.77,0,-0.011937,-0.02227,-0.997835,0.228,0.093
3.78,0,-0.010944,-0.024002,-0.996319,0.212,0.074
3.79,0,-0.010268,-0.026372,-0.994994,0.185,0.022
3.8,0,-0.0106,-0.028168,-0.994382,0.184,-0.005
3.81,0,-0.012867,-0.028882,-0.993886,0.17,-0.002
3.82,0,-0.015976,-0.029136,-0.992408,0.17,0.029
3.83,0,-0.018155,-0.029302,-0.991669,0.17,0.066
3.84,0,-0.018053,-0.028525,-0.993554,0.168,0.08
3.85,0,-0.017046,-0.026461,-0.996153,0.14,0.08
3.86,0,-0.016078,-0.024193,-0.996727,0.086,0.08
3.87,0,-0.014447,-0.022295,-0.995478,0.045,0.08
3.88,0,-0.013211,-0.021709,-0.993363,0.044,0.083
3.89,0,-0.013517,-0.021594,-0.991987,0.025,0.111
3.9,0,-0.014269,-0.021607,-0.993287,-0.029,0.12
3.91,0,-0.014919,-0.021785,-0.995886,-0.059,0.115
3.92,0,-0.015607,-0.022613,-0.997784,0.003,0.056
3.93,0,-0.015581,-0.025289,-0.999453,0.125,-0.024
3.94,0,-0.015301,-0.028933,-0.999873,0.212,-0.059
3.95,0,-0.014842,-0.030716,-0.998192,0.177,-0.04
3.96,0,-0.01488,-0.030066,-0.995109,0.09,0.015
3.97,0,-0.015326,-0.027926,-0.991745,-0.002,0.066
3.98,0,-0.016396,-0.023747,-0.987923,-0.063,0.083
3.99,0,-0.017938,-0.019951,-0.984573,-0.045,0.11
4,0,-0.019365,-0.017772,-0.985949,0.014,0.11
4.01,0,-0.018549,-0.017976,-0.99186,0.104,0.107
4.02,0,-0.016078,-0.020129,-0.999262,0.142,0.074
4.03,0,-0.013313,-0.023251,-1.005122,0.11,0.021
4.04,0,-0.012154,-0.025786,-1.00581,0.059,-0.017
4.05,0,-0.012039,-0.028219,-1.00102,0.048,0.015
4.06,0,-0.012078,-0.030627,-0.994523,0.076,0.07
4.07,0,-0.01246,-0.031659,-0.989401,0.084,0.123
4.08,0,-0.012918,-0.031468,-0.986649,0.023,0.15
4.09,0,-0.013989,-0.029468,-0.986853,-0.04,0.152
4.1,0,-0.014294,-0.026729,-0.988892,-0.037,0.163
4.11,0,-0.013989,-0.024639,-0.990828,-0.006,0.145
4.12,0,-0.014434,-0.023352,-0.99158,0.032,0.093
4.13,0,-0.015415,-0.0232,-0.989873,0.041,0.078
4.14,0,-0.015925,-0.024015,-0.988,0.003,0.065
4.15,0,-0.015301,-0.0252,-0.988993,-0.008,0.065
4.16,0,-0.014855,-0.025518,-0.991924,0.009,0.068
4.17,0,-0.015046,-0.025353,-0.99372,0.054,0.099
4.18,0,-0.015657,-0.026041,-0.99586,0.134,0.135
4.19,0,-0.014791,-0.027136,-0.999861,0.166,0.132
4.2,0,-0.013211,-0.02771,-1.001632,0.126,0.11
4.21,0,-0.013581,-0.02771,-0.99981,0.084,0.112
4.22,0,-0.014893,-0.027748,-0.997746,0.028,0.135
4.23,0,-0.015313,-0.028053,-0.996587,0.009,0.133
4.24,0,-0.014906,-0.027595,-0.995376,0.051,0.119
4.25,0,-0.014294,-0.026499,-0.994714,0.107,0.11
4.26,0,-0.013976,-0.025926,-0.993745,0.173,0.108
4.27,0,-0.014205,-0.025926,-0.992255,0.197,0.093
4.28,0,-0.014218,-0.025926,-0.992319,0.165,0.076
4.29,0,-0.01432,-0.025888,-0.992905,0.111,0.037
