xtime    [s],xdist    [m],MM5_ax   [g],MM5_ay   [g],MM5_az   [g],MM5_rollRate[ｰ/s],MM5_yawRate[ｰ/s]
51.29,0,-0.202668,0.415375,-0.865951,-2.792,-1.701
51.3,0,-0.228747,0.42093,-0.758973,-2.588,-3.007
51.31,0,-0.255985,0.468157,-0.672812,-2.197,-4.24
51.32,0,-0.273783,0.534609,-0.632095,-1.524,-5.61
51.33,0,-0.26889,0.612399,-0.643497,-0.373,-7.109
51.34,0,-0.249615,0.686227,-0.662391,1.147,-8.658
51.35,0,-0.240799,0.689285,-0.649574,2.066,-10.285
51.36,0,-0.246162,0.623139,-0.632261,1.482,-11.931
51.37,0,-0.244608,0.617826,-0.670277,0.098,-13.539
51.38,0,-0.219153,0.731429,-0.771012,-0.849,-15.149
51.39,0,-0.177213,0.862574,-0.857695,-1.131,-16.917
51.4,0,-0.139758,0.925141,-0.883965,-1.361,-18.924
51.41,0,-0.101805,0.967794,-0.927943,-2.377,-21.257
51.42,0,-0.049087,1.036501,-1.048043,-4.363,-23.959
51.43,0,0.000917,1.102469,-1.172373,-6.375,-26.957
51.44,0,0.027276,1.151276,-1.215765,-7.221,-29.963
51.45,0,0.042921,1.203994,-1.18175,-6.609,-32.842
51.46,0,0.066031,1.265706,-1.151492,-4.828,-35.723
51.47,0,0.084925,1.27716,-1.166793,-2.428,-38.674
51.48,0,0.09225,1.205866,-1.19226,-0.776,-41.32
51.49,0,0.096085,1.16757,-1.192489,-0.657,-43.629
51.5,0,0.105003,1.250711,-1.173711,-1.048,-46.094
51.51,0,0.117539,1.362288,-1.161531,-0.586,-48.825
51.52,0,0.132598,1.399706,-1.149734,0.673,-51.448
51.53,0,0.154574,1.399247,-1.126178,2.021,-53.891
51.54,0,0.160728,1.373665,-1.095933,2.951,-56.393
51.55,0,0.1314,1.280446,-1.065879,3.085,-58.845
51.56,0,0.090569,1.174208,-1.029545,2.541,-61.08
51.57,0,0.061967,1.157964,-0.97568,2.107,-63.16
51.58,0,0.033837,1.167697,-0.911789,2.162,-65.011
51.59,0,-0.005657,1.085728,-0.861135,1.926,-66.345
51.6,0,-0.045737,0.904782,-0.830648,0.167,-66.876
51.61,0,-0.079345,0.715147,-0.788784,-2.572,-66.733
51.62,0,-0.096913,0.638962,-0.722383,-4.388,-66.12
51.63,0,-0.082963,0.689145,-0.688546,-4.797,-65.154
51.64,0,-0.044463,0.813245,-0.749622,-5.003,-64.081
51.65,0,-0.008472,0.931676,-0.860753,-5.48,-63.333
51.66,0,0.011683,1.0371,-0.915509,-5.369,-62.932
51.67,0,0.016447,1.118024,-0.902298,-4.184,-62.716
51.68,0,0.002828,1.15311,-0.877595,-2.276,-62.579
51.69,0,-0.026041,1.128127,-0.847095,-0.355,-62.465
51.7,0,-0.057929,1.046578,-0.797422,1.361,-62.293
51.71,0,-0.076682,0.996039,-0.785561,2.649,-61.956
51.72,0,-0.062974,0.968036,-0.872321,2.651,-61.466
51.73,0,-0.011211,0.953589,-1.021672,1.369,-60.989
51.74,0,0.054769,1.035469,-1.160155,-0.192,-60.667
51.75,0,0.097932,1.176119,-1.22969,-1.239,-60.785
51.76,0,0.112252,1.243768,-1.211625,-1.59,-61.361
51.77,0,0.126738,1.252125,-1.160805,-1.54,-62.228
51.78,0,0.135439,1.251055,-1.111068,-0.957,-63.2
51.79,0,0.112367,1.224849,-1.047394,0.347,-64.071
51.8,0,0.056273,1.133478,-0.964049,1.788,-64.681
51.81,0,-0.016193,0.970113,-0.87032,2.922,-64.829
51.82,0,-0.075383,0.826393,-0.816863,3.586,-64.37
51.83,0,-0.10685,0.735773,-0.838254,3.146,-63.491
51.84,0,-0.105092,0.722269,-0.900247,1.331,-62.43
51.85,0,-0.060349,0.815628,-0.965743,-1.123,-61.712
51.86,0,-0.002013,0.98112,-1.013059,-2.556,-61.769
51.87,0,0.018435,1.115527,-1.038896,-2.15,-62.182
51.88,0,0.008294,1.139389,-1.054897,-0.744,-62.359
51.89,0,-0.003172,1.110227,-1.093602,0.653,-62.113
51.9,0,-0.009186,1.107679,-1.187763,1.438,-61.539
51.91,0,-0.006714,1.114916,-1.292104,1.275,-60.944
51.92,0,0.000866,1.102494,-1.333419,0.258,-60.544
51.93,0,-0.003147,1.044425,-1.285428,-0.928,-60.128
51.94,0,-0.023798,0.944684,-1.173851,-1.838,-59.221
51.95,0,-0.042857,0.875238,-1.07058,-2.617,-57.997
51.96,0,-0.045596,0.856039,-1.023876,-3.308,-56.994
51.97,0,-0.041392,0.88557,-1.01576,-3.129,-56.284
51.98,0,-0.055725,0.887188,-0.983655,-1.437,-55.531
51.99,0,-0.103462,0.804455,-0.896221,1.554,-54.393
52,0,-0.155071,0.725645,-0.800747,5.146,-52.799
52.01,0,-0.18222,0.710663,-0.755151,8.602,-50.986
52.02,0,-0.206413,0.72511,-0.760298,10.857,-49.193
52.03,0,-0.245958,0.692967,-0.762336,10.899,-47.426
52.04,0,-0.302422,0.580447,-0.719504,8.751,-45.716
52.05,0,-0.370466,0.396622,-0.659983,5.201,-43.759
52.06,0,-0.41061,0.211484,-0.656416,0.562,-41.137
52.07,0,-0.389933,0.120355,-0.728116,-4.869,-37.964
52.08,0,-0.325698,0.168665,-0.826214,-9.545,-34.843
52.09,0,-0.254889,0.344171,-0.916133,-11.501,-32.159
52.1,0,-0.189724,0.555489,-1.00395,-10.022,-29.897
52.11,0,-0.133999,0.737722,-1.080441,-5.767,-28.14
52.12,0,-0.098773,0.872168,-1.108278,0.049,-27.127
52.13,0,-0.088721,0.942301,-1.08527,6.164,-26.899
52.14,0,-0.094722,0.893099,-1.058732,11.532,-27.125
52.15,0,-0.111985,0.726651,-1.085907,15.687,-27.176
52.16,0,-0.14851,0.47403,-1.176361,18.033,-26.719
52.17,0,-0.197445,0.093932,-1.257769,16.993,-25.622
52.18,0,-0.234301,-0.333712,-1.261107,11.375,-23.61
52.19,0,-0.240238,-0.572102,-1.199586,2.709,-20.847
52.2,0,-0.211509,-0.481865,-1.11991,-5.361,-17.948
52.21,0,-0.177404,-0.197687,-1.044782,-10.485,-15.445
52.22,0,-0.174665,0.076134,-1.012053,-12.789,-13.684
52.23,0,-0.193661,0.264393,-1.051547,-13.107,-12.736
52.24,0,-0.217676,0.388952,-1.1174,-11.668,-12.365
52.25,0,-0.2435,0.488592,-1.143568,-8.16,-12.171
52.26,0,-0.258571,0.568395,-1.086671,-2.833,-12.002
52.27,0,-0.261195,0.588919,-0.987962,3.073,-11.978
52.28,0,-0.250175,0.473724,-0.975413,7.606,-11.94
52.29,0,-0.225332,0.268559,-1.076887,9.258,-11.68
52.3,0,-0.219472,0.142102,-1.177979,8.97,-11.329
52.31,0,-0.251857,0.094263,-1.178985,7.987,-10.958
52.32,0,-0.297071,0.002879,-1.09815,5.675,-10.54
52.33,0,-0.329991,-0.118457,-1.006791,1.63,-10.122
52.34,0,-0.342642,-0.175035,-0.944059,-2.687,-9.572
52.35,0,-0.320666,-0.120979,-0.92565,-5.618,-8.85
52.36,0,-0.274012,0.014524,-0.926924,-6.716,-8.249
52.37,0,-0.241194,0.175697,-0.910948,-6.578,-8.088
52.38,0,-0.245028,0.308652,-0.86153,-5.953,-8.406
52.39,0,-0.275464,0.386952,-0.797358,-5.222,-9.074
52.4,0,-0.305429,0.405043,-0.767317,-4.424,-9.805
52.41,0,-0.321532,0.370072,-0.759814,-3.424,-10.422
52.42,0,-0.335572,0.337572,-0.724078,-1.458,-10.76
52.43,0,-0.356631,0.352376,-0.675475,2.013,-10.74
52.44,0,-0.362899,0.350325,-0.68094,5.691,-10.552
52.45,0,-0.333597,0.249755,-0.782249,7.317,-10.416
52.46,0,-0.282013,0.093868,-0.937944,6.29,-10.148
52.47,0,-0.238735,-0.009313,-1.042527,3.962,-9.618
52.48,0,-0.220606,-0.018766,-1.028882,1.938,-8.949
52.49,0,-0.230849,0.018613,-0.946111,0.936,-8.295
52.5,0,-0.250532,0.04673,-0.902578,0.635,-7.688
52.51,0,-0.256049,0.085231,-0.959144,0.685,-7.032
52.52,0,-0.2402,0.170423,-1.089436,1.276,-6.542
52.53,0,-0.203088,0.26396,-1.230149,2.731,-6.498
52.54,0,-0.154855,0.278433,-1.340617,4.447,-6.819
52.55,0,-0.114533,0.170487,-1.418497,5.221,-7.078
52.56,0,-0.09248,-0.002586,-1.463762,4.53,-6.951
52.57,0,-0.098926,-0.166282,-1.440461,2.933,-6.253
52.58,0,-0.138025,-0.287707,-1.327533,1.4,-5.044
52.59,0,-0.196655,-0.367409,-1.162614,0.8,-3.513
52.6,0,-0.254341,-0.423796,-1.02701,1.591,-1.765
52.61,0,-0.288344,-0.50602,-0.968444,3.166,0.276
52.62,0,-0.29609,-0.629649,-0.944467,4.31,2.655
52.63,0,-0.296842,-0.753151,-0.895877,4.355,5.208
52.64,0,-0.310117,-0.797677,-0.825896,4.034,7.777
52.65,0,-0.333291,-0.731696,-0.77579,4.565,10.17
52.66,0,-0.350121,-0.633038,-0.739404,5.904,12.294
52.67,0,-0.362173,-0.611456,-0.672506,6.52,14.112
52.68,0,-0.370173,-0.69312,-0.590639,5.422,15.673
52.69,0,-0.36444,-0.804697,-0.568204,3.561,17.169
52.7,0,-0.33668,-0.859708,-0.612921,2.419,18.833
52.71,0,-0.27033,-0.866193,-0.663321,2.211,20.708
52.72,0,-0.152001,-0.920529,-0.704305,1.998,22.592
52.73,0,-0.010689,-1.046948,-0.760361,1.54,24.614
52.74,0,0.096671,-1.185533,-0.845516,1.289,27.165
52.75,0,0.152154,-1.306054,-0.966928,1.442,30.303
52.76,0,0.187609,-1.417644,-1.097182,1.67,33.744
52.77,0,0.223192,-1.493663,-1.185979,1.453,37.284
52.78,0,0.25601,-1.503779,-1.201051,0.67,40.809
52.79,0,0.280739,-1.471495,-1.161468,-0.17,44.25
52.8,0,0.299212,-1.443875,-1.124127,-0.436,47.651
52.81,0,0.321991,-1.399769,-1.104023,0.084,51.038
52.82,0,0.340005,-1.351497,-1.08462,0.863,54.167
52.83,0,0.336387,-1.314169,-1.058044,1.531,56.834
52.84,0,0.319736,-1.221906,-1.020818,2.603,59.016
52.85,0,0.304575,-1.068517,-0.980445,4.243,60.606
52.86,0,0.301569,-1.021697,-0.981337,5.837,61.46
52.87,0,0.314958,-1.106278,-1.029226,6.475,61.774
52.88,0,0.325622,-1.166895,-1.038183,5.217,61.727
52.89,0,0.319863,-1.186986,-0.974788,1.988,61.371
52.9,0,0.303441,-1.190069,-0.900807,-2.005,60.704
52.91,0,0.286675,-1.143058,-0.867581,-5.108,59.771
52.92,0,0.277082,-1.074594,-0.893813,-6.242,58.631
52.93,0,0.275987,-1.078339,-0.964711,-5.526,57.457
52.94,0,0.26991,-1.038807,-0.992637,-4.051,56.408
52.95,0,0.245334,-0.85079,-0.900973,-2.705,55.186
52.96,0,0.220746,-0.659486,-0.765547,-0.663,53.538
52.97,0,0.241716,-0.661168,-0.765521,3.321,51.813
52.98,0,0.312232,-0.831221,-0.935715,8.7,50.502
52.99,0,0.385296,-1.039278,-1.134217,13.077,49.779
53,0,0.419898,-1.247832,-1.235678,14.126,49.611
53.01,0,0.410534,-1.427976,-1.220326,11.026,49.853
53.02,0,0.381219,-1.598768,-1.152511,4.536,50.428
53.03,0,0.354707,-1.748297,-1.107616,-3.649,51.447
53.04,0,0.346133,-1.793677,-1.109221,-10.991,52.834
53.05,0,0.354873,-1.637166,-1.128662,-14.699,54.344
53.06,0,0.35458,-1.288524,-1.123388,-13.399,55.515
53.07,0,0.327036,-0.923179,-1.08518,-7.881,55.937
53.08,0,0.287631,-0.720613,-1.051483,-0.606,55.632
53.09,0,0.284879,-0.801817,-1.09973,5.793,55.184
53.1,0,0.349165,-1.149365,-1.25052,9.658,55.601
53.11,0,0.42916,-1.499536,-1.383768,10.402,57.153
53.12,0,0.452487,-1.581314,-1.367919,8.936,59.038
53.13,0,0.41949,-1.453366,-1.206109,6.603,60.454
53.14,0,0.376212,-1.371741,-1.036004,3.866,61.196
53.15,0,0.356045,-1.409974,-0.975999,0.976,61.447
53.16,0,0.353892,-1.427988,-0.988356,-1.373,61.556
53.17,0,0.33882,-1.326132,-0.976126,-2.87,61.58
53.18,0,0.29795,-1.139185,-0.916299,-3.503,61.262
53.19,0,0.245474,-0.928542,-0.842866,-2.896,60.274
53.2,0,0.202464,-0.768298,-0.790364,-1.057,58.679
53.21,0,0.184577,-0.729174,-0.767445,1.173,56.831
53.22,0,0.194565,-0.823896,-0.765572,2.838,55.197
53.23,0,0.221115,-0.962494,-0.774796,3.313,54.105
53.24,0,0.233843,-1.035431,-0.762196,2.245,53.392
53.25,0,0.209484,-1.00195,-0.702955,-0.142,52.524
53.26,0,0.175111,-0.961208,-0.641268,-2.782,51.261
53.27,0,0.168461,-0.978381,-0.636439,-4.676,50.012
53.28,0,0.18315,-1.006931,-0.693731,-5.817,49.12
53.29,0,0.205636,-1.011569,-0.77291,-6.278,48.533
53.3,0,0.222109,-0.978521,-0.856854,-5.582,48.075
53.31,0,0.232123,-0.978827,-0.946735,-3.723,47.82
53.32,0,0.25415,-1.02729,-1.027825,-1.083,47.968
53.33,0,0.28493,-1.095665,-1.094493,1.681,48.595
53.34,0,0.312143,-1.201076,-1.13786,3.768,49.647
53.35,0,0.331444,-1.366123,-1.162958,4.551,51.275
53.36,0,0.345827,-1.542661,-1.173201,3.373,53.492
53.37,0,0.363243,-1.663182,-1.174029,0.532,55.876
53.38,0,0.388774,-1.681935,-1.177571,-2.293,58.344
53.39,0,0.417133,-1.575135,-1.169277,-3.547,60.815
53.4,0,0.434039,-1.436435,-1.161085,-3.189,63.077
53.41,0,0.432498,-1.357154,-1.163723,-2.086,65.002
53.42,0,0.410967,-1.301913,-1.149581,-0.566,66.489
53.43,0,0.375601,-1.229843,-1.097424,1.253,67.593
53.44,0,0.339776,-1.165812,-1.011365,2.773,68.393
53.45,0,0.305008,-1.080645,-0.91235,3.696,68.802
53.46,0,0.260737,-0.929625,-0.8042,4.048,68.509
53.47,0,0.213752,-0.834903,-0.694037,3.868,67.558
53.48,0,0.181443,-0.878678,-0.647205,3.16,66.231
53.49,0,0.179112,-1.006358,-0.697477,2.112,64.803
53.5,0,0.20477,-1.109539,-0.78588,1.096,63.512
53.51,0,0.224249,-1.117311,-0.810532,0.283,62.438
53.52,0,0.21351,-1.060783,-0.758043,-0.243,61.424
53.53,0,0.191189,-0.99386,-0.712268,-0.273,60.464
53.54,0,0.181711,-0.935091,-0.710586,0.237,59.552
53.55,0,0.176717,-0.894768,-0.750539,1.18,58.623
53.56,0,0.176678,-0.891851,-0.817513,2.281,57.775
53.57,0,0.193011,-0.908413,-0.894616,2.84,57.129
53.58,0,0.213714,-0.89496,-0.969578,2.446,56.558
53.59,0,0.218007,-0.797027,-1.009123,1.23,55.845
53.6,0,0.203369,-0.599697,-1.016283,-0.225,54.661
53.61,0,0.18845,-0.354057,-1.043406,-1.74,52.682
53.62,0,0.193164,-0.144968,-1.128076,-3.894,49.83
53.63,0,0.221561,-0.011122,-1.242749,-6.963,46.341
53.64,0,0.254532,0.100697,-1.315239,-10.216,42.519
53.65,0,0.265119,0.283427,-1.323227,-12.016,38.356
53.66,0,0.251144,0.528022,-1.298181,-11.233,33.72
53.67,0,0.232467,0.749876,-1.281733,-8.06,28.589
53.68,0,0.220236,0.879531,-1.298053,-3.507,23.128
53.69,0,0.209586,0.883162,-1.31738,0.986,17.643
53.7,0,0.191215,0.745137,-1.295734,4.006,12.591
53.71,0,0.159912,0.501841,-1.226008,4.63,8.236
53.72,0,0.117068,0.250647,-1.134828,3.055,4.686
53.73,0,0.070975,0.068911,-1.038093,0.398,2.023
53.74,0,0.030691,-0.019747,-0.930173,-2.36,0.1
53.75,0,-0.000319,-0.033634,-0.830967,-5.012,-1.385
53.76,0,-0.029722,0.008319,-0.76161,-7.612,-2.739
53.77,0,-0.07272,0.077052,-0.712141,-10.001,-4.069
53.78,0,-0.125387,0.138,-0.682966,-12.058,-5.238
53.79,0,-0.163072,0.223702,-0.675704,-13.525,-6.216
53.8,0,-0.161174,0.379053,-0.680775,-13.803,-7.262
53.81,0,-0.124788,0.582931,-0.69568,-12.359,-8.663
53.82,0,-0.090734,0.743608,-0.731442,-9.312,-10.337
53.83,0,-0.100213,0.791664,-0.789128,-5.556,-11.931
53.84,0,-0.167034,0.7518,-0.838292,-2.021,-13.261
53.85,0,-0.256698,0.707529,-0.862587,1.01,-14.302
53.86,0,-0.300804,0.708064,-0.87111,3.398,-15.176
53.87,0,-0.259628,0.737863,-0.888156,4.561,-16.11
53.88,0,-0.148243,0.792912,-0.931995,4.06,-17.304
53.89,0,-0.020371,0.85586,-0.97954,2,-18.995
53.9,0,0.06105,0.881914,-1.009135,-1.153,-21.181
53.91,0,0.086607,0.874805,-1.0537,-4.71,-23.684
53.92,0,0.094059,0.876932,-1.126929,-7.962,-26.165
53.93,0,0.109424,0.914031,-1.201599,-10.075,-28.557
53.94,0,0.140318,1.006422,-1.268394,-10.018,-30.943
53.95,0,0.179239,1.145109,-1.308691,-7.596,-33.431
53.96,0,0.198629,1.221065,-1.286128,-4.354,-35.974
53.97,0,0.179061,1.178463,-1.199688,-2.18,-38.34
53.98,0,0.138038,1.125503,-1.113272,-1.251,-40.483
53.99,0,0.10936,1.127923,-1.0882,-0.498,-42.49
54,0,0.111131,1.123337,-1.098761,0.31,-44.253
54.01,0,0.129579,1.051687,-1.069115,0.496,-45.644
54.02,0,0.142968,0.950353,-0.964991,0.123,-46.645
54.03,0,0.142879,0.912694,-0.843796,-0.074,-47.323
54.04,0,0.133885,0.934772,-0.78579,-0.059,-47.788
54.05,0,0.124011,0.941562,-0.795689,-0.449,-48.159
54.06,0,0.111462,0.933957,-0.817322,-1.315,-48.496
54.07,0,0.089906,0.950264,-0.798365,-1.799,-48.793
54.08,0,0.064796,0.979235,-0.734601,-1.126,-48.999
54.09,0,0.041749,0.976024,-0.661983,0.583,-49.02
54.1,0,0.032296,0.960787,-0.638045,2.321,-48.881
54.11,0,0.068197,0.979821,-0.709172,2.625,-48.881
54.12,0,0.166244,1.061102,-0.851108,1.025,-49.34
54.13,0,0.286128,1.192286,-0.992994,-1.426,-50.344
54.14,0,0.376136,1.318998,-1.08783,-3.322,-51.873
54.15,0,0.433287,1.450283,-1.144765,-4.052,-53.846
54.16,0,0.478807,1.584423,-1.21137,-3.969,-56.265
54.17,0,0.527181,1.703032,-1.315749,-3.358,-59.209
54.18,0,0.57623,1.760795,-1.424281,-2.233,-62.601
54.19,0,0.611584,1.674011,-1.451417,-0.611,-65.997
54.2,0,0.626439,1.507346,-1.361626,1.473,-68.798
54.21,0,0.638886,1.419172,-1.236825,3.492,-70.958
54.22,0,0.663665,1.428867,-1.171978,4.843,-72.917
54.23,0,0.675016,1.413095,-1.158945,4.937,-74.709
54.24,0,0.650836,1.310526,-1.155709,3.247,-76.216
54.25,0,0.604717,1.202974,-1.125617,0.581,-77.441
54.26,0,0.555196,1.135198,-1.051368,-1.853,-78.319
54.27,0,0.50588,1.072033,-0.954315,-3.753,-78.862
54.28,0,0.456372,0.967374,-0.868804,-5.33,-78.966
54.29,0,0.418076,0.867619,-0.80262,-6.365,-78.399
54.3,0,0.394074,0.855644,-0.73748,-6.268,-77.094
54.31,0,0.370403,0.913216,-0.679883,-4.68,-75.385
54.32,0,0.344197,0.984802,-0.655524,-1.941,-73.651
54.33,0,0.324743,1.021264,-0.66313,1.106,-72.052
54.34,0,0.311633,0.988599,-0.672035,3.607,-70.408
54.35,0,0.3026,0.945232,-0.690202,4.936,-68.715
54.36,0,0.311289,0.945767,-0.756756,4.884,-67.317
54.37,0,0.34463,0.958214,-0.870333,3.793,-66.456
54.38,0,0.378378,0.914439,-0.973323,1.88,-65.756
54.39,0,0.385423,0.816736,-1.010499,-0.952,-64.945
54.4,0,0.370441,0.781089,-0.987796,-3.954,-63.998
54.41,0,0.363332,0.893393,-0.970291,-5.695,-63.109
54.42,0,0.383882,1.129337,-1.006498,-5.43,-62.614
54.43,0,0.424879,1.371652,-1.087907,-3.609,-62.764
54.44,0,0.469762,1.53503,-1.176832,-1.121,-63.548
54.45,0,0.496389,1.575938,-1.212542,1.621,-64.734
54.46,0,0.487025,1.51262,-1.180361,4.32,-66.006
54.47,0,0.453213,1.366569,-1.134472,6.357,-67.081
54.48,0,0.423592,1.226645,-1.107794,7.22,-67.87
54.49,0,0.416203,1.158079,-1.102265,6.459,-68.457
54.5,0,0.416343,1.107323,-1.104596,4.224,-68.914
54.51,0,0.398851,1.075893,-1.098379,1.412,-69.304
54.52,0,0.351942,1.055522,-1.08183,-0.916,-69.678
54.53,0,0.267336,1.016397,-1.038998,-2.166,-69.861
54.54,0,0.155797,0.963412,-0.962634,-2.408,-69.646
54.55,0,0.054438,0.924848,-0.866932,-2.02,-69.26
54.56,0,-0.008803,0.921127,-0.793575,-1.484,-68.906
54.57,0,-0.04143,0.902017,-0.782058,-1.638,-68.479
54.58,0,-0.061827,0.827387,-0.796798,-2.863,-67.721
54.59,0,-0.072987,0.742169,-0.791027,-4.463,-66.482
54.6,0,-0.070605,0.698165,-0.759686,-5.17,-64.756
54.61,0,-0.052769,0.693922,-0.744946,-4.159,-62.579
54.62,0,-0.027162,0.686992,-0.790772,-1.58,-60.067
54.63,0,-0.005771,0.640949,-0.871021,2.111,-57.484
54.64,0,-0.003911,0.511995,-0.930288,6.702,-54.899
54.65,0,-0.024881,0.242506,-0.955475,11.443,-52
54.66,0,-0.074682,-0.19798,-0.969833,14.697,-48.206
54.67,0,-0.150115,-0.740054,-0.969985,14.686,-42.968
54.68,0,-0.216172,-1.160168,-0.94978,11.622,-36.316
54.69,0,-0.242417,-1.281096,-0.941511,8.072,-28.868
54.7,0,-0.209484,-1.137771,-0.943741,6.373,-21.415
54.71,0,-0.126725,-0.902209,-0.950289,6.262,-14.736
54.72,0,-0.024652,-0.746195,-0.994663,6.092,-9.232
54.73,0,0.066248,-0.703516,-1.076008,5.1,-4.586
54.74,0,0.122966,-0.715631,-1.153059,3.63,-0.219
54.75,0,0.142905,-0.710395,-1.19263,2.48,3.884
54.76,0,0.138815,-0.661104,-1.195343,2.289,7.451
54.77,0,0.129846,-0.613278,-1.191865,3.073,10.305
54.78,0,0.11852,-0.613316,-1.201892,4.212,12.632
54.79,0,0.098799,-0.658046,-1.209663,4.967,14.753
54.8,0,0.063381,-0.719555,-1.185597,5.014,16.827
54.81,0,0.021339,-0.774375,-1.121018,4.403,18.778
54.82,0,0.005771,-0.811003,-1.043037,3.295,20.542
54.83,0,0.023314,-0.835311,-0.980636,1.762,22.161
54.84,0,0.051457,-0.855466,-0.949168,-0.152,23.768
54.85,0,0.073828,-0.852293,-0.946735,-2.383,25.32
54.86,0,0.084759,-0.755966,-0.945499,-4.098,26.567
54.87,0,0.078453,-0.514811,-0.923255,-3.532,27.274
54.88,0,0.063318,-0.22253,-0.884806,-0.216,27.347
54.89,0,0.046909,-0.068452,-0.854166,3.666,26.758
54.9,0,0.040985,-0.119743,-0.854434,5.431,25.608
54.91,0,0.067981,-0.280981,-0.890437,4.41,24.212
54.92,0,0.115819,-0.453493,-0.923637,1.698,23.043
54.93,0,0.141822,-0.604602,-0.924504,-1.509,22.49
54.94,0,0.12977,-0.721109,-0.91849,-4.5,22.541
54.95,0,0.104901,-0.776388,-0.926134,-6.454,23.088
54.96,0,0.085052,-0.766311,-0.945486,-6.956,24.04
54.97,0,0.072758,-0.712969,-0.967272,-6.036,25.245
54.98,0,0.076198,-0.634184,-0.991401,-3.81,26.477
54.99,0,0.092085,-0.578536,-1.016142,-0.847,27.587
55,0,0.105181,-0.597455,-1.045202,1.747,28.615
55.01,0,0.103398,-0.677386,-1.104507,3.46,29.747
55.02,0,0.068325,-0.763011,-1.196286,4.558,31.137
55.03,0,-0.008752,-0.833922,-1.269133,5.106,32.718
55.04,0,-0.082759,-0.90296,-1.272981,4.845,34.409
55.05,0,-0.088862,-0.947219,-1.199789,4.008,36.21
55.06,0,-0.007861,-0.975387,-1.080658,3.415,38.117
55.07,0,0.097232,-0.996688,-0.958073,3.519,40.074
55.08,0,0.145567,-0.994765,-0.862371,3.626,41.818
55.09,0,0.123591,-0.975222,-0.820698,2.855,43.105
55.1,0,0.062846,-0.928784,-0.837222,1.298,43.983
55.11,0,0.00214,-0.850382,-0.883417,-0.275,44.585
55.12,0,-0.024448,-0.774286,-0.931434,-1.328,44.913
55.13,0,-0.004013,-0.758578,-0.977629,-1.849,45.034
55.14,0,0.043571,-0.780631,-1.001912,-1.818,45.128
55.15,0,0.080631,-0.768655,-0.962685,-1.063,45.32
55.16,0,0.087626,-0.707949,-0.885506,0.489,45.564
55.17,0,0.071994,-0.657639,-0.845312,2.209,45.739
55.18,0,0.051253,-0.658913,-0.884997,3.179,45.712
55.19,0,0.045673,-0.700152,-0.988751,2.936,45.596
55.2,0,0.060986,-0.737149,-1.090646,1.89,45.562
55.21,0,0.074134,-0.74752,-1.135198,0.749,45.569
55.22,0,0.064299,-0.735531,-1.127006,-0.293,45.491
55.23,0,0.042042,-0.665448,-1.089563,-1.097,45.22
55.24,0,0.024104,-0.526697,-1.039457,-1.114,44.585
55.25,0,0.011173,-0.385563,-0.989044,-0.229,43.6
55.26,0,0.000446,-0.303925,-0.951028,0.867,42.332
55.27,0,-0.005236,-0.297008,-0.928937,1.279,40.849
55.28,0,-0.005007,-0.340795,-0.908451,0.669,39.349
55.29,0,-0.00916,-0.375371,-0.874754,-0.379,37.946
55.3,0,-0.031582,-0.368568,-0.836177,-1.219,36.659
55.31,0,-0.06677,-0.337088,-0.824775,-1.505,35.349
55.32,0,-0.090429,-0.317621,-0.851988,-1.35,34.004
55.33,0,-0.088823,-0.325239,-0.901572,-1.233,32.768
55.34,0,-0.069229,-0.332705,-0.946123,-1.461,31.757
55.35,0,-0.049813,-0.293211,-0.947792,-2.164,30.809
55.36,0,-0.040844,-0.193788,-0.89696,-3.343,29.607
55.37,0,-0.036844,-0.073599,-0.857555,-4.985,27.977
55.38,0,-0.030168,0.017428,-0.917841,-7.246,25.861
55.39,0,-0.02506,0.055062,-1.036475,-10.063,23.471
55.4,0,-0.027455,0.065025,-1.093984,-12.827,21.098
55.41,0,-0.023403,0.120278,-1.100405,-14.295,18.948
55.42,0,0.008408,0.268024,-1.167443,-13.213,16.964
55.43,0,0.064528,0.475177,-1.309341,-9.337,14.806
55.44,0,0.111526,0.648211,-1.421809,-3.536,12.242
55.45,0,0.118265,0.67071,-1.438741,2.254,9.556
55.46,0,0.081842,0.51239,-1.379156,6.013,7.29
55.47,0,0.03064,0.258749,-1.293416,6.94,5.775
55.48,0,-0.009096,0.017008,-1.218161,5.465,5.038
55.49,0,-0.038806,-0.162524,-1.153938,2.316,4.837
55.5,0,-0.060897,-0.260648,-1.082276,-1.691,4.855
55.51,0,-0.073331,-0.240786,-1.009288,-5.181,4.906
55.52,0,-0.077026,-0.096582,-0.964456,-6.867,4.897
55.53,0,-0.078619,0.139184,-0.955984,-6.446,4.612
55.54,0,-0.082097,0.39815,-0.951028,-4.771,3.722
55.55,0,-0.087715,0.579568,-0.918401,-3.475,2.187
55.56,0,-0.099436,0.647434,-0.862065,-4.088,0.121
55.57,0,-0.112787,0.653294,-0.799116,-6.762,-2.295
55.58,0,-0.119323,0.667754,-0.728295,-10.098,-4.952
55.59,0,-0.119387,0.745443,-0.638682,-11.924,-7.709
55.6,0,-0.131579,0.881277,-0.548572,-10.721,-10.323
55.61,0,-0.153135,1.008677,-0.507523,-6.788,-12.623
55.62,0,-0.155008,1.059993,-0.544367,-2.096,-14.701
55.63,0,-0.119552,1.032794,-0.623011,1.146,-16.783
55.64,0,-0.061369,0.985961,-0.692585,2.033,-19.08
