Time_s,Ax_g,Ay_g,Az_g,RollRate_deg_s,YawRate_deg_s
99.37,0.224923313575209,-0.85711261124916,-0.934222983988826,-4,-57.958
99.38,0.230146370780138,-0.843981222344373,-1.03327085859049,-4.966,-58.165
99.39,0.264701764270132,-0.820841270566147,-1.12627596183409,-4.9,-58.447
99.4,0.312305992520697,-0.796480084782134,-1.21696169372664,-3.675,-58.911
99.41,0.341625123413333,-0.762325155618738,-1.31461425987517,-1.661,-59.624
99.42,0.337557474817382,-0.700101049671341,-1.42855625677557,0.51,-60.487
99.43,0.311219052738247,-0.630821226367238,-1.5352101355097,2.125,-61.223
99.44,0.281565547922019,-0.594741895610589,-1.57813962810654,2.659,-61.565
99.45,0.26377632233497,-0.608177425311673,-1.52085176481756,2.24,-61.4
99.46,0.263658331104911,-0.657865243876327,-1.39182010363324,1.33499999999837,-60.847999999999
99.47,0.281819883238243,-0.720569753784599,-1.26682984847233,0.187,-60.142
99.48,0.302195113509002,-0.752666348368751,-1.20115573484966,-1.109,-59.505
99.49,0.293567408453043,-0.745655853487939,-1.18913140403854,-2.2600000000008,-58.9899999999993
99.5,0.2385538467051,-0.731412977530402,-1.18741633672457,-2.82,-58.506
99.51,0.139394327309262,-0.723250887413591,-1.15938612497207,-2.434,-58.01
99.52,0.0170894337343496,-0.715506217634431,-1.09083633586661,-1.135,-57.657
99.53,-0.0990522836294819,-0.691908473242333,-0.985380259385093,0.649,-57.723
99.54,-0.19106598513874,-0.644657101552144,-0.865117097233165,2.326,-58.288
99.55,-0.25520183527075,-0.602568066067618,-0.767848403538868,3.285,-59.103
99.56,-0.297486882346725,-0.590254370866326,-0.71170229952919,3.122,-59.874
99.57,-0.327224612695496,-0.592887331897766,-0.671296194795806,2.01099999999791,-60.4510000000004
99.58,-0.346190664771598,-0.583723038807949,-0.6159764630193,0.539,-60.738
99.59,-0.343869428381679,-0.570617145050313,-0.54834242575498,-0.797,-60.542
99.6,-0.31062982827316,-0.583290803475741,-0.488119938212094,-1.91200000000145,-59.6469999999977
99.61,-0.250396410213734,-0.624716811698591,-0.449388887794558,-2.936,-58.049
99.62,-0.172055253369618,-0.688698725744291,-0.44965513710305,-3.733,-55.988
99.63,-0.0903398321364682,-0.772711907129215,-0.510440128718594,-3.929,-53.841
