Time_s,Ax_g,Ay_g,Az_g,RollRate_deg_s,YawRate_deg_s
79.48,0.0175945466728679,-1.13808205822555,-1.32850131524725,-0.669,-43.452
79.49,0.0860486996343992,-1.03389117334035,-1.45019950725738,1.116,-42.774
79.5,0.116188439806585,-0.854383808572836,-1.46347249447968,4.042,-42.552
79.51,0.112500773864583,-0.644644508038982,-1.41790272823376,7.558,-42.137
79.52,0.106517142849458,-0.467823088190573,-1.39068968341777,10.47,-40.884
79.53,0.133096958687692,-0.367325587354197,-1.4317585344695,11.673,-38.394
79.54,0.183296137731612,-0.33843404748019,-1.50414201098691,11.028,-34.688
79.55,0.214186456677668,-0.37071200819982,-1.54151002229976,9.144,-30.072
79.56,0.20540565843221,-0.407045111285178,-1.50605745913566,6.667,-25.11
79.57,0.168521970678801,-0.407906765640344,-1.4179950008806,4.03999999999627,-20.362999999994
79.58,0.121783544065564,-0.379383154500331,-1.33127009387617,1.418,-16.157
79.59,0.0711816703568752,-0.36018822083949,-1.26119471873495,-1.395,-12.534
79.6,0.0235507218008405,-0.35367764082645,-1.18738260088882,-4.57300000000391,-9.50699999999681
79.61,-0.0052251724168484,-0.32507996177574,-1.09557975001889,-7.325,-7.261
79.62,-0.0168928069267333,-0.275882841325148,-0.983754401448536,-7.661,-5.908
79.63,-0.0434945030228878,-0.22591758803979,-0.841144910897579,-4.519,-5.394
79.64,-0.111668353110934,-0.187837153869743,-0.659333106650177,0.372,-5.472
79.65,-0.20533209407812,-0.13809606220029,-0.447319015879493,3.951,-5.897
79.66,-0.284985621963209,-0.0868764416797675,-0.242820690589928,5.21,-6.335
79.67,-0.326466254590784,-0.0698596795817762,-0.138799146479975,5.058,-6.383
79.68,-0.324026411339846,-0.0742076902516685,-0.220023576553219,4.426,-5.931
79.69,-0.273565803997456,-0.0532054858633828,-0.47769949189045,4.29,-5.173
79.7,-0.180888718529935,-0.0185835524303274,-0.816212006804489,5.768,-4.24
79.71,-0.0779424682293547,0.0154711165726031,-1.08820659626917,8.88200000000473,-3.25099999999883
79.72,-0.00615581470643212,0.0740328848309518,-1.18267142799049,12.209,-2.428
79.73,0.0231576459294182,0.117662144821143,-1.11367009294218,14.024,-1.741
79.74,0.0236690709994343,0.0901938402300221,-0.989472561959285,13.583,-0.883
79.75,0.0117203276439721,0.0265545675276949,-0.912676129623777,11.482,0.129
79.76,0.00844946181624339,0.00134593757306366,-0.941219349434488,8.517,0.987
79.77,0.028885702307175,0.0549943900587448,-1.10408268599702,4.747,1.492
79.78,0.0704187018857481,0.128565213031652,-1.35130264150683,0.083,1.956
79.79,0.113788156100359,0.155299881066829,-1.55284855602567,-4.788,2.859
79.8,0.136218457372521,0.138473081919281,-1.61872691586897,-8.578,4.21
79.81,0.115928819636721,0.129420714843426,-1.56642429286328,-10.436,5.645
79.82,0.0608089649414512,0.143558060407328,-1.47981705577207,-10.6459999999991,6.87800000000161
79.83,0.00980354323739573,0.148265009455658,-1.42516649033855,-9.98,8.012
79.84,-0.0169962707932591,0.132028687594805,-1.39113989034355,-9.011,9.121
79.85,-0.0319739883132959,0.0993663339625163,-1.30726364495394,-7.18799999999478,10.0860000000008
79.86,-0.0525728865079941,0.110285156817055,-1.12500022562895,-3.518,10.628
79.87,-0.0976007224086775,0.174035139381629,-0.888631715896005,2.057,10.563
79.88,-0.172996320087175,0.263706120799236,-0.689476717566171,8.516,10.046
79.89,-0.24950497500731,0.329874800870257,-0.576884786626053,14.248,9.615
79.9,-0.285770643150451,0.336716684757521,-0.535358057048485,17.622,9.769
79.91,-0.263003072727005,0.343238703720439,-0.528508756704651,18.005,10.436
79.92,-0.199353095730932,0.388001971413596,-0.527858410581411,16.201,11.331
79.93,-0.128707859476374,0.421887742978394,-0.503407448893182,13.436,12.532
79.94,-0.0779343192913562,0.411336045918492,-0.450476351767029,9.833,14.124
79.95,-0.0602304529265816,0.415706609154174,-0.436663266878571,5.105,15.912
79.96,-0.0639365221729356,0.469868860321365,-0.537654023606987,-0.0520000000058847,17.6800000000024
79.97,-0.0691374738911512,0.540802631951135,-0.724358420867654,-4.193,19.379
79.98,-0.0658314076348051,0.591479173332642,-0.903893558587166,-6.57,21.01
79.99,-0.0493556922235135,0.604956597132879,-1.04254615306319,-7.38,22.548
80,-0.0174277293737052,0.601911150043673,-1.15983514255777,-6.801,23.975
80.01,0.0169655978004644,0.591474455956345,-1.25498047327115,-4.989,25.377
80.02,0.0417188820982631,0.586063886682212,-1.32267713418444,-2.439,26.801
80.03,0.0592628327727406,0.595901577456995,-1.37123635920187,0.412,28.215
80.04,0.0719838500358821,0.584264684774243,-1.40121042908567,3.157,29.684
80.05,0.0830949308476792,0.558100302244148,-1.41193638962437,5.012,31.272
80.06,0.100613707597326,0.570947803337171,-1.40165054497936,5.294,32.899
80.07,0.121218948280109,0.605268560438845,-1.35773933133338,4.25999999999759,34.6130000000027
80.08,0.123845024380519,0.632641525920667,-1.26442534178747,2.564,36.496
80.09,0.104543216749424,0.657245965530332,-1.13311122736679,0.423,38.434
80.1,0.0794058513757406,0.66060453539627,-1.0076772893554,-1.88900000000245,40.189000000002
80.11,0.0622476540381429,0.636664464964143,-0.910284888631968,-3.612,41.606
80.12,0.061667075206968,0.629612221141661,-0.839354345929567,-4.084,42.741
80.13,0.0786530893743057,0.688714508336607,-0.791747524903226,-3.142,43.623
80.14,0.100922543167285,0.820360655345075,-0.781214314654095,-0.941,44.257
80.15,0.106887094766946,0.920202815887226,-0.816151415760233,1.849,44.962
80.16,0.0916548163633937,0.876404736644711,-0.847315380220622,4.059,45.988
80.17,0.0694514949986668,0.787768670491596,-0.823371570633165,5.09,47.043
80.18,0.0546421222361454,0.761238566581056,-0.756073749961245,5.584,47.837
80.19,0.0498753756663729,0.755671022653832,-0.710646941107208,5.951,48.326
80.2,0.0643966157697784,0.795226537703633,-0.746232163140821,6.131,48.587
80.21,0.112589166619146,0.904068447052794,-0.861886129805813,6.58300000000122,48.9710000000015
80.22,0.179583543555997,0.982184192947899,-1.01231835847078,7.443,50.004
80.23,0.237611479246638,1.01529172967422,-1.13095914271505,8.046,51.678
80.24,0.279728475203655,1.03725687761999,-1.18517963848062,7.921,53.727
80.25,0.32031114136529,1.07502806724383,-1.20649409210891,7.003,55.984
80.26,0.37815150802583,1.11775600368851,-1.25771983983535,5.272,58.586
80.27,0.451824237052788,1.16149160988756,-1.36554819240012,2.419,61.739
80.28,0.513703472123263,1.15368334207312,-1.46039940376209,-1.575,65.334
80.29,0.537028915471172,1.04673206129094,-1.44473416902906,-5.718,68.866
80.3,0.517149252396651,0.986052371629651,-1.31835039706662,-8.279,71.752
80.31,0.478906870651762,1.02857765473208,-1.16557926518347,-8.714,73.849
80.32,0.4586803168327,1.08386902668585,-1.04780133078003,-7.61799999999655,75.2270000000011
80.33,0.467380937063995,1.11814244959777,-0.969683760987016,-5.192,75.995
80.34,0.490328300255036,1.15856266218325,-0.929486299597233,-1.209,76.324
80.35,0.509027968351283,1.18568313666082,-0.921631429865292,3.66400000000552,76.5080000000002
80.36,0.511159829441477,1.16117254436687,-0.906990376959991,7.547,76.685
80.37,0.498743185187051,1.07910140248907,-0.860641789298254,8.838,76.822
80.38,0.473495262260153,0.98952060535718,-0.787550105936069,7.531,76.763
80.39,0.440141828045308,0.922879876335666,-0.681538707052468,5.052,76.389
80.4,0.402253496369418,0.92466401335429,-0.553944584471523,2.74,75.46
80.41,0.351724432576725,0.958790218645168,-0.443007134542661,1.071,73.778
80.42,0.295569291751955,0.992467864109423,-0.371458011383576,0.225,71.347
80.43,0.243594002303392,1.06913926525865,-0.359905175856493,0.248,68.271
80.44,0.204738086905698,1.17350719579627,-0.431745597439735,0.892,64.815
80.45,0.186293077656851,1.21796048987315,-0.5471020638184,1.627,61.284
80.46,0.191095824779236,1.20782360372915,-0.632212728597355,1.97799999999952,57.9809999999962
80.47,0.216922351578678,1.23355541815775,-0.715410395792811,1.639,55.31
80.48,0.268516333621938,1.28331903448668,-0.866202748278663,0.601,53.793
80.49,0.35081230015211,1.33367941613377,-1.07830927637902,-0.674,53.596
80.5,0.43968731627294,1.28633186609566,-1.29079218292577,-1.881,54.571
80.51,0.508391471540172,1.18007052180613,-1.43502924839853,-3.205,56.173
80.52,0.557819354365618,1.14633154518601,-1.50363695233436,-4.18,58.159
80.53,0.597547827410332,1.14084770508664,-1.53754688430879,-4.436,60.693
80.54,0.633361530911078,1.14133021856788,-1.56906776788606,-4.322,63.64
80.55,0.665648355663199,1.13888025569322,-1.5899852016924,-3.895,66.799
